code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
RADNYDB,SAINT RAPHAEL VHB,FORTUNEANU dan,SARAN LOIRET HB,COURTIAL fabien,J5,25,28,rencontre_D1H_2122_478.pdf,25,28,R,-1,-1,0,0,0,H,0,1,D1,2122,NA,NA,NA,NA
RADNYDC,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,USAM NIMES GARD,MAURICE franck,J6,28,27,rencontre_D1H_2122_479.pdf,28,27,R,1,1,1,0,0,H,0,0,D1,2122,12,13,-1,-0.471939903724269
RADNYDG,GRAND NANCY METROPOLE HB,BRAUX benjamin,CESSON RENNES METROPOLE HB,LERICHE sebastien,J6,27,25,rencontre_D1H_2122_483.pdf,26,24,R,1,1,1,1,0,H,0,0,D1,2122,NA,11,NA,NA
RADNYDI,SARAN LOIRET HB,COURTIAL fabien,ISTRES PROVENCE HANDBALL,DEROT gilles,J6,29,27,rencontre_D1H_2122_485.pdf,28,26,R,1,1,1,1,0,H,0,0,D1,2122,NA,8,NA,NA
RADNYDN,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,SARAN LOIRET HB,COURTIAL fabien,J7,25,24,rencontre_D1H_2122_490.pdf,25,23,R,1,1,1,0,0,H,1,0,D1,2122,8,NA,NA,NA
RADNYDO,MONTPELLIER HANDBALL,CANAYER patrice,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J7,33,34,rencontre_D1H_2122_491.pdf,33,33,R,0,-1,0,0,0,H,0,0,D1,2122,13,18,-5,-1.02469507659596
RADNYDQ,USAM NIMES GARD,MAURICE franck,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J7,25,26,rencontre_D1H_2122_493.pdf,25,25,R,0,-1,0,1,0,H,0,0,D1,2122,14,8,6,1.12228508389081
RADNYDT,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J8,30,27,rencontre_D1H_2122_496.pdf,29,26,R,1,1,1,0,0,H,0,0,D1,2122,15,11,4,1.42009389360939
RADNYDU,C'CHARTRES METROPOLE HANDBALL,SALAET toni,LIMOGES HAND,HAYATOUNE tarik,J8,27,25,rencontre_D1H_2122_497.pdf,26,24,R,1,1,1,0,0,H,0,0,D1,2122,14,NA,NA,NA
RADNYDW,ISTRES PROVENCE HANDBALL,DEROT gilles,USAM NIMES GARD,MAURICE franck,J8,29,29,rencontre_D1H_2122_499.pdf,28,29,R,-1,0,1,0,1,H,0,0,D1,2122,10,15,-5,-0.903696114115064
RADNYDX,GRAND NANCY METROPOLE HB,BRAUX benjamin,MONTPELLIER HANDBALL,CANAYER patrice,J8,30,33,rencontre_D1H_2122_500.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,14,NA,NA
RADNYDY,SARAN LOIRET HB,COURTIAL fabien,HBC NANTES,RODRIGUEZ alberto,J8,28,30,rencontre_D1H_2122_501.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,16,NA,NA
RADNYDZ,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,SAINT RAPHAEL VHB,FORTUNEANU dan,J8,29,28,rencontre_D1H_2122_502.pdf,28,28,R,0,1,1,1,1,H,1,1,D1,2122,11,NA,NA,NA
RADNYEA,CESSON RENNES METROPOLE HB,LERICHE sebastien,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J9,27,27,rencontre_D1H_2122_503.pdf,26,27,R,-1,0,1,0,0,H,0,0,D1,2122,18,14,4,0.232495277487639
RADNYEB,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,GRAND NANCY METROPOLE HB,BRAUX benjamin,J9,24,23,rencontre_D1H_2122_504.pdf,24,22,R,1,1,1,0,0,H,0,0,D1,2122,12,NA,NA,NA
RADNYED,MONTPELLIER HANDBALL,CANAYER patrice,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J9,27,28,rencontre_D1H_2122_506.pdf,26,28,R,-1,-1,0,1,0,H,0,0,D1,2122,17,19,-2,-1.16247638743819
RADNYEH,SAINT RAPHAEL VHB,FORTUNEANU dan,US CRETEIL HANDBALL,DELGADO fernando,J9,33,31,rencontre_D1H_2122_510.pdf,32,30,R,1,1,1,0,0,H,0,1,D1,2122,NA,14,NA,NA
RADNYEI,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,CESSON RENNES METROPOLE HB,LERICHE sebastien,J10,25,24,rencontre_D1H_2122_511.pdf,25,24,R,1,1,1,1,0,H,0,0,D1,2122,22,20,2,1.18048650441112
RADNYEJ,CHAMBERY SAVOIE HB,MATHE erick,MONTPELLIER HANDBALL,CANAYER patrice,J10,27,23,rencontre_D1H_2122_512.pdf,25,23,R,1,1,1,0,0,H,0,1,D1,2122,19,18,1,0.852573586519139
RADNYEL,US CRETEIL HANDBALL,DELGADO fernando,USAM NIMES GARD,MAURICE franck,J10,36,36,rencontre_D1H_2122_514.pdf,36,33,R,1,0,0,0,0,H,0,1,D1,2122,15,20,-5,-1.11490392083272
RADNYEN,GRAND NANCY METROPOLE HB,BRAUX benjamin,SARAN LOIRET HB,COURTIAL fabien,J10,27,29,rencontre_D1H_2122_516.pdf,26,28,R,-1,-1,0,0,1,H,0,0,D1,2122,NA,NA,NA,NA
RADNYEP,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,LIMOGES HAND,STEFANOVIC rastko,J10,27,27,rencontre_D1H_2122_518.pdf,27,26,R,1,0,0,1,1,H,0,0,D1,2122,16,NA,NA,NA
RADNYEQ,CESSON RENNES METROPOLE HB,LERICHE sebastien,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J11,25,24,rencontre_D1H_2122_519.pdf,24,24,R,0,1,1,1,1,H,0,0,D1,2122,21,19,2,-0.0605227532668803
RADNYET,MONTPELLIER HANDBALL,CANAYER patrice,USAM NIMES GARD,MAURICE franck,J11,32,29,rencontre_D1H_2122_522.pdf,32,29,R,1,1,1,0,0,H,0,0,D1,2122,19,22,-3,-0.968364052270084
RADNYEV,HBC NANTES,RODRIGUEZ alberto,US CRETEIL HANDBALL,DELGADO fernando,J11,30,26,rencontre_D1H_2122_524.pdf,28,26,R,1,1,1,0,0,H,0,0,D1,2122,25,17,8,1.02888680553696
RADNYEW,SAINT RAPHAEL VHB,FORTUNEANU dan,CHAMBERY SAVOIE HB,MATHE erick,J11,30,29,rencontre_D1H_2122_525.pdf,29,29,R,0,1,1,0,1,H,0,0,D1,2122,NA,22,NA,NA
RADNYEX,SARAN LOIRET HB,COURTIAL fabien,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J11,30,32,rencontre_D1H_2122_526.pdf,29,31,R,-1,-1,0,0,0,H,1,0,D1,2122,NA,18,NA,NA
RADNYFA,C'CHARTRES METROPOLE HANDBALL,SALAET toni,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J12,27,26,rencontre_D1H_2122_529.pdf,27,26,R,1,1,1,0,0,H,0,1,D1,2122,20,19,1,0.993399267798783
RADNYFB,US CRETEIL HANDBALL,DELGADO fernando,LIMOGES HAND,STEFANOVIC rastko,J12,32,31,rencontre_D1H_2122_530.pdf,32,30,R,1,1,1,0,0,H,0,0,D1,2122,18,NA,NA,NA
RADNYFG,CESSON RENNES METROPOLE HB,LERICHE sebastien,ISTRES PROVENCE HANDBALL,DEROT gilles,J13,30,30,rencontre_D1H_2122_535.pdf,30,29,R,1,0,0,1,0,H,0,1,D1,2122,25,18,7,1.0883838657626
RADNYFN,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,US CRETEIL HANDBALL,DELGADO fernando,J13,28,28,rencontre_D1H_2122_542.pdf,26,27,R,-1,0,1,0,1,H,0,0,D1,2122,24,21,3,-0.251165507483676
RADNYFO,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J14,29,31,rencontre_D1H_2122_543.pdf,28,29,R,-1,-1,0,1,1,H,0,0,D1,2122,34,26,8,1.47173367155882
RADNYFQ,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,CESSON RENNES METROPOLE HB,LERICHE sebastien,J14,29,28,rencontre_D1H_2122_545.pdf,28,27,R,1,1,1,0,0,H,1,0,D1,2122,21,27,-6,-0.697137002317335
RADNYFR,ISTRES PROVENCE HANDBALL,DEROT gilles,US CRETEIL HANDBALL,DELGADO fernando,J14,26,26,rencontre_D1H_2122_546.pdf,25,26,R,-1,0,1,1,1,H,0,0,D1,2122,20,23,-3,-0.232379000772445
RADNYFT,HBC NANTES,RODRIGUEZ alberto,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J14,29,30,rencontre_D1H_2122_548.pdf,28,29,R,-1,-1,0,1,1,H,0,1,D1,2122,34,39,-5,-0.542217668469038
RADNYFX,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J15,31,32,rencontre_D1H_2122_552.pdf,31,31,R,0,-1,0,1,0,H,0,0,D1,2122,27,35,-8,-0.99935343825504
RADNYFY,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J15,29,31,rencontre_D1H_2122_553.pdf,28,30,R,-1,-1,0,0,1,H,0,0,D1,2122,25,30,-5,-0.711078407989163
RADNYGI,LIMOGES HAND,STEFANOVIC rastko,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J16,30,32,rencontre_D1H_2122_563.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,28,NA,NA
RADNYGL,SARAN LOIRET HB,COURTIAL fabien,CESSON RENNES METROPOLE HB,LERICHE sebastien,J16,22,24,rencontre_D1H_2122_566.pdf,21,24,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,30,NA,NA
RADNYGP,US CRETEIL HANDBALL,DELGADO fernando,MONTPELLIER HANDBALL,CANAYER patrice,J17,30,27,rencontre_D1H_2122_570.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2122,27,35,-8,-0.833052161400748
RADNYGQ,USAM NIMES GARD,MAURICE franck,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J17,28,29,rencontre_D1H_2122_571.pdf,28,28,R,0,-1,0,1,0,H,0,0,D1,2122,33,41,-8,-0.833052161400748
RADNYGT,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J17,26,23,rencontre_D1H_2122_574.pdf,26,23,R,1,1,1,0,0,H,0,0,D1,2122,33,26,7,0.90247317485081
RADNYGU,US CRETEIL HANDBALL,DELGADO fernando,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J18,31,30,rencontre_D1H_2122_575.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2122,30,32,-2,-0.0873215370551402
RADNYGV,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,SAINT RAPHAEL VHB,FORTUNEANU dan,J18,26,25,rencontre_D1H_2122_576.pdf,25,24,R,1,1,1,1,0,H,0,0,D1,2122,27,NA,NA,NA
RADNYGX,LIMOGES HAND,STEFANOVIC rastko,CESSON RENNES METROPOLE HB,LERICHE sebastien,J18,32,29,rencontre_D1H_2122_578.pdf,31,28,R,1,1,1,0,0,H,1,0,D1,2122,NA,36,NA,NA
RADNYGY,MONTPELLIER HANDBALL,CANAYER patrice,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J18,35,32,rencontre_D1H_2122_579.pdf,35,32,R,1,1,1,0,0,H,0,0,D1,2122,36,36,0,0
RADNYHB,SARAN LOIRET HB,COURTIAL fabien,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J18,27,30,rencontre_D1H_2122_582.pdf,27,30,R,-1,-1,0,0,1,H,0,0,D1,2122,NA,44,NA,NA
RADNYHD,CESSON RENNES METROPOLE HB,LERICHE sebastien,US CRETEIL HANDBALL,DELGADO fernando,J19,30,29,rencontre_D1H_2122_584.pdf,30,27,R,1,1,1,0,0,H,1,0,D1,2122,37,33,4,0.0981335839973575
RADNYHH,USAM NIMES GARD,MAURICE franck,GRAND NANCY METROPOLE HB,BRAUX benjamin,J19,29,29,rencontre_D1H_2122_588.pdf,29,28,R,1,0,0,1,0,H,0,0,D1,2122,35,NA,NA,NA
RADNYHJ,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J19,32,32,rencontre_D1H_2122_590.pdf,32,31,R,1,0,0,1,0,H,0,0,D1,2122,37,33,4,0.0981335839973575
RADNYHK,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CHAMBERY SAVOIE HB,MATHE erick,J20,26,29,rencontre_D1H_2122_591.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D1,2122,35,41,-6,-1.37697763806474
RADNYHL,US CRETEIL HANDBALL,DELGADO fernando,SARAN LOIRET HB,COURTIAL fabien,J20,32,31,rencontre_D1H_2122_592.pdf,32,31,R,1,1,1,1,0,H,0,0,D1,2122,34,NA,NA,NA
RADNYHP,GRAND NANCY METROPOLE HB,BRAUX benjamin,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J20,27,29,rencontre_D1H_2122_596.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,39,NA,NA
RADNYHR,SAINT RAPHAEL VHB,FORTUNEANU dan,USAM NIMES GARD,MAURICE franck,J20,31,32,rencontre_D1H_2122_598.pdf,31,31,R,0,-1,0,0,1,H,0,0,D1,2122,NA,37,NA,NA
RADNYHS,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,CHAMBERY SAVOIE HB,MATHE erick,J21,26,26,rencontre_D1H_2122_599.pdf,24,26,R,-1,0,1,1,1,H,0,0,D1,2122,51,44,7,0.482450640677008
RADNYHT,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT RAPHAEL VHB,FORTUNEANU dan,J21,32,29,rencontre_D1H_2122_600.pdf,31,28,R,1,1,1,0,0,H,0,0,D1,2122,41,NA,NA,NA
RADNYHU,ISTRES PROVENCE HANDBALL,DEROT gilles,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J21,27,30,rencontre_D1H_2122_601.pdf,26,29,R,-1,-1,0,0,0,H,1,0,D1,2122,29,42,-13,-1.12571816157968
RADNYHX,HBC NANTES,RODRIGUEZ alberto,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J21,40,36,rencontre_D1H_2122_604.pdf,38,36,R,1,1,1,0,0,H,0,0,D1,2122,51,36,15,1.12571816157968
RADNYHZ,SARAN LOIRET HB,COURTIAL fabien,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J21,28,27,rencontre_D1H_2122_606.pdf,28,27,R,1,1,1,1,1,H,0,0,D1,2122,NA,34,NA,NA
RADNYIA,CHAMBERY SAVOIE HB,MATHE erick,USAM NIMES GARD,CHAUVET jerome,J22,28,29,rencontre_D1H_2122_607.pdf,28,29,R,-1,-1,0,1,0,H,1,1,D1,2122,46,41,5,0.201617034853792
RADNYIB,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J22,33,31,rencontre_D1H_2122_608.pdf,32,29,R,1,1,1,0,0,H,0,0,D1,2122,37,44,-7,-0.728923126009863
RADNYIC,US CRETEIL HANDBALL,DELGADO fernando,HBC NANTES,RODRIGUEZ alberto,J22,31,35,rencontre_D1H_2122_609.pdf,31,33,R,-1,-1,0,0,0,H,0,0,D1,2122,40,54,-14,-1.27173821984699
RADNYIH,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,SARAN LOIRET HB,COURTIAL fabien,J22,31,27,rencontre_D1H_2122_614.pdf,30,27,R,1,1,1,0,0,H,0,0,D1,2122,45,NA,NA,NA
RADNYIS,US CRETEIL HANDBALL,DELGADO fernando,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,J24,32,33,rencontre_D1H_2122_625.pdf,31,33,R,-1,-1,0,0,1,H,0,0,D1,2122,42,46,-4,-0.207019667802706
RADNYIV,HBC NANTES,COJEAN gregory,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J24,25,26,rencontre_D1H_2122_628.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D1,2122,60,57,3,0.198738881090598
RADNYIY,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J25,32,28,rencontre_D1H_2122_631.pdf,30,28,R,1,1,1,0,0,H,0,0,D1,2122,60,44,16,1.07935912121595
RADNYJE,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,MONTPELLIER HANDBALL,CANAYER patrice,J25,37,33,rencontre_D1H_2122_637.pdf,36,33,R,1,1,1,0,0,H,1,1,D1,2122,72,57,15,0.995253215666657
RADNYJF,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J25,33,30,rencontre_D1H_2122_638.pdf,31,30,R,1,1,1,1,0,H,0,0,D1,2122,49,54,-5,-0.686864895319242
RADNYJI,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J26,21,20,rencontre_D1H_2122_641.pdf,21,20,R,1,1,1,0,0,H,0,0,D1,2122,45,75,-30,-1.70653940833891
RADNYJJ,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,US CRETEIL HANDBALL,DELGADO fernando,J26,25,28,rencontre_D1H_2122_642.pdf,24,27,R,-1,-1,0,0,1,H,0,0,D1,2122,43,44,-1,-0.199240641582715
RADNYJK,MONTPELLIER HANDBALL,CANAYER patrice,LIMOGES HANDBALL,STEFANOVIC rastko,J26,33,29,rencontre_D1H_2122_643.pdf,31,29,R,1,1,1,0,1,H,0,0,D1,2122,58,NA,NA,NA
RADNYJM,SARAN LOIRET HANDBALL,COURTIAL fabien,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J26,30,26,rencontre_D1H_2122_645.pdf,28,25,R,1,1,1,0,0,H,0,0,D1,2122,35,32,3,0.00866263659055284
RADNYJO,CESSON RENNES METROPOLE HB,LERICHE sebastien,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J27,28,25,rencontre_D1H_2122_647.pdf,27,25,R,1,1,1,0,0,H,0,0,D1,2122,49,66,-17,-0.864037118434645
RADNYJP,US CRETEIL HANDBALL,DELGADO fernando,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J27,35,36,rencontre_D1H_2122_648.pdf,34,35,R,-1,-1,0,0,1,H,1,0,D1,2122,47,56,-9,-0.506504517703068
RADNYJR,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,RODRIGUEZ alberto,J27,27,29,rencontre_D1H_2122_650.pdf,27,28,R,-1,-1,0,0,0,H,0,1,D1,2122,61,67,-6,-0.372429792428726
RADNYJS,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J27,34,31,rencontre_D1H_2122_651.pdf,33,30,R,1,1,1,1,0,H,1,0,D1,2122,33,46,-13,-0.685270818068857
RADNYJT,USAM NIMES GARD,CHAUVET jerome,ISTRES PROVENCE HANDBALL,DEROT gilles,J27,33,31,rencontre_D1H_2122_652.pdf,31,30,R,1,1,1,1,0,H,0,0,D1,2122,56,37,19,0.744859584857453
RADNYJZ,ISTRES PROVENCE HANDBALL,DEROT gilles,CESSON RENNES METROPOLE HB,LERICHE sebastien,J28,29,28,rencontre_D1H_2122_658.pdf,29,27,R,1,1,1,1,0,H,0,1,D1,2122,38,52,-14,-0.457269442013531
RADNYKA,LIMOGES HANDBALL,STEFANOVIC rastko,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J28,31,32,rencontre_D1H_2122_659.pdf,31,32,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,36,NA,NA
RADNYKD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J28,33,36,rencontre_D1H_2122_662.pdf,33,35,R,-1,-1,0,0,0,H,0,0,D1,2122,59,81,-22,-0.905206854598215
RADNYKL,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J29,29,33,rencontre_D1H_2122_670.pdf,29,31,R,-1,-1,0,1,0,H,0,0,D1,2122,60,70,-10,-0.0388104488689172
RADNYKM,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,MONTPELLIER HANDBALL,CANAYER patrice,J30,33,36,rencontre_D1H_2122_671.pdf,32,35,R,-1,-1,0,1,0,H,0,0,D1,2122,73,68,5,-0.260739395595034
RADNYKN,CESSON RENNES METROPOLE HB,LERICHE sebastien,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J30,26,23,rencontre_D1H_2122_672.pdf,25,23,R,1,1,1,1,0,H,0,1,D1,2122,54,49,5,-0.260739395595034
RADNYKQ,ISTRES PROVENCE HANDBALL,DEROT gilles,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J30,32,30,rencontre_D1H_2122_675.pdf,31,30,R,1,1,1,1,1,H,0,1,D1,2122,44,40,4,-0.323316850537842
RADNYKR,LIMOGES HANDBALL,STEFANOVIC rastko,USAM NIMES GARD,CHAUVET jerome,J30,36,39,rencontre_D1H_2122_676.pdf,36,39,R,-1,-1,0,0,0,H,0,0,D1,2122,NA,63,NA,NA
RADNYWB,CAEN HANDBALL,BEDOS roch,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J1,30,31,rencontre_D2H_2122_20971.pdf,29,30,R,-1,-1,0,0,1,H,0,0,D2,2122,0,0,0,0
RADNYWE,SELESTAT ALSACE HANDBALL,VIENNET christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J1,27,26,rencontre_D2H_2122_20974.pdf,26,25,R,1,1,1,1,0,H,0,0,D2,2122,0,NA,NA,NA
RADNYWF,TREMBLAY HANDBALL,SILVA joel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J1,27,26,rencontre_D2H_2122_20975.pdf,27,26,R,1,1,1,1,0,H,0,0,D2,2122,0,0,0,0
RADNYWG,VALENCE HANDBALL,FORETS eric,VILLEURBANNE HANDBALL,ZUZO semir,J1,27,26,rencontre_D2H_2122_20976.pdf,27,24,R,1,1,1,0,0,H,1,0,D2,2122,0,0,0,0
RADNYWH,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,SELESTAT ALSACE HANDBALL,VIENNET christophe,J2,31,34,rencontre_D2H_2122_20977.pdf,31,33,R,-1,-1,0,0,1,H,1,0,D2,2122,1,3,-2,-1.78885438199983
RADNYWK,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,CAVIGAL NICE HANDBALL,ROURA eduard,J2,31,28,rencontre_D2H_2122_20980.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2122,3,3,0,0
RADNYWL,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,TREMBLAY HANDBALL,SILVA joel,J2,28,27,rencontre_D2H_2122_20981.pdf,27,27,R,0,1,1,0,0,H,1,0,D2,2122,3,3,0,0
RADNYWM,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J2,26,21,rencontre_D2H_2122_20982.pdf,24,21,R,1,1,1,0,0,H,0,0,D2,2122,1,1,0,0
RADNYWN,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J2,28,28,rencontre_D2H_2122_20983.pdf,27,28,R,-1,0,1,0,0,H,0,1,D2,2122,NA,3,NA,NA
RADNYWO,VILLEURBANNE HANDBALL,ZUZO semir,ANGERS SCO HANDBALL,DUPIN guillaume,J2,26,23,rencontre_D2H_2122_20984.pdf,26,23,R,1,1,1,0,0,H,0,1,D2,2122,1,1,0,0
RADNYWQ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,26,rencontre_D2H_2122_20986.pdf,23,24,R,-1,-1,0,0,1,H,0,1,D2,2122,5,4,1,-0.239045721866879
RADNYWV,VALENCE HANDBALL,FORETS eric,TREMBLAY HANDBALL,SILVA joel,J3,22,24,rencontre_D2H_2122_20991.pdf,20,23,R,-1,-1,0,0,0,H,0,1,D2,2122,4,4,0,0
RADNYWW,VILLEURBANNE HANDBALL,ZUZO semir,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,J3,29,29,rencontre_D2H_2122_20992.pdf,29,28,R,1,0,0,0,0,H,0,0,D2,2122,4,2,2,0.358568582800318
RADNYWZ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,VALENCE HANDBALL,FORETS eric,J4,30,31,rencontre_D2H_2122_20995.pdf,29,30,R,-1,-1,0,0,1,H,1,0,D2,2122,NA,5,NA,NA
RADNYXC,SELESTAT ALSACE HANDBALL,VIENNET christophe,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J4,28,27,rencontre_D2H_2122_20998.pdf,27,27,R,0,1,1,1,1,H,0,1,D2,2122,9,5,4,1.17953564923918
RADNYXE,TREMBLAY HANDBALL,SILVA joel,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J4,24,23,rencontre_D2H_2122_21000.pdf,24,23,R,1,1,1,1,0,H,0,0,D2,2122,7,6,1,0.294883912309794
RADNYXG,DIJON METROPOLE HB,CHADUTEAUD ulrich,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J5,22,20,rencontre_D2H_2122_21002.pdf,22,20,R,1,1,1,0,0,H,0,1,D2,2122,NA,NA,NA,NA
RADNYXK,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,TREMBLAY HANDBALL,SILVA joel,J5,25,27,rencontre_D2H_2122_21006.pdf,24,26,R,-1,-1,0,0,0,H,0,1,D2,2122,6,10,-4,-0.867460409580204
RADNYXL,VALENCE HANDBALL,FORETS eric,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J5,25,26,rencontre_D2H_2122_21007.pdf,25,25,R,0,-1,0,0,0,H,0,1,D2,2122,8,10,-2,-0.39430018617282
RADNYXO,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,VALENCE HANDBALL,FORETS eric,J6,21,21,rencontre_D2H_2122_21010.pdf,21,20,R,1,0,0,0,1,H,0,0,D2,2122,8,9,-1,-0.11405318970244
RADNYXR,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAVIGAL NICE HANDBALL,ROURA eduard,J6,26,26,rencontre_D2H_2122_21013.pdf,26,25,R,1,0,0,1,1,H,0,0,D2,2122,13,10,3,1.02647870732196
RADNYXS,SELESTAT ALSACE HANDBALL,VIENNET christophe,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J6,25,29,rencontre_D2H_2122_21014.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2122,15,13,2,0.741345733065861
