code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
SAEDKOK,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J20,23,24,rencontre_D2F_1_2223_484.pdf,7,10,1775,7,11,R,-1,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKOM,LOMME LILLE METROPOLE HB,WORM laurent,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J20,32,28,rencontre_D2F_1_2223_486.pdf,18,16,1761,19,16,R,1,1,1,1,0,0,F,0,0,D2,2223
SAEDKON,NOISY LE GRAND HANDBALL,GHERRAM farid,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J20,28,25,rencontre_D2F_1_2223_487.pdf,17,16,1753,18,16,R,1,1,1,1,0,0,F,0,1,D2,2223
SAEDKOO,ACHENHEIM TRUCHTERSHEIM,BASNY jan,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J20,40,29,rencontre_D2F_1_2223_488.pdf,16,14,1798,17,14,R,1,1,1,1,0,0,F,1,0,D2,2223
SAEDKOP,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J20,32,30,rencontre_D2F_1_2223_489.pdf,1,3,1567,1,3,R,-1,-1,1,0,0,0,F,1,1,D2,2223
SAEDKOQ,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,SAMBRE AVESNOIS HANDBALL,PETIT clement,J20,35,31,rencontre_D2F_1_2223_490.pdf,18,17,1779,18,18,R,1,0,1,0,1,0,F,0,0,D2,2223
SAEDKOR,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J21,25,26,rencontre_D2F_1_2223_491.pdf,13,11,1767,13,12,R,1,1,-1,1,0,0,F,0,0,D2,2223
SAEDKOT,LOMME LILLE METROPOLE HB,WORM laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J21,37,25,rencontre_D2F_1_2223_493.pdf,14,13,1721,14,13,R,1,1,1,1,0,0,F,1,0,D2,2223
SAEDKOZ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J22,27,24,rencontre_D2F_1_2223_499.pdf,11,10,1796,12,11,R,1,1,1,1,0,1,F,1,0,D2,2223
SAEDKPA,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,SAMBRE AVESNOIS HANDBALL,PETIT clement,J22,26,28,rencontre_D2F_1_2223_500.pdf,13,11,1784,14,11,R,1,1,-1,1,0,0,F,1,0,D2,2223
SAEDKPB,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J22,20,23,rencontre_D2F_1_2223_501.pdf,13,10,1754,13,11,R,1,1,-1,1,0,0,F,0,0,D2,2223
SAEDKPE,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,26,22,rencontre_D2F_1_2223_504.pdf,9,9,1797,10,9,R,0,1,1,1,0,0,F,0,1,D2,2223
SAEDKPF,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J23,23,19,rencontre_D2F_1_2223_505.pdf,11,10,1764,12,10,R,1,1,1,1,0,1,F,0,0,D2,2223
SAEDKPI,NOISY LE GRAND HANDBALL,GHERRAM farid,ASUL VAULX EN VELIN,MODENEL sebastien,J23,25,28,rencontre_D2F_1_2223_508.pdf,13,14,1782,13,14,R,-1,-1,-1,0,1,0,F,0,0,D2,2223
SAEDKPK,SAMBRE AVESNOIS HANDBALL,PETIT clement,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J23,25,28,rencontre_D2F_1_2223_510.pdf,11,11,1763,11,12,R,0,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKPM,ASUL VAULX EN VELIN,MODENEL sebastien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J24,27,30,rencontre_D2F_1_2223_512.pdf,13,14,1777,13,14,R,-1,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKPO,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J24,26,27,rencontre_D2F_1_2223_514.pdf,13,12,1753,14,12,R,1,1,-1,1,0,0,F,0,0,D2,2223
SAEDKPQ,PALENTE BESANCON HANDBALL,SECK cheikh,SAMBRE AVESNOIS HANDBALL,PETIT clement,J24,25,29,rencontre_D2F_1_2223_516.pdf,13,12,1795,14,13,R,1,1,-1,1,0,0,F,1,0,D2,2223
SAEDKPR,ACHENHEIM TRUCHTERSHEIM,BASNY jan,NOISY LE GRAND HANDBALL,GHERRAM farid,J24,32,29,rencontre_D2F_1_2223_517.pdf,17,14,1795,18,14,R,1,1,1,1,1,0,F,0,0,D2,2223
SAEDKPS,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,LOMME LILLE METROPOLE HB,SANZ aurore,J24,26,24,rencontre_D2F_1_2223_518.pdf,12,15,1797,12,15,R,-1,-1,1,0,0,0,F,0,0,D2,2223
SAEDKPT,ASUL VAULX EN VELIN,MODENEL sebastien,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J25,32,28,rencontre_D2F_1_2223_519.pdf,17,17,1750,17,18,R,0,-1,1,0,0,0,F,0,0,D2,2223
SAEDKPU,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J25,25,25,rencontre_D2F_1_2223_520.pdf,13,12,1782,14,13,R,1,1,0,1,0,1,F,0,0,D2,2223
SAEDKPY,SAMBRE AVESNOIS HANDBALL,PETIT clement,LOMME LILLE METROPOLE HB,SANZ aurore,J25,24,23,rencontre_D2F_1_2223_524.pdf,11,12,1786,13,12,R,-1,1,1,1,0,1,F,0,0,D2,2223
SAEDKQA,HAVRE ATHLETIC CLUB HB,PELLAN stephane,ASUL VAULX EN VELIN,MODENEL sebastien,J26,38,30,rencontre_D2F_1_2223_526.pdf,17,15,1752,18,15,R,1,1,1,1,0,0,F,0,1,D2,2223
SAEDKQB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J26,27,28,rencontre_D2F_1_2223_527.pdf,13,14,1798,13,15,R,-1,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKQE,NOISY LE GRAND HANDBALL,GHERRAM farid,PALENTE BESANCON HANDBALL,SECK cheikh,J26,29,33,rencontre_D2F_1_2223_530.pdf,14,16,1779,14,16,R,-1,-1,-1,0,0,0,F,1,0,D2,2223
SAEDKQG,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J26,20,23,rencontre_D2F_1_2223_532.pdf,13,11,1768,14,11,R,1,1,-1,1,0,0,F,0,1,D2,2223
SAEDZFO,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,BORDEAUX HANDBALL,PEYRABOUT benoit,J1,23,24,rencontre_D2H_2223_362.pdf,10,9,1792,11,10,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZFR,VALENCE HANDBALL,BENKAHLA aziz,MASSY ESSONNE HB,LEFEBVRE thomas,J1,30,34,rencontre_D2H_2223_365.pdf,13,12,1627,13,12,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZFS,CAEN HANDBALL,BEDOS roch,SARAN LOIRET HB,COURTIAL fabien,J1,28,26,rencontre_D2H_2223_366.pdf,14,12,1750,15,12,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZFU,BILLERE HANDBALL,DEHERME daniel,BESANCON HANDBALL,GUILLAUME benoit,J1,35,34,rencontre_D2H_2223_368.pdf,16,17,1756,17,18,R,-1,-1,1,0,0,0,H,0,0,D2,2223
SAEDZFZ,SARAN LOIRET HB,COURTIAL fabien,NANCY METROPOLE HB,SYLLA yerime,J2,30,24,rencontre_D2H_2223_373.pdf,14,12,1734,14,12,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZGH,VALENCE HANDBALL,BENKAHLA aziz,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J3,25,28,rencontre_D2H_2223_381.pdf,13,11,1766,13,12,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZGJ,FRONTIGNAN HANDBALL,MARCOS asier,BILLERE HANDBALL,DEHERME daniel,J3,29,28,rencontre_D2H_2223_383.pdf,14,17,1786,15,17,R,-1,-1,1,0,0,0,H,0,0,D2,2223
SAEDZGQ,MASSY ESSONNE HB,LEFEBVRE thomas,BORDEAUX HANDBALL,PEYRABOUT benoit,J4,24,28,rencontre_D2H_2223_390.pdf,12,14,1718,12,14,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZGR,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,31,30,rencontre_D2H_2223_391.pdf,15,15,1796,17,16,R,0,1,1,1,0,0,H,0,0,D2,2223
SAEDZGV,VALENCE HANDBALL,BENKAHLA aziz,FRONTIGNAN HANDBALL,MARCOS asier,J5,25,25,rencontre_D2H_2223_395.pdf,11,11,1791,11,12,R,0,-1,0,0,0,0,H,1,0,D2,2223
SAEDZGW,MASSY ESSONNE HB,LEFEBVRE thomas,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J5,30,33,rencontre_D2H_2223_396.pdf,16,17,1792,17,18,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZHE,SARAN LOIRET HB,COURTIAL fabien,VALENCE HANDBALL,BENKAHLA aziz,J6,30,30,rencontre_D2H_2223_404.pdf,15,17,1773,15,18,R,-1,-1,0,0,0,0,H,0,0,D2,2223
SAEDZHJ,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,NANCY METROPOLE HB,SYLLA yerime,J6,28,26,rencontre_D2H_2223_409.pdf,12,13,1775,13,13,R,-1,0,1,1,0,0,H,0,0,D2,2223
SAEDZHO,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BESANCON HANDBALL,GUILLAUME benoit,J7,32,30,rencontre_D2H_2223_414.pdf,13,13,1794,15,13,R,0,1,1,1,0,0,H,0,0,D2,2223
SAEDZHP,STRASBOURG HANDBALL,LATHOUD denis,BORDEAUX HANDBALL,PEYRABOUT benoit,J7,22,23,rencontre_D2H_2223_415.pdf,10,11,1786,10,11,R,-1,-1,-1,0,0,0,H,1,0,D2,2223
SAEDZHS,BORDEAUX HANDBALL,PEYRABOUT benoit,NANCY METROPOLE HB,SYLLA yerime,J8,32,34,rencontre_D2H_2223_418.pdf,14,13,1790,15,14,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZHT,BESANCON HANDBALL,GUILLAUME benoit,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J8,33,36,rencontre_D2H_2223_419.pdf,13,14,1786,14,14,R,-1,0,-1,1,0,0,H,0,0,D2,2223
SAEDZHU,SARAN LOIRET HB,COURTIAL fabien,BILLERE HANDBALL,DEHERME daniel,J8,33,29,rencontre_D2H_2223_420.pdf,16,14,1763,17,14,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZHY,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,MASSY ESSONNE HB,LEFEBVRE thomas,J8,34,25,rencontre_D2H_2223_424.pdf,14,11,1775,15,12,R,1,1,1,1,0,0,H,0,1,D2,2223
SAEDZIA,VILLEURBANNE HANDBALL,BOUGEANT frederic,VALENCE HANDBALL,BENKAHLA aziz,J9,30,30,rencontre_D2H_2223_426.pdf,13,14,1754,13,15,R,-1,-1,0,0,0,0,H,1,0,D2,2223
SAEDZIC,FRONTIGNAN HANDBALL,MARCOS asier,SARAN LOIRET HB,COURTIAL fabien,J9,36,35,rencontre_D2H_2223_428.pdf,20,17,1796,21,18,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZIE,MASSY ESSONNE HB,LEFEBVRE thomas,BESANCON HANDBALL,GUILLAUME benoit,J9,40,35,rencontre_D2H_2223_430.pdf,14,15,1793,14,16,R,-1,-1,1,0,0,0,H,0,0,D2,2223
SAEDZIF,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J9,36,30,rencontre_D2H_2223_431.pdf,17,16,1795,18,16,R,1,1,1,1,0,1,H,1,1,D2,2223
SAEDZIG,DIJON METROPOLE HB,CHADUTEAUD ulrich,BORDEAUX HANDBALL,PEYRABOUT benoit,J9,26,29,rencontre_D2H_2223_432.pdf,14,13,1764,15,13,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZII,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,MASSY ESSONNE HB,LEFEBVRE thomas,J10,29,27,rencontre_D2H_2223_434.pdf,17,15,1764,17,15,R,1,1,1,1,0,1,H,0,0,D2,2223
SAEDZIK,CAEN HANDBALL,BEDOS roch,VILLEURBANNE HANDBALL,BOUGEANT frederic,J10,28,27,rencontre_D2H_2223_436.pdf,16,15,1799,16,15,R,1,1,1,1,0,0,H,1,1,D2,2223
SAEDZIL,SARAN LOIRET HB,COURTIAL fabien,STRASBOURG HANDBALL,CHAUDEUR louis,J10,33,29,rencontre_D2H_2223_437.pdf,16,17,1792,17,17,R,-1,0,1,1,0,0,H,1,0,D2,2223
SAEDZIN,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,FRONTIGNAN HANDBALL,MARCOS asier,J10,36,34,rencontre_D2H_2223_439.pdf,14,13,1766,15,13,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZIO,CHERBOURG HB,ROURA eduard,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J10,25,20,rencontre_D2H_2223_440.pdf,12,11,1798,13,11,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZIP,BORDEAUX HANDBALL,PEYRABOUT benoit,BILLERE HANDBALL,DEHERME daniel,J10,22,23,rencontre_D2H_2223_441.pdf,9,11,1724,9,11,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZIQ,VILLEURBANNE HANDBALL,BOUGEANT frederic,BESANCON HANDBALL,GUILLAUME benoit,J11,23,34,rencontre_D2H_2223_442.pdf,13,12,1769,13,13,R,1,0,-1,0,0,0,H,0,0,D2,2223
SAEDZIT,VALENCE HANDBALL,BENKAHLA aziz,BORDEAUX HANDBALL,PEYRABOUT benoit,J11,33,30,rencontre_D2H_2223_445.pdf,15,15,1794,16,15,R,0,1,1,1,0,0,H,0,1,D2,2223
SAEDZIV,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,SARAN LOIRET HB,COURTIAL fabien,J11,26,30,rencontre_D2H_2223_447.pdf,11,14,1795,12,15,R,-1,-1,-1,0,0,1,H,0,1,D2,2223
SAEDZIX,BILLERE HANDBALL,DEHERME daniel,CAEN HANDBALL,BEDOS roch,J11,27,27,rencontre_D2H_2223_449.pdf,13,12,1781,14,13,R,1,1,0,1,0,0,H,0,1,D2,2223
SAEDZIY,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,VILLEURBANNE HANDBALL,BOUGEANT frederic,J12,37,34,rencontre_D2H_2223_450.pdf,17,16,1720,17,16,R,1,1,1,1,0,0,H,1,0,D2,2223
SAEDZJA,CHERBOURG HB,ROURA eduard,FRONTIGNAN HANDBALL,MARCOS asier,J12,26,30,rencontre_D2H_2223_452.pdf,12,15,1774,13,17,R,-1,-1,-1,0,0,0,H,1,0,D2,2223
SAEDZJD,MASSY ESSONNE HB,LEFEBVRE thomas,BILLERE HANDBALL,DEHERME daniel,J12,31,29,rencontre_D2H_2223_455.pdf,16,17,1789,17,18,R,-1,-1,1,0,0,0,H,0,0,D2,2223
SAEDZJF,BORDEAUX HANDBALL,PEYRABOUT benoit,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J12,26,25,rencontre_D2H_2223_457.pdf,9,10,1766,9,10,R,-1,-1,1,0,0,0,H,0,0,D2,2223
SAEDZJG,BILLERE HANDBALL,DEHERME daniel,NANCY METROPOLE HB,SYLLA yerime,J13,25,26,rencontre_D2H_2223_458.pdf,13,11,1778,13,12,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZJI,VILLEURBANNE HANDBALL,BOUGEANT frederic,MASSY ESSONNE HB,LEFEBVRE thomas,J13,21,28,rencontre_D2H_2223_460.pdf,9,12,1751,9,13,R,-1,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZJO,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,CAEN HANDBALL,BEDOS roch,J14,33,24,rencontre_D2H_2223_466.pdf,16,14,1785,17,14,R,1,1,1,1,1,0,H,0,0,D2,2223
SAEDZJP,BESANCON HANDBALL,GUILLAUME benoit,VALENCE HANDBALL,BENKAHLA aziz,J14,29,30,rencontre_D2H_2223_467.pdf,14,13,1799,14,14,R,1,0,-1,0,0,0,H,0,1,D2,2223
SAEDZJQ,CHERBOURG HB,ROURA eduard,SARAN LOIRET HB,COURTIAL fabien,J14,25,33,rencontre_D2H_2223_468.pdf,14,12,1787,15,12,R,1,1,-1,1,0,0,H,0,1,D2,2223
SAEDZJR,NANCY METROPOLE HB,SYLLA yerime,VILLEURBANNE HANDBALL,BOUGEANT frederic,J14,28,27,rencontre_D2H_2223_469.pdf,13,12,1779,13,12,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZJS,MASSY ESSONNE HB,LEFEBVRE thomas,STRASBOURG HANDBALL,CHAUDEUR louis,J14,28,28,rencontre_D2H_2223_470.pdf,14,13,1700,14,13,R,1,1,0,1,0,0,H,0,0,D2,2223
SAEDZJT,BORDEAUX HANDBALL,PEYRABOUT benoit,FRONTIGNAN HANDBALL,MARCOS asier,J14,34,38,rencontre_D2H_2223_471.pdf,15,17,1776,15,17,R,-1,-1,-1,0,0,1,H,1,1,D2,2223
SAEDZJU,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BILLERE HANDBALL,DEHERME daniel,J14,30,31,rencontre_D2H_2223_472.pdf,15,18,1799,16,19,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZJW,BILLERE HANDBALL,DEHERME daniel,VILLEURBANNE HANDBALL,BOUGEANT frederic,J15,33,28,rencontre_D2H_2223_474.pdf,14,11,1796,14,12,R,1,1,1,1,0,0,H,0,1,D2,2223
SAEDZJX,CAEN HANDBALL,BEDOS roch,BORDEAUX HANDBALL,PEYRABOUT benoit,J15,36,27,rencontre_D2H_2223_475.pdf,16,13,1795,17,13,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZJZ,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J15,38,28,rencontre_D2H_2223_477.pdf,18,16,1761,19,16,R,1,1,1,1,0,0,H,1,0,D2,2223
SAEDZKB,VALENCE HANDBALL,BENKAHLA aziz,STRASBOURG HANDBALL,CHAUDEUR louis,J15,26,25,rencontre_D2H_2223_479.pdf,12,12,1798,12,13,R,0,-1,1,0,0,1,H,0,1,D2,2223
SAEDZKC,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,BESANCON HANDBALL,GUILLAUME benoit,J15,34,26,rencontre_D2H_2223_480.pdf,17,15,1759,17,15,R,1,1,1,1,1,0,H,0,0,D2,2223
SAEDZKD,SARAN LOIRET HB,COURTIAL fabien,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J15,34,29,rencontre_D2H_2223_481.pdf,16,13,1786,17,13,R,1,1,1,1,0,0,H,0,1,D2,2223
SAEDZKF,BESANCON HANDBALL,GUILLAUME benoit,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J16,26,29,rencontre_D2H_2223_483.pdf,12,14,1786,12,15,R,-1,-1,-1,0,0,1,H,1,0,D2,2223
SAEDZKG,MASSY ESSONNE HB,LEFEBVRE thomas,CHERBOURG HB,ROURA eduard,J16,28,28,rencontre_D2H_2223_484.pdf,17,14,1765,17,15,R,1,1,0,1,0,0,H,1,0,D2,2223
SAEDZKI,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,DIJON METROPOLE HB,CHADUTEAUD ulrich,J16,27,38,rencontre_D2H_2223_486.pdf,13,16,1793,13,17,R,-1,-1,-1,0,0,1,H,1,1,D2,2223
SAEDZKL,BORDEAUX HANDBALL,PEYRABOUT benoit,VALENCE HANDBALL,BENKAHLA aziz,J16,26,21,rencontre_D2H_2223_489.pdf,12,9,1734,12,9,R,1,1,1,1,0,0,H,1,0,D2,2223
SAEDZKM,STRASBOURG HANDBALL,MANGIN pierre,VILLEURBANNE HANDBALL,BOUGEANT frederic,J17,29,28,rencontre_D2H_2223_490.pdf,16,13,1779,16,13,R,1,1,1,1,1,0,H,1,1,D2,2223
SAEDZKN,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,FRONTIGNAN HANDBALL,MARCOS asier,J17,29,33,rencontre_D2H_2223_491.pdf,15,17,1748,15,18,R,-1,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZKO,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,BORDEAUX HANDBALL,PEYRABOUT benoit,J17,29,31,rencontre_D2H_2223_492.pdf,15,13,1749,15,14,R,1,1,-1,1,0,0,H,1,0,D2,2223
SAEDZKP,VALENCE HANDBALL,BENKAHLA aziz,CHERBOURG HB,ROURA eduard,J17,29,33,rencontre_D2H_2223_493.pdf,13,15,1734,13,15,R,-1,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZKR,SARAN LOIRET HB,COURTIAL fabien,MASSY ESSONNE HB,LEFEBVRE thomas,J17,33,30,rencontre_D2H_2223_495.pdf,18,16,1618,18,16,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZKS,CAEN HANDBALL,BEDOS roch,NANCY METROPOLE HB,SYLLA yerime,J17,35,27,rencontre_D2H_2223_496.pdf,16,15,1765,17,15,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZKT,BILLERE HANDBALL,DEHERME daniel,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J17,25,26,rencontre_D2H_2223_497.pdf,12,11,1775,12,12,R,1,0,-1,0,0,0,H,1,0,D2,2223
SAEDZKV,BESANCON HANDBALL,GUILLAUME benoit,BILLERE HANDBALL,DEHERME daniel,J18,36,34,rencontre_D2H_2223_499.pdf,17,16,1799,17,16,R,1,1,1,1,0,0,H,0,1,D2,2223
SAEDZLA,CHERBOURG HB,ROURA eduard,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J18,24,28,rencontre_D2H_2223_504.pdf,12,13,1799,12,13,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZLC,STRASBOURG HANDBALL,MANGIN pierre,NANCY HANDBALL,SYLLA yerime,J19,28,33,rencontre_D2H_2223_506.pdf,12,14,1793,13,15,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZLD,SARAN LOIRET HB,COURTIAL fabien,VILLEURBANNE HANDBALL,BOUGEANT frederic,J19,32,30,rencontre_D2H_2223_507.pdf,13,11,1794,13,11,R,1,1,1,1,0,0,H,1,0,D2,2223
SAEDZLE,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J19,29,27,rencontre_D2H_2223_508.pdf,13,12,1761,14,13,R,1,1,1,1,0,0,H,0,1,D2,2223
SAEDZLF,FRONTIGNAN HANDBALL,MARCOS asier,BORDEAUX HANDBALL,PEYRABOUT benoit,J19,33,28,rencontre_D2H_2223_509.pdf,15,14,1798,16,15,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZLI,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,CAEN HANDBALL,BEDOS roch,J19,32,24,rencontre_D2H_2223_512.pdf,15,13,1795,15,13,R,1,1,1,1,0,0,H,0,0,D2,2223
SAEDZLM,CHERBOURG HB,ROURA eduard,DIJON METROPOLE HB,CHADUTEAUD ulrich,J20,25,25,rencontre_D2H_2223_516.pdf,13,13,1791,14,13,R,0,1,0,1,0,0,H,1,0,D2,2223
SAEDZLN,MASSY ESSONNE HB,LEFEBVRE thomas,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J20,25,26,rencontre_D2H_2223_517.pdf,10,13,1787,11,14,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZLQ,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J20,32,31,rencontre_D2H_2223_520.pdf,12,14,1798,12,14,R,-1,-1,1,0,0,1,H,1,1,D2,2223
SAEDZLS,BESANCON HANDBALL,GUILLAUME benoit,MASSY ESSONNE HB,LEFEBVRE thomas,J21,36,34,rencontre_D2H_2223_522.pdf,15,17,1799,17,18,R,-1,-1,1,0,0,0,H,0,1,D2,2223
SAEDZLU,FRONTIGNAN HANDBALL,MARCOS asier,VILLEURBANNE HANDBALL,BOUGEANT frederic,J21,35,34,rencontre_D2H_2223_524.pdf,14,17,1776,15,17,R,-1,-1,1,0,0,0,H,1,0,D2,2223
SAEDZLV,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,CHERBOURG HB,ROURA eduard,J21,19,29,rencontre_D2H_2223_525.pdf,12,14,1743,12,15,R,-1,-1,-1,0,0,0,H,1,0,D2,2223
SAEDZLZ,STRASBOURG HANDBALL,MANGIN pierre,VALENCE HANDBALL,BENKAHLA aziz,J21,21,27,rencontre_D2H_2223_529.pdf,11,11,1758,12,11,R,0,1,-1,1,0,0,H,0,1,D2,2223
SAEDZMA,BILLERE HANDBALL,DEHERME daniel,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J22,27,28,rencontre_D2H_2223_530.pdf,14,12,1758,15,12,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZMC,MASSY ESSONNE HB,LEFEBVRE thomas,DIJON METROPOLE HB,CHADUTEAUD ulrich,J22,27,34,rencontre_D2H_2223_532.pdf,13,14,1787,13,15,R,-1,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZMH,VILLEURBANNE HANDBALL,BOUGEANT frederic,NANCY HANDBALL,SYLLA yerime,J22,26,26,rencontre_D2H_2223_537.pdf,10,9,1778,10,10,R,1,0,0,0,1,0,H,1,0,D2,2223
SAEDZMJ,VILLEURBANNE HANDBALL,BOUGEANT frederic,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J23,35,40,rencontre_D2H_2223_539.pdf,17,15,1778,18,16,R,1,1,-1,1,0,0,H,0,0,D2,2223
SAEDZMK,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J23,30,29,rencontre_D2H_2223_540.pdf,16,14,1790,16,15,R,1,1,1,1,0,0,H,1,0,D2,2223
SAEDZML,STRASBOURG HANDBALL,MANGIN pierre,BILLERE HANDBALL,DEHERME daniel,J23,24,26,rencontre_D2H_2223_541.pdf,10,12,1771,10,12,R,-1,-1,-1,0,0,0,H,0,1,D2,2223
