code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
PADMTMS,TREMBLAY EN FRANCE HANDBALL,SILVA joel,US CRETEIL HANDBALL,ESPARRE christophe,J13,26,21,rencontre_D1H_2021_454.pdf,11,10,1756,11,10,R,1,1,1,1,0,0,H,0,0,D1,2021
PADMTNS,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,SAMBRE AVESNOIS HANDBALL,PETIT clement,J13,26,26,rencontre_D2F_1_2021_755.pdf,12,14,1699,12,14,R,-1,-1,0,0,0,0,F,0,0,D2,2021
PADMTOY,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J24,28,29,rencontre_D1H_2021_537.pdf,14,15,1773,15,15,R,-1,0,-1,1,0,0,H,0,1,D1,2021
PADMTOZ,HB OCTEVILLE SUR MER,BOIVIN gautier,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J4,23,22,rencontre_D2F_1_2021_720.pdf,11,11,1782,11,12,R,0,-1,1,0,0,0,F,1,0,D2,2021
PADMTPA,GRAND NANCY METROPOLE HB,BRAUX benjamin,SELESTAT ALSACE HANDBALL,VIENNET christophe,J8,27,26,rencontre_D2H_2021_585.pdf,14,13,1788,14,13,R,1,1,1,1,1,0,H,1,0,D2,2021
PADMTPI,SARAN LOIRET HB,COURTIAL fabien,VALENCE HANDBALL,FORETS eric,J8,27,27,rencontre_D2H_2021_586.pdf,13,11,1795,14,13,R,1,1,0,1,0,0,H,0,1,D2,2021
PADMTSB,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,VIENNET christophe,J23,32,29,rencontre_D2H_2021_689.pdf,11,14,1791,11,15,R,-1,-1,1,0,0,0,H,1,1,D2,2021
PADMTSF,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,GARDENT philippe,J25,28,29,rencontre_D1H_2021_543.pdf,14,17,1740,14,18,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADMTSG,SAINT RAPHAEL VHB,FORTUNEANU dan,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J25,29,28,rencontre_D1H_2021_549.pdf,13,15,1777,13,15,R,-1,-1,1,0,0,0,H,0,0,D1,2021
PADMTSI,CHAMBERY SAVOIE HB,MATHE erick,MONTPELLIER HANDBALL,CANAYER patrice,J26,29,29,rencontre_D1H_2021_551.pdf,14,12,1765,14,13,R,1,1,0,1,0,0,H,0,0,D1,2021
PADMTSJ,USAM NIMES GARD,MAURICE franck,FENIX TOULOUSE HANDBALL,GARDENT philippe,J26,34,35,rencontre_D1H_2021_557.pdf,15,15,1773,15,16,R,0,-1,-1,0,1,0,H,1,1,D1,2021
PADMTSL,LIMOGES HAND 87,HAYATOUNE tarik,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J26,29,27,rencontre_D1H_2021_556.pdf,13,13,1759,13,14,R,0,-1,1,0,0,0,H,1,0,D1,2021
PADMTSO,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J20,32,29,rencontre_D1H_2021_506.pdf,12,13,1719,12,13,R,-1,-1,1,0,0,0,H,0,0,D1,2021
PADMTSR,SAINT RAPHAEL VHB,FORTUNEANU dan,TREMBLAY EN FRANCE HANDBALL,SILVA joel,J22,27,26,rencontre_D1H_2021_525.pdf,13,12,1795,13,13,R,1,0,1,0,0,0,H,0,1,D1,2021
PADMTSS,HBC NANTAIS,RODRIGUEZ alberto,SAINT RAPHAEL VHB,FORTUNEANU dan,J21,27,32,rencontre_D1H_2021_516.pdf,12,14,1763,12,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADMTTJ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,ANGERS SCO HANDBALL,DUPIN guillaume,J24,32,27,rencontre_D2H_2021_694.pdf,14,15,1619,14,15,R,-1,-1,1,0,0,0,H,0,0,D2,2021
PADMTVL,US CRETEIL HANDBALL,ESPARRE christophe,LIMOGES HAND,HAYATOUNE tarik,J24,34,31,rencontre_D1H_2021_536.pdf,15,14,1782,15,15,R,1,0,1,0,0,0,H,0,1,D1,2021
PADMTYI,C'CHARTRES METROPOLE HANDBALL,SALAET toni,US CRETEIL HANDBALL,ESPARRE christophe,J25,31,22,rencontre_D1H_2021_545.pdf,13,10,1786,13,11,R,1,1,1,1,1,0,H,0,0,D1,2021
PADMTYL,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,DIJON METROPOLE HB,CHADUTEAUD ulrich,J25,30,26,rencontre_D2H_2021_704.pdf,14,13,1795,15,14,R,1,1,1,1,0,0,H,0,1,D2,2021
PADMTYO,LIMOGES HAND 87,HAYATOUNE tarik,MONTPELLIER HANDBALL,CANAYER patrice,J14,20,27,rencontre_D1H_2021_459.pdf,12,14,1721,12,14,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADMTYU,CHAMBERY SAVOIE HB,MATHE erick,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J20,27,23,rencontre_D1H_2021_504.pdf,14,11,1785,14,12,R,1,1,1,1,1,0,H,1,0,D1,2021
PADMTYW,DIJON METROPOLE HB,CHADUTEAUD ulrich,GRAND NANCY METROPOLE HB,BRAUX benjamin,J24,29,30,rencontre_D2H_2021_695.pdf,12,15,1793,13,15,R,-1,-1,-1,0,0,0,H,0,0,D2,2021
PADMTYX,SARAN LOIRET HB,COURTIAL fabien,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,CHAUDEUR louis,J25,28,25,rencontre_D2H_2021_705.pdf,16,13,1789,16,13,R,1,1,1,1,1,0,H,0,0,D2,2021
PADMTYY,SARAN LOIRET HB,COURTIAL fabien,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J23,21,22,rencontre_D2H_2021_691.pdf,6,9,1791,7,9,R,-1,-1,-1,0,0,1,H,0,1,D2,2021
PADMTYZ,FENIX TOULOUSE HANDBALL,GARDENT philippe,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J27,24,22,rencontre_D1H_2021_565.pdf,12,11,1795,13,11,R,1,1,1,1,0,0,H,0,1,D1,2021
PADMTZA,SAINT RAPHAEL VHB,FORTUNEANU dan,CHAMBERY SAVOIE HB,MATHE erick,J27,25,25,rencontre_D1H_2021_564.pdf,13,10,1774,14,10,R,1,1,0,1,0,0,H,1,0,D1,2021
PADMTZB,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,US CRETEIL HANDBALL,ESPARRE christophe,J27,24,28,rencontre_D1H_2021_561.pdf,11,11,1743,11,12,R,0,-1,-1,0,0,0,H,0,0,D1,2021
PADMTZC,LIMOGES HAND 87,HAYATOUNE tarik,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J28,25,25,rencontre_D1H_2021_571.pdf,13,14,1798,14,14,R,-1,0,0,1,0,0,H,0,0,D1,2021
PADMTZI,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,CHAMBERY SAVOIE HB,MATHE erick,J4,29,28,rencontre_D1H_2021_375.pdf,16,14,1740,16,15,R,1,1,1,1,0,0,H,0,0,D1,2021
PADMTZL,CESSON RENNES METROPOLE HB,LERICHE sebastien,USAM NIMES GARD,MAURICE franck,J13,28,30,rencontre_D1H_2021_448.pdf,13,16,1782,14,17,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADMTZN,CESSON RENNES METROPOLE HB,LERICHE sebastien,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J27,23,30,rencontre_D1H_2021_560.pdf,12,13,1779,13,13,R,-1,0,-1,1,0,0,H,0,0,D1,2021
PADMUAT,SAINT RAPHAEL VHB,FORTUNEANU dan,ISTRES PROVENCE HANDBALL,DEROT gilles,J29,27,33,rencontre_D1H_2021_580.pdf,14,15,1747,14,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2021
PADMUAV,FENIX TOULOUSE HANDBALL,GARDENT philippe,MONTPELLIER HANDBALL,CANAYER patrice,J29,30,33,rencontre_D1H_2021_581.pdf,13,14,1784,14,14,R,-1,0,-1,1,0,1,H,0,0,D1,2021
PADMUAW,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,US CRETEIL HANDBALL,ESPARRE christophe,J29,33,29,rencontre_D1H_2021_577.pdf,17,16,1798,18,18,R,1,0,1,0,0,0,H,0,0,D1,2021
PADMUAX,GRAND NANCY METROPOLE HB,BRAUX benjamin,SARAN LOIRET HB,COURTIAL fabien,J26,29,32,rencontre_D2H_2021_711.pdf,17,17,1776,17,18,R,0,-1,-1,0,0,0,H,0,0,D2,2021
PADMUBB,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,ISTRES PROVENCE HANDBALL,DEROT gilles,J21,34,30,rencontre_D1H_2021_511.pdf,12,13,1775,13,15,R,-1,-1,1,0,0,0,H,0,0,D1,2021
PADMVAT,C'CHARTRES METROPOLE HANDBALL,SALAET toni,SAINT RAPHAEL VHB,FORTUNEANU dan,J30,29,31,rencontre_D1H_2021_584.pdf,17,16,1771,17,16,R,1,1,-1,1,0,0,H,1,0,D1,2021
PADMVAV,ISTRES PROVENCE HANDBALL,DEROT gilles,USAM NIMES GARD,MAURICE franck,J25,27,32,rencontre_D1H_2021_546.pdf,15,14,1765,16,14,R,1,1,-1,1,0,0,H,0,0,D1,2021
PADMVAY,ISTRES PROVENCE HANDBALL,DEROT gilles,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J7,27,32,rencontre_D1H_2021_401.pdf,14,11,1754,14,12,R,1,1,-1,1,0,0,H,0,0,D1,2021
PADMVAZ,US CRETEIL HANDBALL,ESPARRE christophe,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J14,33,28,rencontre_D1H_2021_457.pdf,17,15,1773,17,16,R,1,1,1,1,0,0,H,0,0,D1,2021
PADMVEN,US CRETEIL HANDBALL,ESPARRE christophe,CESSON RENNES METROPOLE HB,LERICHE sebastien,J30,27,19,rencontre_D1H_2021_585.pdf,10,9,1787,10,9,R,1,1,1,1,1,0,H,0,1,D1,2021
RADNRTR,TOULON METROPOLE VAR HB,PLANTIN stephane,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J1,24,23,rencontre_D1F_2122_179.pdf,11,9,1746,11,10,R,1,1,1,1,0,0,F,1,0,D1,2122
RADNRTS,HANDBALL PLAN DE CUQUES,SPINCER angelique,LES NEPTUNES DE NANTES,SAURINA guillaume,J1,24,26,rencontre_D1F_2122_180.pdf,10,11,1793,11,13,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRTT,MERIGNAC HANDBALL,CHAGNARD christophe,JDA DIJON HANDBALL,MAZEL christophe,J1,26,26,rencontre_D1F_2122_181.pdf,11,14,1781,12,15,R,-1,-1,0,0,0,0,F,0,1,D1,2122
RADNRTU,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,FLEURY LOIRET HANDBALL,CASSAN christophe,J1,33,30,rencontre_D1F_2122_182.pdf,17,16,1791,18,16,R,1,1,1,1,0,0,F,1,0,D1,2122
RADNRTW,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J2,26,28,rencontre_D1F_2122_184.pdf,13,11,1797,14,12,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRTZ,ES BESANCON FEMININ,MIZOULE sebastien,HANDBALL PLAN DE CUQUES,SPINCER angelique,J2,29,20,rencontre_D1F_2122_187.pdf,14,11,1775,15,11,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRUE,PARIS 92,MESSAOUDI yacine,LES NEPTUNES DE NANTES,SAURINA guillaume,J3,21,20,rencontre_D1F_2122_192.pdf,12,10,1796,13,10,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRUH,MERIGNAC HANDBALL,CHAGNARD christophe,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J3,25,25,rencontre_D1F_2122_195.pdf,14,12,1771,14,12,R,1,1,0,1,0,0,F,0,0,D1,2122
RADNRUJ,HANDBALL PLAN DE CUQUES,SPINCER angelique,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J4,32,25,rencontre_D1F_2122_197.pdf,14,15,1798,16,15,R,-1,1,1,1,0,0,F,0,0,D1,2122
RADNRUM,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,METZ HANDBALL,MAYONNADE emmanuel,J4,28,34,rencontre_D1F_2122_200.pdf,16,16,1752,16,17,R,0,-1,-1,0,0,0,F,0,0,D1,2122
RADNRUQ,METZ HANDBALL,MAYONNADE emmanuel,MERIGNAC HANDBALL,CHAGNARD christophe,J5,32,18,rencontre_D1F_2122_204.pdf,13,10,1799,14,10,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRUR,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,HANDBALL PLAN DE CUQUES,SPINCER angelique,J5,30,22,rencontre_D1F_2122_205.pdf,14,12,1773,14,13,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRUS,LES NEPTUNES DE NANTES,SAURINA guillaume,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J5,22,21,rencontre_D1F_2122_206.pdf,10,13,1753,11,13,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNRUT,PARIS 92,MESSAOUDI yacine,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J5,29,23,rencontre_D1F_2122_207.pdf,14,12,1793,15,13,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRUU,BOURG DE PEAGE DROME HANDBALL,COMTE camille,ES BESANCON FEMININ,MIZOULE sebastien,J5,28,27,rencontre_D1F_2122_208.pdf,12,14,1799,13,14,R,-1,-1,1,0,0,0,F,1,0,D1,2122
RADNRUW,TOULON METROPOLE VAR HB,PLANTIN stephane,BREST BRETAGNE HANDBALL,MOREL pablo,J5,24,29,rencontre_D1F_2122_210.pdf,14,16,1791,14,17,R,-1,-1,-1,0,0,0,F,1,0,D1,2122
RADNRUX,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,TOULON METROPOLE VAR HB,PLANTIN stephane,J6,20,19,rencontre_D1F_2122_211.pdf,11,10,1782,11,11,R,1,0,1,0,0,0,F,0,0,D1,2122
RADNRUZ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,FLEURY LOIRET HANDBALL,CASSAN christophe,J6,27,24,rencontre_D1F_2122_213.pdf,11,9,1795,12,9,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRVA,ES BESANCON FEMININ,MIZOULE sebastien,LES NEPTUNES DE NANTES,SAURINA guillaume,J6,34,30,rencontre_D1F_2122_214.pdf,15,15,1765,16,15,R,0,1,1,1,0,0,F,1,0,D1,2122
RADNRVC,MERIGNAC HANDBALL,CHAGNARD christophe,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J6,27,27,rencontre_D1F_2122_216.pdf,15,12,1797,16,14,R,1,1,0,1,0,0,F,0,0,D1,2122
RADNRVE,BREST BRETAGNE HANDBALL,MOREL pablo,ES BESANCON FEMININ,MIZOULE sebastien,J7,34,35,rencontre_D1F_2122_218.pdf,18,18,1796,20,19,R,0,1,-1,1,0,0,F,0,0,D1,2122
RADNRVH,PARIS 92,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J7,20,21,rencontre_D1F_2122_221.pdf,8,9,1740,8,9,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRVI,FLEURY LOIRET HANDBALL,CASSAN christophe,MERIGNAC HANDBALL,CHAGNARD christophe,J7,20,25,rencontre_D1F_2122_222.pdf,10,9,1776,10,9,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRVJ,JDA DIJON HANDBALL,MAZEL christophe,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J7,24,22,rencontre_D1F_2122_223.pdf,7,9,1776,7,9,R,-1,-1,1,0,0,1,F,0,1,D1,2122
RADNRVK,TOULON METROPOLE VAR HB,PLANTIN stephane,HANDBALL PLAN DE CUQUES,SPINCER angelique,J7,19,23,rencontre_D1F_2122_224.pdf,8,11,1785,8,12,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRVM,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,ES BESANCON FEMININ,MIZOULE sebastien,J8,29,26,rencontre_D1F_2122_226.pdf,11,12,1795,12,12,R,-1,0,1,1,0,0,F,0,0,D1,2122
RADNRVN,MERIGNAC HANDBALL,CHAGNARD christophe,LES NEPTUNES DE NANTES,SAURINA guillaume,J8,30,31,rencontre_D1F_2122_227.pdf,16,17,1798,16,18,R,-1,-1,-1,0,0,0,F,1,0,D1,2122
RADNRVR,BREST BRETAGNE HANDBALL,MOREL pablo,JDA DIJON HANDBALL,MAZEL christophe,J8,30,28,rencontre_D1F_2122_231.pdf,14,15,1728,14,15,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNRVW,PARIS 92,MESSAOUDI yacine,MERIGNAC HANDBALL,CHAGNARD christophe,J9,33,25,rencontre_D1F_2122_236.pdf,14,12,1793,15,13,R,1,1,1,1,1,0,F,0,0,D1,2122
RADNRVX,JDA DIJON HANDBALL,MAZEL christophe,HANDBALL PLAN DE CUQUES,SPINCER angelique,J9,27,20,rencontre_D1F_2122_237.pdf,12,10,1799,13,10,R,1,1,1,1,0,0,F,0,1,D1,2122
RADNRVY,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J9,28,29,rencontre_D1F_2122_238.pdf,14,16,1763,14,16,R,-1,-1,-1,0,0,1,F,0,0,D1,2122
RADNRVZ,BREST BRETAGNE HANDBALL,MOREL pablo,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J10,32,24,rencontre_D1F_2122_239.pdf,15,14,1788,15,15,R,1,0,1,0,1,0,F,0,0,D1,2122
RADNRWE,TOULON METROPOLE VAR HB,PLANTIN stephane,LES NEPTUNES DE NANTES,SAURINA guillaume,J10,24,27,rencontre_D1F_2122_244.pdf,12,15,1748,13,15,R,-1,-1,-1,0,0,0,F,0,1,D1,2122
RADNRWH,ES BESANCON FEMININ,MIZOULE sebastien,FLEURY LOIRET HANDBALL,CASSAN christophe,J11,21,25,rencontre_D1F_2122_247.pdf,9,10,1788,10,10,R,-1,0,-1,1,0,0,F,1,1,D1,2122
RADNRWM,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,MERIGNAC HANDBALL,CHAGNARD christophe,J11,26,30,rencontre_D1F_2122_252.pdf,12,12,1752,12,13,R,0,-1,-1,0,0,0,F,1,0,D1,2122
RADNRWP,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,LES NEPTUNES DE NANTES,SAURINA guillaume,J12,32,31,rencontre_D1F_2122_255.pdf,18,16,1784,19,16,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRWQ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,MERIGNAC HANDBALL,CHAGNARD christophe,J12,29,26,rencontre_D1F_2122_256.pdf,13,13,1787,14,13,R,0,1,1,1,1,0,F,0,0,D1,2122
RADNRWR,FLEURY LOIRET HANDBALL,CASSAN christophe,HANDBALL PLAN DE CUQUES,SPINCER angelique,J12,29,31,rencontre_D1F_2122_257.pdf,14,13,1693,14,13,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRWU,METZ HANDBALL,MAYONNADE emmanuel,JDA DIJON HANDBALL,MAZEL christophe,J13,25,17,rencontre_D1F_2122_260.pdf,11,9,1774,12,9,R,1,1,1,1,0,0,F,0,1,D1,2122
RADNRWY,HANDBALL PLAN DE CUQUES,SPINCER angelique,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J13,26,30,rencontre_D1F_2122_264.pdf,12,12,1778,12,13,R,0,-1,-1,0,0,0,F,0,1,D1,2122
RADNRWZ,MERIGNAC HANDBALL,CHAGNARD christophe,ES BESANCON FEMININ,MIZOULE sebastien,J13,29,30,rencontre_D1F_2122_265.pdf,16,14,1731,16,14,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRXA,CELLES SUR BELLE MELLOIS EN POITOU,MARTIN maxime,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J13,24,26,rencontre_D1F_2122_266.pdf,10,12,1797,10,13,R,-1,-1,-1,0,0,1,F,0,0,D1,2122
RADNRXF,BOURG DE PEAGE DROME HANDBALL,COMTE camille,LES NEPTUNES DE NANTES,SAURINA guillaume,J14,30,34,rencontre_D1F_2122_271.pdf,18,17,1662,18,17,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRXK,FLEURY LOIRET HANDBALL,CASSAN christophe,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J15,23,26,rencontre_D1F_2122_276.pdf,13,12,1788,13,13,R,1,0,-1,0,0,0,F,0,0,D1,2122
RADNRXM,HANDBALL PLAN DE CUQUES,SPINCER angelique,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J15,15,29,rencontre_D1F_2122_278.pdf,9,11,1705,9,11,R,-1,-1,-1,0,0,0,F,0,1,D1,2122
RADNRXN,MERIGNAC HANDBALL,CHAGNARD christophe,BREST BRETAGNE HANDBALL,MOREL pablo,J15,24,30,rencontre_D1F_2122_279.pdf,13,12,1777,13,13,R,1,0,-1,0,0,0,F,0,0,D1,2122
RADNRXO,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,PARIS,MESSAOUDI yacine,J15,18,20,rencontre_D1F_2122_280.pdf,8,10,1778,8,11,R,-1,-1,-1,0,1,0,F,0,0,D1,2122
RADNRXR,PARIS 92,MESSAOUDI yacine,ES BESANCON FEMININ,MIZOULE sebastien,J16,18,25,rencontre_D1F_2122_283.pdf,7,10,1760,7,10,R,-1,-1,-1,0,0,0,F,1,1,D1,2122
RADNRXT,BOURG DE PEAGE DROME HANDBALL,COMTE camille,METZ HANDBALL,MAYONNADE emmanuel,J16,23,30,rencontre_D1F_2122_285.pdf,14,14,1773,14,15,R,0,-1,-1,0,0,0,F,0,0,D1,2122
RADNRXU,JDA DIJON HANDBALL,MAZEL christophe,LES NEPTUNES DE NANTES,SAURINA guillaume,J16,28,29,rencontre_D1F_2122_286.pdf,14,17,1795,15,17,R,-1,-1,-1,0,0,0,F,0,1,D1,2122
RADNRXX,ES BESANCON FEMININ,MIZOULE sebastien,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J17,25,21,rencontre_D1F_2122_289.pdf,9,11,1751,10,11,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNRXY,LES NEPTUNES DE NANTES,THOMSEN helle,HANDBALL PLAN DE CUQUES,SPINCER angelique,J17,33,26,rencontre_D1F_2122_290.pdf,15,14,1729,15,14,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRXZ,METZ HANDBALL,MAYONNADE emmanuel,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J17,38,23,rencontre_D1F_2122_291.pdf,14,11,1793,15,11,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRYI,HANDBALL PLAN DE CUQUES,SPINCER angelique,FLEURY LOIRET HANDBALL,CASSAN christophe,J18,22,18,rencontre_D1F_2122_300.pdf,8,10,1709,8,10,R,-1,-1,1,0,0,0,F,1,0,D1,2122
RADNRYM,FLEURY LOIRET HANDBALL,CASSAN christophe,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J19,23,25,rencontre_D1F_2122_304.pdf,11,10,1749,11,11,R,1,0,-1,0,0,0,F,0,0,D1,2122
RADNRYP,LES NEPTUNES DE NANTES,LANFRANCHI mathieu,PARIS,MESSAOUDI yacine,J19,27,23,rencontre_D1F_2122_307.pdf,14,11,1765,15,11,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNRYQ,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J19,25,25,rencontre_D1F_2122_308.pdf,8,11,1768,9,11,R,-1,-1,0,0,0,0,F,0,1,D1,2122
RADNRYW,HANDBALL PLAN DE CUQUES,SPINCER angelique,MERIGNAC HANDBALL,CHAGNARD christophe,J20,24,30,rencontre_D1F_2122_314.pdf,10,13,1763,10,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRYX,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,JDA DIJON HANDBALL,MAZEL christophe,J20,22,32,rencontre_D1F_2122_315.pdf,13,14,1689,13,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRYY,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,BREST BRETAGNE HANDBALL,MOREL pablo,J21,28,33,rencontre_D1F_2122_316.pdf,12,14,1799,13,16,R,-1,-1,-1,0,0,0,F,1,0,D1,2122
RADNRZC,JDA DIJON HANDBALL,MAZEL christophe,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J21,22,25,rencontre_D1F_2122_320.pdf,12,9,1748,12,10,R,1,1,-1,1,0,0,F,0,0,D1,2122
RADNRZF,BREST BRETAGNE HANDBALL,MOREL pablo,LES NEPTUNES DE NANTES,LANFRANCHI mathieu,J22,32,24,rencontre_D1F_2122_323.pdf,11,11,1798,13,11,R,0,1,1,1,0,0,F,0,0,D1,2122
RADNRZJ,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J22,21,27,rencontre_D1F_2122_327.pdf,13,15,1794,13,16,R,-1,-1,-1,0,0,1,F,0,0,D1,2122
RADNRZK,MERIGNAC HANDBALL,CHAGNARD christophe,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J22,33,31,rencontre_D1F_2122_328.pdf,12,15,1748,13,15,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNRZO,FLEURY LOIRET HANDBALL,CASSAN christophe,LES NEPTUNES DE NANTES,LANFRANCHI mathieu,J23,26,31,rencontre_D1F_2122_332.pdf,14,15,1795,14,16,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRZQ,TOULON METROPOLE VAR HB,PLANTIN stephane,MERIGNAC HANDBALL,CHAGNARD christophe,J23,24,23,rencontre_D1F_2122_334.pdf,13,14,1784,13,16,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNRZR,HANDBALL PLAN DE CUQUES,SPINCER angelique,JDA DIJON HANDBALL,MAZEL christophe,J23,23,24,rencontre_D1F_2122_335.pdf,10,9,1789,10,10,R,1,0,-1,0,0,0,F,0,0,D1,2122
RADNRZS,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,PARIS,MESSAOUDI yacine,J23,25,27,rencontre_D1F_2122_336.pdf,11,14,1782,12,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNRZT,MERIGNAC HANDBALL,CHAGNARD christophe,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J24,24,24,rencontre_D1F_2122_337.pdf,15,12,1778,15,13,R,1,1,0,1,0,0,F,1,0,D1,2122
RADNRZU,FLEURY LOIRET HANDBALL,CASSAN christophe,TOULON METROPOLE VAR HB,PLANTIN stephane,J24,22,23,rencontre_D1F_2122_338.pdf,13,10,1780,14,10,R,1,1,-1,1,1,0,F,0,0,D1,2122
