code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
RADNYFO,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J14,29,31,rencontre_D1H_2122_543.pdf,28,29,R,-1,-1,0,1,1,H,0,0,D1,2122
RADNYFQ,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,CESSON RENNES METROPOLE HB,LERICHE sebastien,J14,29,28,rencontre_D1H_2122_545.pdf,28,27,R,1,1,1,0,0,H,1,0,D1,2122
RADNYFR,ISTRES PROVENCE HANDBALL,DEROT gilles,US CRETEIL HANDBALL,DELGADO fernando,J14,26,26,rencontre_D1H_2122_546.pdf,25,26,R,-1,0,1,1,1,H,0,0,D1,2122
RADNYFT,HBC NANTAIS,RODRIGUEZ alberto,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J14,29,30,rencontre_D1H_2122_548.pdf,28,29,R,-1,-1,0,1,1,H,0,1,D1,2122
RADNYFX,CHARTRES HANDBALL,SALAET toni,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J15,31,32,rencontre_D1H_2122_552.pdf,31,31,R,0,-1,0,1,0,H,0,0,D1,2122
RADNYFY,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J15,29,31,rencontre_D1H_2122_553.pdf,28,30,R,-1,-1,0,0,1,H,0,0,D1,2122
RADNYGI,LIMOGES HAND 87,STEFANOVIC rastko,CHARTRES HANDBALL,SALAET toni,J16,30,32,rencontre_D1H_2122_563.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYGL,SARAN LOIRET HB,COURTIAL fabien,CESSON RENNES METROPOLE HB,LERICHE sebastien,J16,22,24,rencontre_D1H_2122_566.pdf,21,24,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYGP,US CRETEIL HANDBALL,DELGADO fernando,MONTPELLIER HANDBALL,CANAYER patrice,J17,30,27,rencontre_D1H_2122_570.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2122
RADNYGQ,USAM NIMES GARD,MAURICE franck,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J17,28,29,rencontre_D1H_2122_571.pdf,28,28,R,0,-1,0,1,0,H,0,0,D1,2122
RADNYGT,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J17,26,23,rencontre_D1H_2122_574.pdf,26,23,R,1,1,1,0,0,H,0,0,D1,2122
RADNYGU,US CRETEIL HANDBALL,DELGADO fernando,CHARTRES HANDBALL,SALAET toni,J18,31,30,rencontre_D1H_2122_575.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2122
RADNYGV,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,SAINT RAPHAEL VHB,FORTUNEANU dan,J18,26,25,rencontre_D1H_2122_576.pdf,25,24,R,1,1,1,1,0,H,0,0,D1,2122
RADNYGX,LIMOGES HAND 87,STEFANOVIC rastko,CESSON RENNES METROPOLE HB,LERICHE sebastien,J18,32,29,rencontre_D1H_2122_578.pdf,31,28,R,1,1,1,0,0,H,1,0,D1,2122
RADNYGY,MONTPELLIER HANDBALL,CANAYER patrice,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J18,35,32,rencontre_D1H_2122_579.pdf,35,32,R,1,1,1,0,0,H,0,0,D1,2122
RADNYHB,SARAN LOIRET HB,COURTIAL fabien,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J18,27,30,rencontre_D1H_2122_582.pdf,27,30,R,-1,-1,0,0,1,H,0,0,D1,2122
RADNYHD,CESSON RENNES METROPOLE HB,LERICHE sebastien,US CRETEIL HANDBALL,DELGADO fernando,J19,30,29,rencontre_D1H_2122_584.pdf,30,27,R,1,1,1,0,0,H,1,0,D1,2122
RADNYHH,USAM NIMES GARD,MAURICE franck,GRAND NANCY METROPOLE HB,BRAUX benjamin,J19,29,29,rencontre_D1H_2122_588.pdf,29,28,R,1,0,0,1,0,H,0,0,D1,2122
RADNYHJ,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CHARTRES HANDBALL,SALAET toni,J19,32,32,rencontre_D1H_2122_590.pdf,32,31,R,1,0,0,1,0,H,0,0,D1,2122
RADNYHK,CHARTRES HANDBALL,SALAET toni,CHAMBERY SAVOIE HB,MATHE erick,J20,26,29,rencontre_D1H_2122_591.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYHL,US CRETEIL HANDBALL,DELGADO fernando,SARAN LOIRET HB,COURTIAL fabien,J20,32,31,rencontre_D1H_2122_592.pdf,32,31,R,1,1,1,1,0,H,0,0,D1,2122
RADNYHP,GRAND NANCY METROPOLE HB,BRAUX benjamin,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J20,27,29,rencontre_D1H_2122_596.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYHR,SAINT RAPHAEL VHB,FORTUNEANU dan,USAM NIMES GARD,MAURICE franck,J20,31,32,rencontre_D1H_2122_598.pdf,31,31,R,0,-1,0,0,1,H,0,0,D1,2122
RADNYHS,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,CHAMBERY SAVOIE HB,MATHE erick,J21,26,26,rencontre_D1H_2122_599.pdf,24,26,R,-1,0,1,1,1,H,0,0,D1,2122
RADNYHT,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT RAPHAEL VHB,FORTUNEANU dan,J21,32,29,rencontre_D1H_2122_600.pdf,31,28,R,1,1,1,0,0,H,0,0,D1,2122
RADNYHU,ISTRES PROVENCE HANDBALL,DEROT gilles,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J21,27,30,rencontre_D1H_2122_601.pdf,26,29,R,-1,-1,0,0,0,H,1,0,D1,2122
RADNYHX,HBC NANTAIS,RODRIGUEZ alberto,CHARTRES HANDBALL,SALAET toni,J21,40,36,rencontre_D1H_2122_604.pdf,38,36,R,1,1,1,0,0,H,0,0,D1,2122
RADNYHZ,SARAN LOIRET HB,COURTIAL fabien,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J21,28,27,rencontre_D1H_2122_606.pdf,28,27,R,1,1,1,1,1,H,0,0,D1,2122
RADNYIA,CHAMBERY SAVOIE HB,MATHE erick,USAM NIMES GARD,CHAUVET jerome,J22,28,29,rencontre_D1H_2122_607.pdf,28,29,R,-1,-1,0,1,0,H,1,1,D1,2122
RADNYIB,CHARTRES HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J22,33,31,rencontre_D1H_2122_608.pdf,32,29,R,1,1,1,0,0,H,0,0,D1,2122
RADNYIC,US CRETEIL HANDBALL,DELGADO fernando,HBC NANTAIS,RODRIGUEZ alberto,J22,31,35,rencontre_D1H_2122_609.pdf,31,33,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYIH,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,SARAN LOIRET HB,COURTIAL fabien,J22,31,27,rencontre_D1H_2122_614.pdf,30,27,R,1,1,1,0,0,H,0,0,D1,2122
RADNYIS,US CRETEIL HANDBALL,DELGADO fernando,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,J24,32,33,rencontre_D1H_2122_625.pdf,31,33,R,-1,-1,0,0,1,H,0,0,D1,2122
RADNYIV,HBC NANTES,COJEAN gregory,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J24,25,26,rencontre_D1H_2122_628.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D1,2122
RADNYIY,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J25,32,28,rencontre_D1H_2122_631.pdf,30,28,R,1,1,1,0,0,H,0,0,D1,2122
RADNYJE,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,MONTPELLIER HANDBALL,CANAYER patrice,J25,37,33,rencontre_D1H_2122_637.pdf,36,33,R,1,1,1,0,0,H,1,1,D1,2122
RADNYJF,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J25,33,30,rencontre_D1H_2122_638.pdf,31,30,R,1,1,1,1,0,H,0,0,D1,2122
RADNYJI,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J26,21,20,rencontre_D1H_2122_641.pdf,21,20,R,1,1,1,0,0,H,0,0,D1,2122
RADNYJJ,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,US CRETEIL HANDBALL,DELGADO fernando,J26,25,28,rencontre_D1H_2122_642.pdf,24,27,R,-1,-1,0,0,1,H,0,0,D1,2122
RADNYJK,MONTPELLIER HANDBALL,CANAYER patrice,LIMOGES HANDBALL,STEFANOVIC rastko,J26,33,29,rencontre_D1H_2122_643.pdf,31,29,R,1,1,1,0,1,H,0,0,D1,2122
RADNYJM,SARAN LOIRET HANDBALL,COURTIAL fabien,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J26,30,26,rencontre_D1H_2122_645.pdf,28,25,R,1,1,1,0,0,H,0,0,D1,2122
RADNYJO,CESSON RENNES METROPOLE HB,LERICHE sebastien,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J27,28,25,rencontre_D1H_2122_647.pdf,27,25,R,1,1,1,0,0,H,0,0,D1,2122
RADNYJP,US CRETEIL HANDBALL,DELGADO fernando,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J27,35,36,rencontre_D1H_2122_648.pdf,34,35,R,-1,-1,0,0,1,H,1,0,D1,2122
RADNYJR,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,RODRIGUEZ alberto,J27,27,29,rencontre_D1H_2122_650.pdf,27,28,R,-1,-1,0,0,0,H,0,1,D1,2122
RADNYJS,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J27,34,31,rencontre_D1H_2122_651.pdf,33,30,R,1,1,1,1,0,H,1,0,D1,2122
RADNYJT,USAM NIMES GARD,CHAUVET jerome,ISTRES PROVENCE HANDBALL,DEROT gilles,J27,33,31,rencontre_D1H_2122_652.pdf,31,30,R,1,1,1,1,0,H,0,0,D1,2122
RADNYJZ,ISTRES PROVENCE HANDBALL,DEROT gilles,CESSON RENNES METROPOLE HB,LERICHE sebastien,J28,29,28,rencontre_D1H_2122_658.pdf,29,27,R,1,1,1,1,0,H,0,1,D1,2122
RADNYKA,LIMOGES HANDBALL,STEFANOVIC rastko,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J28,31,32,rencontre_D1H_2122_659.pdf,31,32,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYKD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J28,33,36,rencontre_D1H_2122_662.pdf,33,35,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYKL,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J29,29,33,rencontre_D1H_2122_670.pdf,29,31,R,-1,-1,0,1,0,H,0,0,D1,2122
RADNYKM,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,MONTPELLIER HANDBALL,CANAYER patrice,J30,33,36,rencontre_D1H_2122_671.pdf,32,35,R,-1,-1,0,1,0,H,0,0,D1,2122
RADNYKN,CESSON RENNES METROPOLE HB,LERICHE sebastien,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J30,26,23,rencontre_D1H_2122_672.pdf,25,23,R,1,1,1,1,0,H,0,1,D1,2122
RADNYKQ,ISTRES PROVENCE HANDBALL,DEROT gilles,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J30,32,30,rencontre_D1H_2122_675.pdf,31,30,R,1,1,1,1,1,H,0,1,D1,2122
RADNYKR,LIMOGES HANDBALL,STEFANOVIC rastko,USAM NIMES GARD,CHAUVET jerome,J30,36,39,rencontre_D1H_2122_676.pdf,36,39,R,-1,-1,0,0,0,H,0,0,D1,2122
RADNYWB,CAEN HANDBALL,BEDOS roch,MASSY ESSONNE HB,LEFEBVRE thomas,J1,30,31,rencontre_D2H_2122_20971.pdf,29,30,R,-1,-1,0,0,1,H,0,0,D2,2122
RADNYWE,SELESTAT ALSACE HANDBALL,VIENNET christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J1,27,26,rencontre_D2H_2122_20974.pdf,26,25,R,1,1,1,1,0,H,0,0,D2,2122
RADNYWF,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J1,27,26,rencontre_D2H_2122_20975.pdf,27,26,R,1,1,1,1,0,H,0,0,D2,2122
RADNYWG,VALENCE HANDBALL,FORETS eric,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,J1,27,26,rencontre_D2H_2122_20976.pdf,27,24,R,1,1,1,0,0,H,1,0,D2,2122
RADNYWH,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,SELESTAT ALSACE HANDBALL,VIENNET christophe,J2,31,34,rencontre_D2H_2122_20977.pdf,31,33,R,-1,-1,0,0,1,H,1,0,D2,2122
RADNYWK,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,CAVIGAL NICE SPORTS HANDBALL,ROURA eduard,J2,31,28,rencontre_D2H_2122_20980.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2122
RADNYWL,MASSY ESSONNE HB,LEFEBVRE thomas,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,J2,28,27,rencontre_D2H_2122_20981.pdf,27,27,R,0,1,1,0,0,H,1,0,D2,2122
RADNYWM,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J2,26,21,rencontre_D2H_2122_20982.pdf,24,21,R,1,1,1,0,0,H,0,0,D2,2122
RADNYWN,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J2,28,28,rencontre_D2H_2122_20983.pdf,27,28,R,-1,0,1,0,0,H,0,1,D2,2122
RADNYWO,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,ANGERS SCO HANDBALL,DUPIN guillaume,J2,26,23,rencontre_D2H_2122_20984.pdf,26,23,R,1,1,1,0,0,H,0,1,D2,2122
RADNYWQ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,26,rencontre_D2H_2122_20986.pdf,23,24,R,-1,-1,0,0,1,H,0,1,D2,2122
RADNYWV,VALENCE HANDBALL,FORETS eric,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,J3,22,24,rencontre_D2H_2122_20991.pdf,20,23,R,-1,-1,0,0,0,H,0,1,D2,2122
RADNYWW,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,J3,29,29,rencontre_D2H_2122_20992.pdf,29,28,R,1,0,0,0,0,H,0,0,D2,2122
RADNYWZ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,VALENCE HANDBALL,FORETS eric,J4,30,31,rencontre_D2H_2122_20995.pdf,29,30,R,-1,-1,0,0,1,H,1,0,D2,2122
RADNYXC,SELESTAT ALSACE HANDBALL,VIENNET christophe,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J4,28,27,rencontre_D2H_2122_20998.pdf,27,27,R,0,1,1,1,1,H,0,1,D2,2122
RADNYXE,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J4,24,23,rencontre_D2H_2122_21000.pdf,24,23,R,1,1,1,1,0,H,0,0,D2,2122
RADNYXG,DIJON METROPOLE HB,CHADUTEAUD ulrich,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J5,22,20,rencontre_D2H_2122_21002.pdf,22,20,R,1,1,1,0,0,H,0,1,D2,2122
RADNYXK,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,J5,25,27,rencontre_D2H_2122_21006.pdf,24,26,R,-1,-1,0,0,0,H,0,1,D2,2122
RADNYXL,VALENCE HANDBALL,FORETS eric,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J5,25,26,rencontre_D2H_2122_21007.pdf,25,25,R,0,-1,0,0,0,H,0,1,D2,2122
RADNYXO,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,VALENCE HANDBALL,FORETS eric,J6,21,21,rencontre_D2H_2122_21010.pdf,21,20,R,1,0,0,0,1,H,0,0,D2,2122
RADNYXR,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAVIGAL NICE SPORTS HANDBALL,ROURA eduard,J6,26,26,rencontre_D2H_2122_21013.pdf,26,25,R,1,0,0,1,1,H,0,0,D2,2122
RADNYXS,SELESTAT ALSACE HANDBALL,VIENNET christophe,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J6,25,29,rencontre_D2H_2122_21014.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2122
RADNYXT,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,ANGERS SCO HANDBALL,DUPIN guillaume,J6,32,31,rencontre_D2H_2122_21015.pdf,31,30,R,1,1,1,0,0,H,1,0,D2,2122
RADNYXU,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,DIJON METROPOLE HB,CHADUTEAUD ulrich,J6,22,23,rencontre_D2H_2122_21016.pdf,22,23,R,-1,-1,0,0,0,H,0,1,D2,2122
RADNYXW,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,J7,30,30,rencontre_D2H_2122_21018.pdf,30,29,R,1,0,0,1,0,H,0,1,D2,2122
RADNYXY,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J7,30,28,rencontre_D2H_2122_21020.pdf,29,27,R,1,1,1,0,0,H,0,0,D2,2122
RADNYYB,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,VALENCE HANDBALL,FORETS eric,J7,29,26,rencontre_D2H_2122_21023.pdf,29,26,R,1,1,1,0,0,H,0,0,D2,2122
RADNYYC,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J7,31,31,rencontre_D2H_2122_21024.pdf,31,30,R,1,0,0,1,0,H,0,0,D2,2122
RADNYYD,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,DIJON METROPOLE HB,CHADUTEAUD ulrich,J8,32,30,rencontre_D2H_2122_21025.pdf,31,29,R,1,1,1,0,0,H,0,0,D2,2122
RADNYYG,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,J8,28,30,rencontre_D2H_2122_21028.pdf,27,29,R,-1,-1,0,1,0,H,0,1,D2,2122
RADNYYH,SELESTAT ALSACE HANDBALL,VIENNET christophe,MASSY ESSONNE HB,LEFEBVRE thomas,J8,27,28,rencontre_D2H_2122_21029.pdf,27,28,R,-1,-1,0,0,1,H,0,0,D2,2122
RADNYYJ,TREMBLAY-EN-FRANCE HANDBALL,SILVA joel,CAVIGAL NICE SPORTS HANDBALL,ROURA eduard,J8,25,24,rencontre_D2H_2122_21031.pdf,23,24,R,-1,1,1,0,1,H,0,0,D2,2122
RADNYYM,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,VALENCE HANDBALL,FORETS eric,J9,27,26,rencontre_D2H_2122_21034.pdf,27,26,R,1,1,1,0,0,H,0,1,D2,2122
RADNYYP,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J9,32,31,rencontre_D2H_2122_21037.pdf,32,31,R,1,1,1,1,1,H,0,0,D2,2122
RADNYYQ,MASSY ESSONNE HB,LEFEBVRE thomas,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J9,23,24,rencontre_D2H_2122_21038.pdf,22,22,R,0,-1,0,0,1,H,1,0,D2,2122
RADNYYU,DIJON METROPOLE HB,CHADUTEAUD ulrich,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,J10,26,24,rencontre_D2H_2122_21042.pdf,25,24,R,1,1,1,1,0,H,0,0,D2,2122
RADNYYV,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAEN HANDBALL,BEDOS roch,J10,26,27,rencontre_D2H_2122_21043.pdf,26,26,R,0,-1,0,1,0,H,0,0,D2,2122
RADNYYW,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,ANGERS SCO HANDBALL,TEJ issam,J10,26,22,rencontre_D2H_2122_21044.pdf,24,22,R,1,1,1,0,1,H,1,0,D2,2122
RADNYYY,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J10,24,25,rencontre_D2H_2122_21046.pdf,24,25,R,-1,-1,0,0,0,H,0,0,D2,2122
RADNYZA,VALENCE HANDBALL,FORETS eric,MASSY ESSONNE HB,LEFEBVRE thomas,J10,26,28,rencontre_D2H_2122_21048.pdf,26,27,R,-1,-1,0,0,1,H,0,0,D2,2122
RADNYZC,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J11,29,29,rencontre_D2H_2122_21050.pdf,28,27,R,1,0,0,1,1,H,0,0,D2,2122
RADNYZD,CAEN HANDBALL,BEDOS roch,VALENCE HANDBALL,FORETS eric,J11,28,26,rencontre_D2H_2122_21051.pdf,28,25,R,1,1,1,0,0,H,0,0,D2,2122
RADNYZE,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,TREMBLAY-EN-FRANCE HANDBALL,ZOVKO dragan,J11,31,30,rencontre_D2H_2122_21052.pdf,31,28,R,1,1,1,0,0,H,1,0,D2,2122
RADNYZG,MASSY ESSONNE HB,LEFEBVRE thomas,DIJON METROPOLE HB,CHADUTEAUD ulrich,J11,23,28,rencontre_D2H_2122_21054.pdf,23,26,R,-1,-1,0,0,0,H,0,0,D2,2122
RADNYZI,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J11,27,29,rencontre_D2H_2122_21056.pdf,26,29,R,-1,-1,0,0,1,H,0,0,D2,2122
RADNYZJ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,VIENNET christophe,J12,27,26,rencontre_D2H_2122_21057.pdf,26,26,R,0,1,1,0,1,H,0,0,D2,2122
RADNYZL,MASSY ESSONNE HB,LEFEBVRE thomas,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,J12,30,31,rencontre_D2H_2122_21059.pdf,30,31,R,-1,-1,0,1,1,H,0,0,D2,2122
RADNYZM,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J12,23,24,rencontre_D2H_2122_21060.pdf,23,24,R,-1,-1,0,1,0,H,0,0,D2,2122
RADNYZO,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,CAEN HANDBALL,BEDOS roch,J12,29,28,rencontre_D2H_2122_21062.pdf,28,27,R,1,1,1,0,0,H,1,0,D2,2122
RADNYZR,ANGERS SCO HANDBALL,TEJ issam,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,J13,27,27,rencontre_D2H_2122_21065.pdf,26,27,R,-1,0,1,0,0,H,0,1,D2,2122
RADNYZT,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J13,32,31,rencontre_D2H_2122_21067.pdf,31,31,R,0,1,1,0,0,H,1,1,D2,2122
RADNYZW,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,J13,26,28,rencontre_D2H_2122_21070.pdf,25,27,R,-1,-1,0,0,0,H,0,0,D2,2122
RADNZAD,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J14,23,21,rencontre_D2H_2122_21077.pdf,23,21,R,1,1,1,1,0,H,0,1,D2,2122
RADNZAE,TREMBLAY-EN-FRANCE HANDBALL,ZOVKO dragan,SELESTAT ALSACE HANDBALL,VIENNET christophe,J14,28,30,rencontre_D2H_2122_21078.pdf,27,29,R,-1,-1,0,0,1,H,1,0,D2,2122
RADNZAG,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,CAVIGAL NICE SPORTS HANDBALL,ROURA eduard,J14,30,34,rencontre_D2H_2122_21080.pdf,30,32,R,-1,-1,0,0,0,H,0,1,D2,2122
RADNZAO,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,TREMBLAY-EN-FRANCE HANDBALL,ZOVKO dragan,J15,21,22,rencontre_D2H_2122_21088.pdf,20,22,R,-1,-1,0,0,0,H,0,0,D2,2122
RADNZAQ,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,DIJON METROPOLE HB,CHADUTEAUD ulrich,J16,27,28,rencontre_D2H_2122_21090.pdf,27,27,R,0,-1,0,1,0,H,0,0,D2,2122
RADNZAS,MASSY ESSONNE HB,LEFEBVRE thomas,SELESTAT ALSACE HANDBALL,VIENNET christophe,J16,29,31,rencontre_D2H_2122_21092.pdf,28,31,R,-1,-1,0,0,0,H,0,1,D2,2122
RADNZAU,TREMBLAY-EN-FRANCE HANDBALL,ZOVKO dragan,CAEN HANDBALL,BEDOS roch,J16,25,25,rencontre_D2H_2122_21094.pdf,25,24,R,1,0,0,1,0,H,1,0,D2,2122
RADNZAX,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,VILLEURBANNE HANDBALL ASSOCIATION,ZUZO semir,J17,31,28,rencontre_D2H_2122_21097.pdf,30,28,R,1,1,1,0,0,H,0,0,D2,2122
RADNZAZ,DIJON METROPOLE HB,CHADUTEAUD ulrich,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J17,24,22,rencontre_D2H_2122_21099.pdf,23,21,R,1,1,1,0,0,H,1,0,D2,2122
RADNZBA,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,VALENCE HANDBALL,FORETS eric,J17,34,33,rencontre_D2H_2122_21100.pdf,33,33,R,0,1,1,0,1,H,0,1,D2,2122
RADNZBF,ANGERS SCO HANDBALL,TRISTANT denis,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J18,26,27,rencontre_D2H_2122_21105.pdf,25,26,R,-1,-1,0,1,1,H,1,1,D2,2122
