code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
SAECVBO,HANDBALL PLAN DE CUQUES,SPINCER angelique,TOULON METROPOLE VAR HANDBALL,PLANTIN stephane,J10,29,25,rencontre_D1F_2223_3037.pdf,28,25,R,1,1,1,0,0,F,0,0,D1,2223
SAECVBP,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J10,31,32,rencontre_D1F_2223_3038.pdf,31,32,R,-1,-1,0,0,1,F,0,0,D1,2223
SAECVBS,LES NEPTUNES DE NANTES,THOMSEN helle,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J11,27,29,rencontre_D1F_2223_3041.pdf,27,28,R,-1,-1,0,0,1,F,0,0,D1,2223
SAECVBY,BREST BRETAGNE HANDBALL,MOREL pablo,PARIS,MESSAOUDI yacine,J12,22,19,rencontre_D1F_2223_3047.pdf,21,19,R,1,1,1,1,0,F,0,0,D1,2223
SAECVCG,LES NEPTUNES DE NANTES,THOMSEN helle,ES BESANCON FEMININ,MIZOULE sebastien,J13,23,23,rencontre_D1F_2223_3055.pdf,22,23,R,-1,0,1,0,0,F,0,0,D1,2223
SAECVCM,PARIS 92,MESSAOUDI yacine,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J14,21,21,rencontre_D1F_2223_3061.pdf,21,19,R,1,0,0,1,0,F,1,1,D1,2223
SAECVCU,JDA DIJON HANDBALL,MAZEL christophe,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J15,25,27,rencontre_D1F_2223_3069.pdf,24,26,R,-1,-1,0,0,0,F,0,0,D1,2223
SAECVDB,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,TOULON METROPOLE VAR HANDBALL,PLANTIN stephane,J16,28,27,rencontre_D1F_2223_3076.pdf,28,26,R,1,1,1,1,0,F,0,0,D1,2223
SAECVDC,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,LES NEPTUNES DE NANTES,THOMSEN helle,J16,24,25,rencontre_D1F_2223_3077.pdf,24,25,R,-1,-1,0,0,1,F,1,0,D1,2223
SAECVDF,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,ES BESANCON FEMININ,MIZOULE sebastien,J16,28,28,rencontre_D1F_2223_3080.pdf,26,28,R,-1,0,1,0,0,F,0,1,D1,2223
SAECVDI,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J17,34,31,rencontre_D1F_2223_3083.pdf,33,30,R,1,1,1,0,0,F,0,0,D1,2223
SAECVDK,TOULON METROPOLE VAR HANDBALL,PLANTIN stephane,METZ HANDBALL,MAYONNADE emmanuel,J17,32,33,rencontre_D1F_2223_3085.pdf,31,32,R,-1,-1,0,0,1,F,0,1,D1,2223
SAECVDP,PARIS 92,MESSAOUDI yacine,LES NEPTUNES DE NANTES,THOMSEN helle,J18,22,21,rencontre_D1F_2223_3090.pdf,21,21,R,0,1,1,1,0,F,0,1,D1,2223
SAECVDT,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,MERIGNAC HANDBALL,CHAGNARD christophe,J18,30,32,rencontre_D1F_2223_3094.pdf,29,31,R,-1,-1,0,0,0,F,0,0,D1,2223
SAECVDW,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,ES BESANCON FEMININ,MIZOULE sebastien,J19,24,25,rencontre_D1F_2223_3097.pdf,24,24,R,0,-1,0,1,1,F,0,1,D1,2223
SAECVED,ES BESANCON FEMININ,MIZOULE sebastien,HANDBALL PLAN DE CUQUES,SPINCER angelique,J20,26,25,rencontre_D1F_2223_3104.pdf,25,24,R,1,1,1,0,0,F,1,0,D1,2223
SAECVEE,JDA DIJON HANDBALL,MAZEL christophe,TOULON METROPOLE VAR HANDBALL,PLANTIN stephane,J20,31,30,rencontre_D1F_2223_3105.pdf,30,30,R,0,1,1,0,0,F,0,1,D1,2223
SAECVEG,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J20,24,22,rencontre_D1F_2223_3107.pdf,24,22,R,1,1,1,0,0,F,0,0,D1,2223
SAECVEK,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,PARIS,MESSAOUDI yacine,J21,24,23,rencontre_D1F_2223_3111.pdf,23,22,R,1,1,1,1,0,F,1,0,D1,2223
SAECVEL,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,ES BESANCON FEMININ,MIZOULE sebastien,J21,26,28,rencontre_D1F_2223_3112.pdf,26,27,R,-1,-1,0,1,0,F,0,1,D1,2223
SAECVEM,MERIGNAC HANDBALL,CHAGNARD christophe,JDA DIJON HANDBALL,MAZEL christophe,J21,27,28,rencontre_D1F_2223_3113.pdf,27,27,R,0,-1,0,1,0,F,0,0,D1,2223
SAECVEO,HANDBALL PLAN DE CUQUES,SPINCER angelique,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,J21,27,26,rencontre_D1F_2223_3115.pdf,26,25,R,1,1,1,1,1,F,0,0,D1,2223
SAECVET,HANDBALL PLAN DE CUQUES,SPINCER angelique,MERIGNAC HANDBALL,CHAGNARD christophe,J22,26,25,rencontre_D1F_2223_3120.pdf,25,23,R,1,1,1,1,0,F,1,0,D1,2223
SAECVFE,ES BESANCON FEMININ,MIZOULE sebastien,LES NEPTUNES DE NANTES,THOMSEN helle,J24,30,27,rencontre_D1F_2223_3131.pdf,29,26,R,1,1,1,0,0,F,1,1,D1,2223
SAECVFK,PARIS 92,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,ALCACER clement,J25,30,31,rencontre_D1F_2223_3137.pdf,29,31,R,-1,-1,0,0,1,F,0,1,D1,2223
SAECVFP,TOULON METROPOLE VAR HANDBALL,PLANTIN stephane,HANDBALL PLAN DE CUQUES,SPINCER angelique,J25,24,20,rencontre_D1F_2223_3142.pdf,22,20,R,1,1,1,0,0,F,0,0,D1,2223
SAECVFR,METZ HANDBALL,MAYONNADE emmanuel,CHAMBRAY TOURAINE HANDBALL,LANFRANCHI mathieu,J26,30,26,rencontre_D1F_2223_3144.pdf,28,25,R,1,1,1,1,1,F,0,0,D1,2223
SAEDKJH,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,NOISY LE GRAND HANDBALL,GHERRAM farid,J1,20,21,rencontre_D2F_1_2223_351.pdf,20,21,R,-1,-1,0,1,0,F,0,0,D2,2223
SAEDKJJ,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,ASUL VAULX EN VELIN,MODENEL sebastien,J1,30,27,rencontre_D2F_1_2223_353.pdf,29,26,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKJQ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J2,28,30,rencontre_D2F_1_2223_360.pdf,28,29,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKJS,NOISY LE GRAND HANDBALL,GHERRAM farid,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J2,27,29,rencontre_D2F_1_2223_362.pdf,27,29,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKJT,ACHENHEIM TRUCHTERSHEIM,BASNY jan,SAMBRE AVESNOIS HANDBALL,PETIT clement,J2,29,28,rencontre_D2F_1_2223_363.pdf,28,28,R,0,1,1,0,0,F,0,0,D2,2223
SAEDKJX,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J3,23,24,rencontre_D2F_1_2223_367.pdf,23,23,R,0,-1,0,1,1,F,0,0,D2,2223
SAEDKKB,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,LOMME LILLE METROPOLE HB,WORM laurent,J3,31,29,rencontre_D2F_1_2223_371.pdf,31,28,R,1,1,1,0,0,F,1,0,D2,2223
SAEDKKC,HAVRE ATHLETIC CLUB HB,PELLAN stephane,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J4,22,23,rencontre_D2F_1_2223_372.pdf,20,23,R,-1,-1,0,1,1,F,0,1,D2,2223
SAEDKKF,LOMME LILLE METROPOLE HB,WORM laurent,SAMBRE AVESNOIS HANDBALL,PETIT clement,J4,27,29,rencontre_D2F_1_2223_375.pdf,27,29,R,-1,-1,0,1,1,F,0,0,D2,2223
SAEDKKI,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J4,27,29,rencontre_D2F_1_2223_378.pdf,25,28,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKKJ,ASUL VAULX EN VELIN,MODENEL sebastien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J5,29,27,rencontre_D2F_1_2223_379.pdf,28,26,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKKK,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,J5,20,21,rencontre_D2F_1_2223_380.pdf,20,20,R,0,-1,0,0,1,F,0,0,D2,2223
SAEDKKP,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J5,24,23,rencontre_D2F_1_2223_385.pdf,24,22,R,1,1,1,1,0,F,0,0,D2,2223
SAEDKKZ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,NOISY LE GRAND HANDBALL,GHERRAM farid,J7,22,25,rencontre_D2F_1_2223_395.pdf,22,24,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKLA,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,LOMME LILLE METROPOLE HB,WORM laurent,J7,28,27,rencontre_D2F_1_2223_396.pdf,27,27,R,0,1,1,0,1,F,0,0,D2,2223
SAEDKLD,SAMBRE AVESNOIS HANDBALL,PETIT clement,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J7,23,22,rencontre_D2F_1_2223_399.pdf,23,22,R,1,1,1,1,0,F,0,1,D2,2223
SAEDKLE,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,PALENTE BESANCON HANDBALL,SECK cheikh,J8,28,27,rencontre_D2F_1_2223_400.pdf,27,27,R,0,1,1,0,0,F,0,0,D2,2223
SAEDKLG,LOMME LILLE METROPOLE HB,WORM laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J8,29,28,rencontre_D2F_1_2223_402.pdf,13,16,R,-1,1,1,0,0,F,0,1,D2,2223
SAEDKLH,NOISY LE GRAND HANDBALL,GHERRAM farid,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J8,20,21,rencontre_D2F_1_2223_403.pdf,20,21,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKLU,LOMME LILLE METROPOLE HB,WORM laurent,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J10,31,29,rencontre_D2F_1_2223_416.pdf,31,28,R,1,1,1,1,0,F,1,0,D2,2223
SAEDKMA,HAVRE ATHLETIC CLUB HB,PELLAN stephane,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J11,29,28,rencontre_D2F_1_2223_422.pdf,28,27,R,1,1,1,1,0,F,0,0,D2,2223
SAEDKMJ,PALENTE BESANCON HANDBALL,SECK cheikh,ASUL VAULX EN VELIN,MODENEL sebastien,J12,24,26,rencontre_D2F_1_2223_431.pdf,24,24,R,0,-1,0,1,0,F,0,0,D2,2223
SAEDKML,SAMBRE AVESNOIS HANDBALL,PETIT clement,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J12,27,31,rencontre_D2F_1_2223_433.pdf,27,30,R,-1,-1,0,1,0,F,1,0,D2,2223
SAEDKMS,ACHENHEIM TRUCHTERSHEIM,BASNY jan,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J13,22,20,rencontre_D2F_1_2223_440.pdf,21,19,R,1,1,1,1,0,F,1,1,D2,2223
SAEDKMU,ASUL VAULX EN VELIN,MODENEL sebastien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J14,34,36,rencontre_D2F_1_2223_442.pdf,34,36,R,-1,-1,0,0,0,F,1,0,D2,2223
SAEDKMV,HAVRE ATHLETIC CLUB HB,PELLAN stephane,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J14,20,21,rencontre_D2F_1_2223_443.pdf,19,20,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKNA,TOULOUSE FEMININ HANDBALL,VEDEL fabien,SAMBRE AVESNOIS HANDBALL,PETIT clement,J14,23,27,rencontre_D2F_1_2223_448.pdf,23,25,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKNE,PALENTE BESANCON HANDBALL,SECK cheikh,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J15,26,27,rencontre_D2F_1_2223_452.pdf,26,27,R,-1,-1,0,0,1,F,0,0,D2,2223
SAEDKNG,SAMBRE AVESNOIS HANDBALL,PETIT clement,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J15,29,26,rencontre_D2F_1_2223_454.pdf,28,26,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKNI,HAVRE ATHLETIC CLUB HB,PELLAN stephane,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J16,27,24,rencontre_D2F_1_2223_456.pdf,27,24,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKNM,NOISY LE GRAND HANDBALL,GHERRAM farid,SAMBRE AVESNOIS HANDBALL,PETIT clement,J16,28,27,rencontre_D2F_1_2223_460.pdf,26,26,R,0,1,1,1,0,F,0,0,D2,2223
SAEDKNN,ACHENHEIM TRUCHTERSHEIM,BASNY jan,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J16,28,25,rencontre_D2F_1_2223_461.pdf,28,25,R,1,1,1,0,0,F,1,0,D2,2223
SAEDKNO,TOULOUSE FEMININ HANDBALL,VEDEL fabien,PALENTE BESANCON HANDBALL,SECK cheikh,J16,30,28,rencontre_D2F_1_2223_462.pdf,29,27,R,1,1,1,1,0,F,0,0,D2,2223
SAEDKNQ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,NOISY LE GRAND HANDBALL,GHERRAM farid,J17,29,31,rencontre_D2F_1_2223_464.pdf,28,31,R,-1,-1,0,0,0,F,0,1,D2,2223
SAEDKNR,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,LOMME LILLE METROPOLE HB,WORM laurent,J17,30,30,rencontre_D2F_1_2223_465.pdf,30,29,R,1,0,0,0,1,F,1,0,D2,2223
SAEDKNT,PALENTE BESANCON HANDBALL,SECK cheikh,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J17,24,24,rencontre_D2F_1_2223_467.pdf,22,24,R,-1,0,1,0,1,F,0,1,D2,2223
SAEDKNU,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J17,32,33,rencontre_D2F_1_2223_468.pdf,30,32,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKNW,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J18,30,26,rencontre_D2F_1_2223_470.pdf,29,26,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKNZ,NOISY LE GRAND HANDBALL,GHERRAM farid,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J18,22,19,rencontre_D2F_1_2223_473.pdf,21,19,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKOB,SAMBRE AVESNOIS HANDBALL,PETIT clement,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J18,24,25,rencontre_D2F_1_2223_475.pdf,22,25,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKOC,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,PALENTE BESANCON HANDBALL,SECK cheikh,J18,36,34,rencontre_D2F_1_2223_476.pdf,35,34,R,1,1,1,0,0,F,0,1,D2,2223
SAEDKOD,ASUL VAULX EN VELIN,MODENEL sebastien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J19,27,27,rencontre_D2F_1_2223_477.pdf,26,27,R,-1,0,1,0,1,F,0,0,D2,2223
SAEDKOE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J19,23,25,rencontre_D2F_1_2223_478.pdf,23,24,R,-1,-1,0,0,1,F,1,0,D2,2223
SAEDKOF,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J19,24,25,rencontre_D2F_1_2223_479.pdf,24,24,R,0,-1,0,0,0,F,1,0,D2,2223
SAEDKOK,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J20,23,24,rencontre_D2F_1_2223_484.pdf,22,23,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKON,NOISY LE GRAND HANDBALL,GHERRAM farid,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J20,28,25,rencontre_D2F_1_2223_487.pdf,27,25,R,1,1,1,1,0,F,1,0,D2,2223
SAEDKOR,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J21,25,26,rencontre_D2F_1_2223_491.pdf,23,24,R,-1,-1,0,0,0,F,1,0,D2,2223
SAEDKOU,PALENTE BESANCON HANDBALL,SECK cheikh,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J21,27,25,rencontre_D2F_1_2223_494.pdf,27,24,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKOV,STELLA SAINT-MAUR HANDBALL,SAMSON remi,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J21,25,22,rencontre_D2F_1_2223_495.pdf,24,22,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKOX,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J21,29,32,rencontre_D2F_1_2223_497.pdf,28,30,R,-1,-1,0,0,1,F,1,0,D2,2223
SAEDKPA,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,SAMBRE AVESNOIS HANDBALL,PETIT clement,J22,26,28,rencontre_D2F_1_2223_500.pdf,25,28,R,-1,-1,0,0,1,F,0,1,D2,2223
SAEDKPB,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J22,20,23,rencontre_D2F_1_2223_501.pdf,20,22,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKPC,NOISY LE GRAND HANDBALL,GHERRAM farid,LOMME LILLE METROPOLE HB,WORM laurent,J22,31,29,rencontre_D2F_1_2223_502.pdf,30,28,R,1,1,1,1,0,F,0,0,D2,2223
SAEDKPE,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,26,22,rencontre_D2F_1_2223_504.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2223
SAEDKPI,NOISY LE GRAND HANDBALL,GHERRAM farid,ASUL VAULX EN VELIN,MODENEL sebastien,J23,25,28,rencontre_D2F_1_2223_508.pdf,24,26,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKPM,ASUL VAULX EN VELIN,MODENEL sebastien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J24,27,30,rencontre_D2F_1_2223_512.pdf,27,29,R,-1,-1,0,0,0,F,0,0,D2,2223
SAEDKPO,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J24,26,27,rencontre_D2F_1_2223_514.pdf,26,26,R,0,-1,0,0,1,F,0,0,D2,2223
SAEDKPP,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J24,24,23,rencontre_D2F_1_2223_515.pdf,23,23,R,0,1,1,0,1,F,0,0,D2,2223
SAEDKPS,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,LOMME LILLE METROPOLE HB,SANZ aurore,J24,26,24,rencontre_D2F_1_2223_518.pdf,25,24,R,1,1,1,1,0,F,0,0,D2,2223
SAEDKPU,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J25,25,25,rencontre_D2F_1_2223_520.pdf,25,24,R,1,0,0,0,0,F,1,1,D2,2223
SAEDKPV,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J25,25,25,rencontre_D2F_1_2223_521.pdf,25,24,R,1,0,0,0,0,F,0,0,D2,2223
SAEDKPW,PALENTE BESANCON HANDBALL,SECK cheikh,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J25,33,33,rencontre_D2F_1_2223_522.pdf,32,33,R,-1,0,1,0,1,F,0,1,D2,2223
SAEDKPX,STELLA SAINT-MAUR HANDBALL,SAMSON remi,NOISY LE GRAND HANDBALL,GHERRAM farid,J25,27,31,rencontre_D2F_1_2223_523.pdf,27,30,R,-1,-1,0,0,0,F,1,0,D2,2223
SAEDKPY,SAMBRE AVESNOIS HANDBALL,PETIT clement,LOMME LILLE METROPOLE HB,SANZ aurore,J25,24,23,rencontre_D2F_1_2223_524.pdf,22,22,R,0,1,1,0,1,F,0,0,D2,2223
SAEDKQB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J26,27,28,rencontre_D2F_1_2223_527.pdf,27,27,R,0,-1,0,1,0,F,0,0,D2,2223
SAEDKQG,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J26,20,23,rencontre_D2F_1_2223_532.pdf,20,23,R,-1,-1,0,0,1,F,0,1,D2,2223
SAEDYUR,ES BESANCON FEMININ,MIZOULE sebastien,BREST BRETAGNE HANDBALL,MOREL pablo,J6,24,27,rencontre_D1F_2223_3005.pdf,24,26,R,-1,-1,0,0,0,F,1,0,D1,2223
SAEDZFO,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,BORDEAUX HANDBALL,PEYRABOUT benoit,J1,23,24,rencontre_D2H_2223_362.pdf,22,23,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZFS,CAEN HANDBALL,BEDOS roch,SARAN LOIRET HB,COURTIAL fabien,J1,28,26,rencontre_D2H_2223_366.pdf,28,25,R,1,1,1,1,0,H,1,0,D2,2223
SAEDZFT,NANCY METROPOLE HB,SYLLA yerime,STRASBOURG HANDBALL,LATHOUD denis,J1,28,26,rencontre_D2H_2223_367.pdf,27,25,R,1,1,1,1,0,H,1,0,D2,2223
SAEDZFU,BILLERE HANDBALL,DEHERME daniel,BESANCON HANDBALL,GUILLAUME benoit,J1,35,34,rencontre_D2H_2223_368.pdf,35,34,R,1,1,1,1,1,H,0,1,D2,2223
SAEDZFV,VILLEURBANNE HANDBALL,ZUZO semir,DIJON METROPOLE HB,CHADUTEAUD ulrich,J1,27,28,rencontre_D2H_2223_369.pdf,26,26,R,0,-1,0,1,1,H,0,0,D2,2223
SAEDZGA,MASSY ESSONNE HB,LEFEBVRE thomas,FRONTIGNAN HANDBALL,MARCOS asier,J2,33,28,rencontre_D2H_2223_374.pdf,31,28,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZGF,BESANCON HANDBALL,GUILLAUME benoit,SARAN LOIRET HB,COURTIAL fabien,J3,30,31,rencontre_D2H_2223_379.pdf,30,30,R,0,-1,0,0,0,H,0,0,D2,2223
SAEDZGH,VALENCE HANDBALL,BENKAHLA aziz,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J3,25,28,rencontre_D2H_2223_381.pdf,25,26,R,-1,-1,0,1,0,H,1,0,D2,2223
SAEDZGJ,FRONTIGNAN HANDBALL,MARCOS asier,BILLERE HANDBALL,DEHERME daniel,J3,29,28,rencontre_D2H_2223_383.pdf,29,27,R,1,1,1,1,0,H,0,0,D2,2223
SAEDZGR,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,31,30,rencontre_D2H_2223_391.pdf,30,28,R,1,1,1,0,1,H,0,0,D2,2223
SAEDZGU,BORDEAUX HANDBALL,PEYRABOUT benoit,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J5,30,32,rencontre_D2H_2223_394.pdf,30,32,R,-1,-1,0,0,1,H,1,0,D2,2223
SAEDZGV,VALENCE HANDBALL,BENKAHLA aziz,FRONTIGNAN HANDBALL,MARCOS asier,J5,25,25,rencontre_D2H_2223_395.pdf,25,24,R,1,0,0,0,0,H,0,0,D2,2223
SAEDZGW,MASSY ESSONNE HB,LEFEBVRE thomas,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J5,30,33,rencontre_D2H_2223_396.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZGX,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,BILLERE HANDBALL,DEHERME daniel,J5,30,28,rencontre_D2H_2223_397.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZGZ,STRASBOURG HANDBALL,LATHOUD denis,CHERBOURG HB,ROURA eduard,J5,28,31,rencontre_D2H_2223_399.pdf,27,29,R,-1,-1,0,0,1,H,1,1,D2,2223
SAEDZHE,SARAN LOIRET HB,COURTIAL fabien,VALENCE HANDBALL,BENKAHLA aziz,J6,30,30,rencontre_D2H_2223_404.pdf,28,29,R,-1,0,1,1,0,H,0,1,D2,2223
SAEDZHG,FRONTIGNAN HANDBALL,MARCOS asier,DIJON METROPOLE HB,CHADUTEAUD ulrich,J6,28,31,rencontre_D2H_2223_406.pdf,27,30,R,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZHJ,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,NANCY METROPOLE HB,SYLLA yerime,J6,28,26,rencontre_D2H_2223_409.pdf,27,25,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZHO,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BESANCON HANDBALL,GUILLAUME benoit,J7,32,30,rencontre_D2H_2223_414.pdf,31,29,R,1,1,1,0,0,H,1,0,D2,2223
SAEDZHP,STRASBOURG HANDBALL,LATHOUD denis,BORDEAUX HANDBALL,PEYRABOUT benoit,J7,22,23,rencontre_D2H_2223_415.pdf,22,23,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZHT,BESANCON HANDBALL,GUILLAUME benoit,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J8,33,36,rencontre_D2H_2223_419.pdf,32,35,R,-1,-1,0,0,0,H,1,0,D2,2223
SAEDZHU,SARAN LOIRET HB,COURTIAL fabien,BILLERE HANDBALL,DEHERME daniel,J8,33,29,rencontre_D2H_2223_420.pdf,32,29,R,1,1,1,0,0,H,0,1,D2,2223
