"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"421","TAETSUB","SARAN LOIRET HB","COURTIAL fabien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",31,32,"rencontre_D1H_2324_486.pdf","J6",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"saran loiret hb","limoges hand 87",9,10,-1,-0.00229857534633126
"422","TAETSUH","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",29,32,"rencontre_D1H_2324_492.pdf","J7",28,31,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"limoges hand 87","fenix toulouse handball",13,16,-3,-0.241350411364781
"423","TAETSUI","USAM NIMES GARD","CHAUVET jerome","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_493.pdf","J7",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"usam nimes gard","provence aix universite club handball",16,12,4,0.595331014699794
"424","TAETSUO","DIJON METROPOLE HB","CHADUTEAUD ulrich","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",30,30,"rencontre_D1H_2324_499.pdf","J8",30,29,"R",1,0,0,0,1,"H",0,0,"D1",2324,"dijon metropole hb","us creteil handball",8,8,0,0.117227342662894
"425","TAETSUT","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,33,"rencontre_D1H_2324_504.pdf","J9",35,32,"R",1,1,1,1,0,"H",0,0,"D1",2324,"us creteil handball","cesson rennes metropole hb",10,12,-2,-0.121824493355556
"426","TAETSUU","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","MONTPELLIER HANDBALL","CANAYER patrice",28,32,"rencontre_D1H_2324_505.pdf","J9",27,30,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"dunkerque handball grand littoral","montpellier handball",13,24,-11,-1.19755775543858
"427","TAETSUV","US IVRY HANDBALL","DINART didier","USAM NIMES GARD","CHAUVET jerome",28,24,"rencontre_D1H_2324_506.pdf","J9",26,23,"R",1,1,1,0,0,"H",0,0,"D1",2324,"us ivry handball","usam nimes gard",9,18,-9,-0.958505919420132
"428","TAETSUZ","SAINT-RAPHAEL VHB","BRAUX benjamin","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_510.pdf","J9",28,27,"R",1,1,1,0,0,"H",1,0,"D1",2324,"saint-raphael vhb","provence aix universite club handball",18,18,0,0.117227342662894
"429","TAETSVF","MONTPELLIER HANDBALL","CANAYER patrice","SAINT-RAPHAEL VHB","BRAUX benjamin",35,35,"rencontre_D1H_2324_516.pdf","J10",35,34,"R",1,0,0,1,1,"H",0,1,"D1",2324,"montpellier handball","saint-raphael vhb",27,21,6,0.834382850718245
"430","TAETSVH","SARAN LOIRET HB","COURTIAL fabien","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",28,28,"rencontre_D1H_2324_518.pdf","J10",28,27,"R",1,0,0,0,1,"H",0,0,"D1",2324,"saran loiret hb","us creteil handball",15,13,2,0.356279178681344
"431","TAETSVJ","CHAMBERY SAVOIE HB","MATHE erick","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,32,"rencontre_D1H_2324_520.pdf","J11",32,31,"R",1,1,1,0,1,"H",0,0,"D1",2324,"chambery savoie hb","fenix toulouse handball",18,26,-8,-0.838980001410907
"432","TAETSVL","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,32,"rencontre_D1H_2324_522.pdf","J11",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"dunkerque handball grand littoral","dijon metropole hb",17,12,5,0.714856932709019
"433","TAETSVM","US IVRY HANDBALL","DINART didier","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_523.pdf","J11",27,28,"R",-1,1,1,0,1,"H",0,1,"D1",2324,"us ivry handball","provence aix universite club handball",13,20,-7,-0.719454083401682
"434","TAETSVN","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,26,"rencontre_D1H_2324_524.pdf","J11",27,25,"R",1,1,1,1,0,"H",0,0,"D1",2324,"limoges hand 87","cesson rennes metropole hb",21,14,7,0.95390876872747
"435","TAETSVP","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","MONTPELLIER HANDBALL","CANAYER patrice",31,27,"rencontre_D1H_2324_526.pdf","J11",29,27,"R",1,1,1,0,0,"H",0,0,"D1",2324,"paris saint-germain handball","montpellier handball",30,29,1,0.236753260672119
"436","TAETSVQ","SAINT-RAPHAEL VHB","BRAUX benjamin","USAM NIMES GARD","CHAUVET jerome",31,33,"rencontre_D1H_2324_527.pdf","J11",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"saint-raphael vhb","usam nimes gard",23,20,3,0.475805096690569
"437","TAETSVR","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CHAMBERY SAVOIE HB","MATHE erick",35,34,"rencontre_D1H_2324_528.pdf","J12",33,33,"R",0,1,1,0,1,"H",0,1,"D1",2324,"provence aix universite club handball","chambery savoie hb",21,21,0,0.117227342662894
"438","TAETSVT","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SAINT-RAPHAEL VHB","BRAUX benjamin",24,27,"rencontre_D1H_2324_530.pdf","J12",23,25,"R",-1,-1,0,0,1,"H",0,1,"D1",2324,"c'chartres metropole handball","saint-raphael vhb",19,24,-5,-0.480402247383232
"439","TAETSVY","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,34,"rencontre_D1H_2324_535.pdf","J12",30,33,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"fenix toulouse handball","paris saint-germain handball",27,33,-6,-0.599928165392457
"440","TAETSWC","US IVRY HANDBALL","DINART didier","SARAN LOIRET HB","COURTIAL fabien",33,31,"rencontre_D1H_2324_539.pdf","J13",32,29,"R",1,1,1,1,0,"H",0,0,"D1",2324,"us ivry handball","saran loiret hb",17,21,-4,-0.360876329374007
"441","TAETSWH","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,29,"rencontre_D1H_2324_544.pdf","J14",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"cesson rennes metropole hb","chambery savoie hb",19,25,-6,-0.599928165392457
"442","TAETSWN","SARAN LOIRET HB","ROUSSEL jeremy","DIJON METROPOLE HB","CHADUTEAUD ulrich",31,29,"rencontre_D1H_2324_550.pdf","J14",30,29,"R",1,1,1,0,1,"H",0,0,"D1",2324,"saran loiret hb","dijon metropole hb",22,17,5,0.714856932709019
"443","TAETSWP","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,32,"rencontre_D1H_2324_552.pdf","J15",34,31,"R",1,1,1,0,0,"H",0,0,"D1",2324,"provence aix universite club handball","cesson rennes metropole hb",28,20,8,1.07343468673669
"444","TAETSWR","DIJON METROPOLE HB","CHADUTEAUD ulrich","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",32,36,"rencontre_D1H_2324_554.pdf","J15",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"dijon metropole hb","fenix toulouse handball",18,32,-14,-1.55613550946626
"445","TAETSWT","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2324_556.pdf","J15",36,33,"R",1,1,1,0,0,"H",0,0,"D1",2324,"limoges hand 87","us creteil handball",31,21,10,1.31248652275514
"446","TAETSWW","SARAN LOIRET HB","ROUSSEL jeremy","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,35,"rencontre_D1H_2324_559.pdf","J15",32,34,"R",-1,-1,0,0,0,"H",1,0,"D1",2324,"saran loiret hb","c'chartres metropole handball",25,22,3,0.475805096690569
"447","TAETSWY","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",39,40,"rencontre_D1H_2324_561.pdf","J16",37,39,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"us creteil handball","chambery savoie hb",22,31,-9,-0.958505919420132
"448","TAETSXD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,29,"rencontre_D1H_2324_566.pdf","J16",26,29,"R",-1,0,1,0,1,"H",0,1,"D1",2324,"fenix toulouse handball","limoges hand 87",35,34,1,0.236753260672119
"449","TAETSXF","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,29,"rencontre_D1H_2324_568.pdf","J17",29,29,"R",0,1,1,0,1,"H",0,0,"D1",2324,"chambery savoie hb","cesson rennes metropole hb",34,24,10,1.31248652275514
"450","TAETSXJ","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",35,38,"rencontre_D1H_2324_572.pdf","J17",35,38,"R",-1,-1,0,0,1,"H",0,1,"D1",2324,"limoges hand 87","provence aix universite club handball",36,32,4,0.595331014699794
"451","TAETSXN","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","USAM NIMES GARD","CHAUVET jerome",26,29,"rencontre_D1H_2324_576.pdf","J18",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"provence aix universite club handball","usam nimes gard",35,35,0,0.117227342662894
"452","TAETSXR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US IVRY HANDBALL","DINART didier",32,30,"rencontre_D1H_2324_580.pdf","J18",31,28,"R",1,1,1,1,0,"H",1,1,"D1",2324,"dunkerque handball grand littoral","us ivry handball",28,28,0,0.117227342662894
"453","TAETSXT","SAINT-RAPHAEL VHB","BRAUX benjamin","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_582.pdf","J18",34,32,"R",1,1,1,1,0,"H",1,0,"D1",2324,"saint-raphael vhb","chambery savoie hb",36,37,-1,-0.00229857534633126
"454","TAETSXY","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","SAINT-RAPHAEL VHB","BRAUX benjamin",34,31,"rencontre_D1H_2324_587.pdf","J19",33,30,"R",1,1,1,1,0,"H",0,0,"D1",2324,"limoges hand 87","saint-raphael vhb",38,39,-1,-0.00229857534633126
"455","TAETSYC","SARAN LOIRET HB","ROUSSEL jeremy","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",32,34,"rencontre_D1H_2324_591.pdf","J19",31,34,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"saran loiret hb","provence aix universite club handball",30,36,-6,-0.599928165392457
"456","TAETSYF","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,26,"rencontre_D1H_2324_594.pdf","J20",28,26,"R",1,1,1,0,0,"H",1,0,"D1",2324,"c'chartres metropole handball","us creteil handball",34,27,7,0.95390876872747
"457","TAETSYH","MONTPELLIER HANDBALL","CANAYER patrice","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",36,34,"rencontre_D1H_2324_596.pdf","J20",35,32,"R",1,1,1,1,0,"H",0,0,"D1",2324,"montpellier handball","limoges hand 87",48,41,7,0.95390876872747
"458","TAETSYI","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_597.pdf","J20",33,31,"R",1,1,1,0,1,"H",0,1,"D1",2324,"paris saint-germain handball","chambery savoie hb",56,39,17,2.14916794881972
"459","TAETSYJ","SAINT-RAPHAEL VHB","BRAUX benjamin","US IVRY HANDBALL","DINART didier",33,31,"rencontre_D1H_2324_598.pdf","J20",33,31,"R",1,1,1,0,0,"H",0,0,"D1",2324,"saint-raphael vhb","us ivry handball",40,30,10,1.31248652275514
"460","TAETSYS","USAM NIMES GARD","CHAUVET jerome","SAINT-RAPHAEL VHB","BRAUX benjamin",39,37,"rencontre_D1H_2324_607.pdf","J21",38,36,"R",1,1,1,0,0,"H",0,1,"D1",2324,"usam nimes gard","saint-raphael vhb",40,43,-3,-0.241350411364781
"461","TAETSYU","CESSON RENNES METROPOLE HB","LERICHE sebastien","SAINT-RAPHAEL VHB","BRAUX benjamin",26,26,"rencontre_D1H_2324_609.pdf","J22",25,26,"R",-1,0,1,0,1,"H",0,0,"D1",2324,"cesson rennes metropole hb","saint-raphael vhb",35,44,-9,-0.958505919420132
"462","TAETSYV","CHAMBERY SAVOIE HB","MATHE erick","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",37,39,"rencontre_D1H_2324_610.pdf","J22",35,38,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"chambery savoie hb","limoges hand 87",43,43,0,0.117227342662894
"463","TAETSZE","US IVRY HANDBALL","DINART didier","CHAMBERY SAVOIE HB","MATHE erick",30,29,"rencontre_D1H_2324_619.pdf","J23",29,29,"R",0,1,1,1,0,"H",0,0,"D1",2324,"us ivry handball","chambery savoie hb",35,44,-9,-0.958505919420132
"464","TAETSZF","HBC NANTES","COJEAN gregory","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",32,30,"rencontre_D1H_2324_620.pdf","J23",30,29,"R",1,1,1,0,1,"H",0,1,"D1",2324,"hbc nantes","paris saint-germain handball",60,65,-5,-0.480402247383232
"465","TAETSZG","USAM NIMES GARD","CHAUVET jerome","DIJON METROPOLE HB","CHADUTEAUD ulrich",39,37,"rencontre_D1H_2324_621.pdf","J23",37,36,"R",1,1,1,1,0,"H",0,1,"D1",2324,"usam nimes gard","dijon metropole hb",46,28,18,2.26869386682895
"466","TAETSZI","SARAN LOIRET HB","ROUSSEL jeremy","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,34,"rencontre_D1H_2324_623.pdf","J23",33,34,"R",-1,0,1,0,1,"H",0,0,"D1",2324,"saran loiret hb","cesson rennes metropole hb",36,37,-1,-0.00229857534633126
"467","TAETSZJ","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","US IVRY HANDBALL","DINART didier",38,37,"rencontre_D1H_2324_624.pdf","J24",37,36,"R",1,1,1,1,0,"H",0,0,"D1",2324,"provence aix universite club handball","us ivry handball",45,38,7,0.95390876872747
"468","TAETSZR","CESSON RENNES METROPOLE HB","LERICHE sebastien","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",24,27,"rencontre_D1H_2324_632.pdf","J25",23,25,"R",-1,-1,0,0,0,"H",0,1,"D1",2324,"cesson rennes metropole hb","paris saint-germain handball",42,69,-27,-3.10997244358618
"469","TAETSZW","US IVRY HANDBALL","DINART didier","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",27,28,"rencontre_D1H_2324_637.pdf","J25",27,27,"R",0,-1,0,0,1,"H",0,0,"D1",2324,"us ivry handball","limoges hand 87",39,52,-13,-1.43660959145703
"470","TAETTAB","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",26,27,"rencontre_D1H_2324_642.pdf","J26",26,26,"R",0,-1,0,0,1,"H",0,0,"D1",2324,"us ivry handball","us creteil handball",40,35,5,0.714856932709019
"471","TAETTAE","USAM NIMES GARD","CHAUVET jerome","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",31,29,"rencontre_D1H_2324_645.pdf","J26",30,28,"R",1,1,1,1,0,"H",0,0,"D1",2324,"usam nimes gard","c'chartres metropole handball",51,42,9,1.19296060474592
"472","TAETTAI","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",31,34,"rencontre_D1H_2324_649.pdf","J27",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"c'chartres metropole handball","fenix toulouse handball",43,57,-14,-1.55613550946626
"473","TAETTAT","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",32,32,"rencontre_D1H_2324_660.pdf","J28",30,31,"R",-1,0,1,0,0,"H",0,1,"D1",2324,"limoges hand 87","dunkerque handball grand littoral",58,50,8,1.07343468673669
"474","TAETTAU","MONTPELLIER HANDBALL","CANAYER patrice","HBC NANTES","COJEAN gregory",31,33,"rencontre_D1H_2324_661.pdf","J28",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"montpellier handball","hbc nantes",71,75,-4,-0.360876329374007
"475","TAETTAV","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","USAM NIMES GARD","CHAUVET jerome",32,33,"rencontre_D1H_2324_662.pdf","J28",31,32,"R",-1,-1,0,1,1,"H",0,0,"D1",2324,"paris saint-germain handball","usam nimes gard",78,57,21,2.62727162085662
"476","TAETTAX","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","MONTPELLIER HANDBALL","CANAYER patrice",27,29,"rencontre_D1H_2324_664.pdf","J29",26,27,"R",-1,-1,0,1,0,"H",0,0,"D1",2324,"provence aix universite club handball","montpellier handball",58,72,-14,-1.55613550946626
"477","TAETTBA","DIJON METROPOLE HB","PECAUD samuel","SAINT-RAPHAEL VHB","BRAUX benjamin",32,34,"rencontre_D1H_2324_667.pdf","J29",31,34,"R",-1,-1,0,0,1,"H",0,0,"D1",2324,"dijon metropole hb","saint-raphael vhb",38,53,-15,-1.67566142747548
"478","TAETTBE","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","CHAMBERY SAVOIE HB","MATHE erick",33,32,"rencontre_D1H_2324_671.pdf","J29",31,32,"R",-1,1,1,1,1,"H",0,1,"D1",2324,"fenix toulouse handball","chambery savoie hb",63,57,6,0.834382850718245
"479","TAETTBG","CHAMBERY SAVOIE HB","MATHE erick","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,27,"rencontre_D1H_2324_673.pdf","J30",28,26,"R",1,1,1,0,0,"H",0,0,"D1",2324,"chambery savoie hb","dunkerque handball grand littoral",58,55,3,0.475805096690569
"480","TAETTBJ","HBC NANTES","COJEAN gregory","USAM NIMES GARD","CHAUVET jerome",36,32,"rencontre_D1H_2324_676.pdf","J30",35,32,"R",1,1,1,0,0,"H",0,0,"D1",2324,"hbc nantes","usam nimes gard",81,61,20,2.5077457028474
"481","TAEUAGL","STELLA SAINT-MAUR HANDBALL","SAMSON remi","ES BESANCON FEMININ","MIZOULE sebastien",26,25,"rencontre_D1F_2324_534.pdf","J2",26,24,"R",1,1,1,1,0,"F",0,0,"D1",2324,"stella saint-maur handball","es besancon feminin",1,3,-2,-0.121824493355556
"482","TAEUAGM","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan",26,25,"rencontre_D1F_2324_535.pdf","J2",26,24,"R",1,1,1,1,1,"F",0,0,"D1",2324,"toulon metropole var handball","strasbourg achenheim truchtersheim handball",1,1,0,0.117227342662894
"483","TAEUAGU","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",28,27,"rencontre_D1F_2324_543.pdf","J3",28,27,"R",1,1,1,1,0,"F",0,0,"D1",2324,"chambray touraine handball","jda bourgogne dijon handball",4,5,-1,-0.00229857534633126
"484","TAEUAGW","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","PARIS","MESSAOUDI yacine",29,32,"rencontre_D1F_2324_545.pdf","J3",29,31,"R",-1,-1,0,0,1,"F",1,0,"D1",2324,"ogc nice cote d'azur handball","paris 92",5,4,1,0.236753260672119
"485","TAEUAHA","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",32,29,"rencontre_D1F_2324_549.pdf","J4",31,28,"R",1,1,1,1,0,"F",1,1,"D1",2324,"jda bourgogne dijon handball","toulon metropole var handball",6,5,1,0.236753260672119
"486","TAEUAHB","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",31,30,"rencontre_D1F_2324_550.pdf","J4",31,29,"R",1,1,1,0,0,"F",1,0,"D1",2324,"st amand handball -  porte du hainaut","chambray touraine handball",3,7,-4,-0.360876329374007
"487","TAEUAHE","PARIS","MESSAOUDI yacine","ES BESANCON FEMININ","MIZOULE sebastien",30,29,"rencontre_D1F_2324_553.pdf","J4",30,29,"R",1,1,1,1,0,"F",0,0,"D1",2324,"paris 92","es besancon feminin",7,7,0,0.117227342662894
"488","TAEUAHF","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","STELLA SAINT-MAUR HANDBALL","SAMSON remi",27,25,"rencontre_D1F_2324_554.pdf","J4",27,24,"R",1,1,1,0,0,"F",0,0,"D1",2324,"strasbourg achenheim truchtersheim handball","stella saint-maur handball",3,5,-2,-0.121824493355556
"489","TAEUAHQ","ES BESANCON FEMININ","MIZOULE sebastien","HANDBALL PLAN DE CUQUES","SPINCER angelique",29,27,"rencontre_D1F_2324_565.pdf","J6",29,27,"R",1,1,1,0,0,"F",0,1,"D1",2324,"es besancon feminin","handball plan de cuques",11,11,0,0.117227342662894
"490","TAEUAHR","PARIS","MESSAOUDI yacine","BREST BRETAGNE HANDBALL","MOREL pablo",31,33,"rencontre_D1F_2324_566.pdf","J6",31,32,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"paris 92","brest bretagne handball",13,15,-2,-0.121824493355556
"491","TAEUAHT","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,31,"rencontre_D1F_2324_568.pdf","J6",28,31,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"strasbourg achenheim truchtersheim handball","ogc nice cote d'azur handball",7,8,-1,-0.00229857534633126
"492","TAEUAHU","BREST BRETAGNE HANDBALL","MOREL pablo","HANDBALL PLAN DE CUQUES","SPINCER angelique",28,24,"rencontre_D1F_2324_569.pdf","J7",27,24,"R",1,1,1,1,0,"F",1,0,"D1",2324,"brest bretagne handball","handball plan de cuques",18,12,6,0.834382850718245
"493","TAEUAHZ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","PARIS","MESSAOUDI yacine",28,32,"rencontre_D1F_2324_574.pdf","J7",28,31,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"stella saint-maur handball","paris 92",8,14,-6,-0.599928165392457
"494","TAEUAIH","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",27,28,"rencontre_D1F_2324_582.pdf","J8",25,27,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"st amand handball -  porte du hainaut","jda bourgogne dijon handball",11,13,-2,-0.121824493355556
"495","TAEUAIJ","LES NEPTUNES DE NANTES","THOMSEN helle","ES BESANCON FEMININ","MIZOULE sebastien",25,23,"rencontre_D1F_2324_584.pdf","J9",24,22,"R",1,1,1,1,1,"F",0,0,"D1",2324,"les neptunes de nantes","es besancon feminin",20,17,3,0.475805096690569
"496","TAEUAIL","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe","MERIGNAC HANDBALL","CHAGNARD christophe",31,31,"rencontre_D1F_2324_586.pdf","J9",29,31,"R",-1,0,1,1,0,"F",0,0,"D1",2324,"jda bourgogne dijon handball","merignac handball",16,12,4,0.595331014699794
"497","TAEUAIN","STELLA SAINT-MAUR HANDBALL","SAMSON remi","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",23,24,"rencontre_D1F_2324_588.pdf","J9",23,24,"R",-1,-1,0,1,0,"F",0,0,"D1",2324,"stella saint-maur handball","st amand handball -  porte du hainaut",10,12,-2,-0.121824493355556
"498","TAEUAIO","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","PARIS","MESSAOUDI yacine",30,33,"rencontre_D1F_2324_589.pdf","J9",29,32,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"strasbourg achenheim truchtersheim handball","paris 92",10,18,-8,-0.838980001410907
"499","TAEUAIY","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",27,25,"rencontre_D1F_2324_599.pdf","J11",27,24,"R",1,1,1,1,0,"F",0,0,"D1",2324,"chambray touraine handball","ogc nice cote d'azur handball",22,17,5,0.714856932709019
"500","TAEUAJA","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","PARIS","MESSAOUDI yacine",24,27,"rencontre_D1F_2324_601.pdf","J11",24,27,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"st amand handball -  porte du hainaut","paris 92",16,24,-8,-0.838980001410907
"501","TAEUAJJ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",22,24,"rencontre_D1F_2324_610.pdf","J12",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"stella saint-maur handball","jda bourgogne dijon handball",13,20,-7,-0.719454083401682
"502","TAEUAJK","METZ HANDBALL","MAYONNADE emmanuel","BREST BRETAGNE HANDBALL","MOREL pablo",22,23,"rencontre_D1F_2324_611.pdf","J13",22,23,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"metz handball","brest bretagne handball",36,36,0,0.117227342662894
"503","TAEUAJL","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","DELARUE jerome",24,23,"rencontre_D1F_2324_612.pdf","J13",23,23,"R",0,1,1,0,1,"F",0,0,"D1",2324,"chambray touraine handball","les neptunes de nantes",26,32,-6,-0.599928165392457
"504","TAEUAJR","BREST BRETAGNE HANDBALL","MOREL pablo","PARIS","MESSAOUDI yacine",26,24,"rencontre_D1F_2324_618.pdf","J14",26,23,"R",1,1,1,0,0,"F",0,0,"D1",2324,"brest bretagne handball","paris 92",39,33,6,0.834382850718245
"505","TAEUAJV","MERIGNAC HANDBALL","NORMAND julia","ES BESANCON FEMININ","MIZOULE sebastien",26,24,"rencontre_D1F_2324_622.pdf","J14",25,23,"R",1,1,1,1,0,"F",0,0,"D1",2324,"merignac handball","es besancon feminin",20,26,-6,-0.599928165392457
"506","TAEUAKB","HANDBALL PLAN DE CUQUES","SPINCER angelique","MERIGNAC HANDBALL","CHAGNARD christophe",28,27,"rencontre_D1F_2324_628.pdf","J15",28,27,"R",1,1,1,1,0,"F",0,0,"D1",2324,"handball plan de cuques","merignac handball",29,23,6,0.834382850718245
"507","TAEUAKG","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","ES BESANCON FEMININ","MIZOULE sebastien",27,26,"rencontre_D1F_2324_633.pdf","J16",27,26,"R",1,1,1,1,1,"F",0,0,"D1",2324,"chambray touraine handball","es besancon feminin",33,29,4,0.595331014699794
