"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"160","SAEDZKY","MASSY ESSONNE HB","LEFEBVRE thomas","VALENCE HANDBALL","BENKAHLA aziz",28,29,"rencontre_D2H_2223_502.pdf","J18",27,29,"R",-1,-1,0,0,0,"H",0,1,"D2",2223,"massy essonne hb","valence handball",35,27,8,1.07343468673669
"161","SAEDZKZ","FRONTIGNAN HANDBALL","ANTONIO MARCOS asier","CAEN HANDBALL","BEDOS roch",32,31,"rencontre_D2H_2223_503.pdf","J18",31,30,"R",1,1,1,1,1,"H",1,1,"D2",2223,"frontignan handball","caen handball",42,38,4,0.595331014699794
"162","SAEDZLD","SARAN LOIRET HB","COURTIAL fabien","VILLEURBANNE HANDBALL","BOUGEANT frederic",32,30,"rencontre_D2H_2223_507.pdf","J19",31,28,"R",1,1,1,1,0,"H",0,0,"D2",2223,"saran loiret hb","villeurbanne handball",44,21,23,2.86632345687507
"163","SAEDZLE","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",29,27,"rencontre_D2H_2223_508.pdf","J19",29,27,"R",1,1,1,1,1,"H",1,0,"D2",2223,"pontault-combault handball","valence handball",45,30,15,1.91011611280127
"164","SAEDZLL","VALENCE HANDBALL","BENKAHLA aziz","BESANCON HANDBALL","GUILLAUME benoit",26,29,"rencontre_D2H_2223_515.pdf","J20",26,27,"R",-1,-1,0,1,0,"H",0,0,"D2",2223,"valence handball","besancon handball",31,29,2,0.356279178681344
"165","SAEDZLM","CHERBOURG HB","FERNANDEZ ROURA eduard","DIJON METROPOLE HB","CHADUTEAUD ulrich",25,25,"rencontre_D2H_2223_516.pdf","J20",24,25,"R",-1,0,1,1,1,"H",0,1,"D2",2223,"cherbourg hb","dijon metropole hb",33,50,-17,-1.91471326349393
"166","SAEDZLN","MASSY ESSONNE HB","LEFEBVRE thomas","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",25,26,"rencontre_D2H_2223_517.pdf","J20",25,25,"R",0,-1,0,0,0,"H",0,0,"D2",2223,"massy essonne hb","pontault-combault handball",37,48,-11,-1.19755775543858
"167","SAEDZLO","CAEN HANDBALL","BEDOS roch","STRASBOURG HANDBALL","MANGIN pierre",29,28,"rencontre_D2H_2223_518.pdf","J20",28,27,"R",1,1,1,0,1,"H",0,0,"D2",2223,"caen handball","strasbourg handball",40,22,18,2.26869386682895
"168","SAEDZLQ","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",32,31,"rencontre_D2H_2223_520.pdf","J20",31,31,"R",0,1,1,1,1,"H",0,0,"D2",2223,"tremblay-en-france handball","sarrebourg moselle sud handball",49,37,12,1.5515383587736
"169","SAEDZLR","VILLEURBANNE HANDBALL","BOUGEANT frederic","BILLERE HANDBALL","DEHERME daniel",28,27,"rencontre_D2H_2223_521.pdf","J20",28,26,"R",1,1,1,0,0,"H",0,0,"D2",2223,"villeurbanne handball","billere handball",22,36,-14,-1.55613550946626
"170","SAEDZLS","BESANCON HANDBALL","GUILLAUME benoit","MASSY ESSONNE HB","LEFEBVRE thomas",36,34,"rencontre_D2H_2223_522.pdf","J21",36,33,"R",1,1,1,0,0,"H",0,0,"D2",2223,"besancon handball","massy essonne hb",32,38,-6,-0.599928165392457
"171","SAEDZLU","FRONTIGNAN HANDBALL","ANTONIO MARCOS asier","VILLEURBANNE HANDBALL","BOUGEANT frederic",35,34,"rencontre_D2H_2223_524.pdf","J21",34,34,"R",0,1,1,0,1,"H",0,1,"D2",2223,"frontignan handball","villeurbanne handball",51,25,26,3.22490121090275
"172","SAEDZLW","CAEN HANDBALL","BEDOS roch","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",34,31,"rencontre_D2H_2223_526.pdf","J21",33,30,"R",1,1,1,1,0,"H",0,0,"D2",2223,"caen handball","tremblay-en-france handball",43,52,-9,-0.958505919420132
"173","SAEDZMA","BILLERE HANDBALL","DEHERME daniel","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",27,28,"rencontre_D2H_2223_530.pdf","J22",26,27,"R",-1,-1,0,1,0,"H",0,1,"D2",2223,"billere handball","sarrebourg moselle sud handball",39,39,0,0.117227342662894
"174","SAEDZMF","CHERBOURG HB","FERNANDEZ ROURA eduard","BORDEAUX HANDBALL","PEYRABOUT benoit",28,29,"rencontre_D2H_2223_535.pdf","J22",26,28,"R",-1,-1,0,1,0,"H",0,0,"D2",2223,"cherbourg hb","bordeaux handball",38,41,-3,-0.241350411364781
"175","SAEDZMK","DIJON METROPOLE HB","CHADUTEAUD ulrich","SARAN LOIRET HB","COURTIAL fabien",30,29,"rencontre_D2H_2223_540.pdf","J23",29,29,"R",0,1,1,0,0,"H",1,1,"D2",2223,"dijon metropole hb","saran loiret hb",58,56,2,0.356279178681344
"176","SAEDZML","STRASBOURG HANDBALL","MANGIN pierre","BILLERE HANDBALL","DEHERME daniel",24,26,"rencontre_D2H_2223_541.pdf","J23",22,25,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"strasbourg handball","billere handball",25,40,-15,-1.67566142747548
"177","SAEDZMN","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",28,27,"rencontre_D2H_2223_543.pdf","J23",28,26,"R",1,1,1,1,0,"H",1,0,"D2",2223,"sarrebourg moselle sud handball","valence handball",42,36,6,0.834382850718245
"178","SAEDZMS","BILLERE HANDBALL","DEHERME daniel","FRONTIGNAN HANDBALL","ANTONIO MARCOS asier",32,31,"rencontre_D2H_2223_548.pdf","J24",31,29,"R",1,1,1,0,0,"H",0,0,"D2",2223,"billere handball","frontignan handball",43,58,-15,-1.67566142747548
"179","SAEDZMW","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","DIJON METROPOLE HB","CHADUTEAUD ulrich",26,24,"rencontre_D2H_2223_552.pdf","J24",25,23,"R",1,1,1,0,1,"H",0,1,"D2",2223,"pontault-combault handball","dijon metropole hb",58,61,-3,-0.241350411364781
"180","SAEDZNB","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","BORDEAUX HANDBALL","PEYRABOUT benoit",26,26,"rencontre_D2H_2223_557.pdf","J25",26,24,"R",1,0,0,1,1,"H",0,0,"D2",2223,"sarrebourg moselle sud handball","bordeaux handball",46,48,-2,-0.121824493355556
"181","SAEDZNC","NANCY METROPOLE","SYLLA yerime","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",28,30,"rencontre_D2H_2223_558.pdf","J25",27,29,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"nancy handball","pontault-combault handball",46,61,-15,-1.67566142747548
"182","SAEDZNH","VALENCE HANDBALL","BENKAHLA aziz","VILLEURBANNE HANDBALL","BOUGEANT frederic",32,29,"rencontre_D2H_2223_563.pdf","J26",30,29,"R",1,1,1,0,1,"H",0,0,"D2",2223,"valence handball","villeurbanne handball",40,31,9,1.19296060474592
"183","SAEDZNI","MASSY ESSONNE HB","LEFEBVRE thomas","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",26,30,"rencontre_D2H_2223_564.pdf","J26",26,29,"R",-1,-1,0,0,1,"H",0,0,"D2",2223,"massy essonne hb","tremblay-en-france handball",47,65,-18,-2.03423918150316
"184","SAEDZNJ","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",28,29,"rencontre_D2H_2223_565.pdf","J26",28,28,"R",0,-1,0,0,1,"H",0,0,"D2",2223,"pontault-combault handball","sarrebourg moselle sud handball",64,48,16,2.0296420308105
"185","SAEDZNP","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","MASSY ESSONNE HB","LEFEBVRE thomas",35,34,"rencontre_D2H_2223_571.pdf","J27",35,32,"R",1,1,1,0,0,"H",1,0,"D2",2223,"sarrebourg moselle sud handball","massy essonne hb",51,48,3,0.475805096690569
"186","SAEDZNS","CAEN HANDBALL","BEDOS roch","DIJON METROPOLE HB","CHADUTEAUD ulrich",27,26,"rencontre_D2H_2223_574.pdf","J27",25,25,"R",0,1,1,1,0,"H",0,1,"D2",2223,"caen handball","dijon metropole hb",53,68,-15,-1.67566142747548
"187","SAEDZNU","BILLERE HANDBALL","DEHERME daniel","SARAN LOIRET HB","COURTIAL fabien",30,31,"rencontre_D2H_2223_576.pdf","J27",29,30,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"billere handball","saran loiret hb",52,66,-14,-1.55613550946626
"188","SAEDZNV","VILLEURBANNE HANDBALL","BOUGEANT frederic","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",31,32,"rencontre_D2H_2223_577.pdf","J27",31,32,"R",-1,-1,0,0,1,"H",0,1,"D2",2223,"villeurbanne handball","pontault-combault handball",32,65,-33,-3.82712795164153
"189","SAEDZNW","BORDEAUX HANDBALL","PEYRABOUT benoit","CAEN HANDBALL","BEDOS roch",26,25,"rencontre_D2H_2223_578.pdf","J28",25,25,"R",0,1,1,0,1,"H",0,0,"D2",2223,"bordeaux handball","caen handball",54,56,-2,-0.121824493355556
"190","SAEDZNX","BESANCON HANDBALL","GUILLAUME benoit","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",28,30,"rencontre_D2H_2223_579.pdf","J28",27,29,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"besancon handball","sarrebourg moselle sud handball",43,54,-11,-1.19755775543858
"191","SAEDZNY","MASSY ESSONNE HB","LEFEBVRE thomas","VILLEURBANNE HANDBALL","BOUGEANT frederic",33,35,"rencontre_D2H_2223_580.pdf","J28",33,35,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"massy essonne hb","villeurbanne handball",49,33,16,2.0296420308105
"192","SAEDZOA","CHERBOURG HB","FERNANDEZ ROURA eduard","NANCY METROPOLE","SYLLA yerime",37,34,"rencontre_D2H_2223_582.pdf","J28",36,34,"R",1,1,1,1,1,"H",0,0,"D2",2223,"cherbourg hb","nancy handball",48,53,-5,-0.480402247383232
"193","SAEDZOB","VALENCE HANDBALL","BENKAHLA aziz","BILLERE HANDBALL","DEHERME daniel",30,31,"rencontre_D2H_2223_583.pdf","J28",29,30,"R",-1,-1,0,1,0,"H",0,0,"D2",2223,"valence handball","billere handball",44,53,-9,-0.958505919420132
"194","SAEDZOE","VILLEURBANNE HANDBALL","BOUGEANT frederic","BORDEAUX HANDBALL","PEYRABOUT benoit",29,31,"rencontre_D2H_2223_586.pdf","J29",28,31,"R",-1,-1,0,0,0,"H",0,0,"D2",2223,"villeurbanne handball","bordeaux handball",36,57,-21,-2.39281693553083
"195","SAEDZOK","CAEN HANDBALL","BEDOS roch","BESANCON HANDBALL","GUILLAUME benoit",30,29,"rencontre_D2H_2223_592.pdf","J29",30,28,"R",1,1,1,1,0,"H",0,0,"D2",2223,"caen handball","besancon handball",57,44,13,1.67106427678282
"196","SAEDZOO","CHERBOURG HB","FERNANDEZ ROURA eduard","CAEN HANDBALL","BEDOS roch",29,31,"rencontre_D2H_2223_596.pdf","J30",29,30,"R",-1,-1,0,0,1,"H",0,0,"D2",2223,"cherbourg hb","caen handball",52,60,-8,-0.838980001410907
"197","SAEDZOS","BESANCON HANDBALL","GUILLAUME benoit","FRONTIGNAN HANDBALL","ANTONIO MARCOS asier",31,31,"rencontre_D2H_2223_600.pdf","J30",31,30,"R",1,0,0,1,0,"H",0,0,"D2",2223,"besancon handball","frontignan handball",45,70,-25,-2.87092060756773
"198","SAEDZOT","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","NANCY METROPOLE","SYLLA yerime",32,32,"rencontre_D2H_2223_601.pdf","J30",31,32,"R",-1,0,1,0,1,"H",0,0,"D2",2223,"tremblay-en-france handball","nancy handball",75,57,18,2.26869386682895
"199","SAEEACL","SAINT RAPHAEL VHB","BRAUX benjamin","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",32,30,"rencontre_D1H_2223_3952.pdf","J1",32,29,"R",1,1,1,0,0,"H",1,0,"D1",2223,"saint raphael vhb","limoges hand 87",0,0,0,0.117227342662894
"200","SAEEACO","US IVRY HANDBALL","QUINTALLET sebastien","CESSON RENNES METROPOLE HB","LERICHE sebastien",23,27,"rencontre_D1H_2223_3955.pdf","J1",23,26,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"us ivry handball","cesson rennes metropole hb",0,0,0,0.117227342662894
"201","SAEEACP","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,29,"rencontre_D1H_2223_3956.pdf","J1",27,29,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"selestat alsace handball","dunkerque handball grand littoral",0,0,0,0.117227342662894
"202","SAEEACS","MONTPELLIER HANDBALL","CANAYER patrice","HBC NANTES","COJEAN gregory",29,30,"rencontre_D1H_2223_3959.pdf","J2",29,30,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"montpellier handball","hbc nantes",3,3,0,0.117227342662894
"203","SAEEACT","CESSON RENNES METROPOLE HB","LERICHE sebastien","SAINT RAPHAEL VHB","BRAUX benjamin",28,24,"rencontre_D1H_2223_3960.pdf","J2",27,24,"R",1,1,1,0,0,"H",0,0,"D1",2223,"cesson rennes metropole hb","saint raphael vhb",3,3,0,0.117227342662894
"204","SAEEACV","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",32,36,"rencontre_D1H_2223_3962.pdf","J2",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"us creteil handball","chambery savoie hb",1,1,0,0.117227342662894
"205","SAEEACW","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","USAM NIMES GARD","VRANJES ljubomir",32,34,"rencontre_D1H_2223_3963.pdf","J2",30,32,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"dunkerque handball grand littoral","usam nimes gard",3,1,2,0.356279178681344
"206","SAEEADD","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",40,38,"rencontre_D1H_2223_3970.pdf","J3",38,36,"R",1,1,1,0,0,"H",0,0,"D1",2223,"us creteil handball","c'chartres metropole handball",2,4,-2,-0.121824493355556
"207","SAEEADE","ISTRES PROVENCE HANDBALL","DEROT gilles","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",33,34,"rencontre_D1H_2223_3971.pdf","J3",31,32,"R",-1,-1,0,0,1,"H",1,1,"D1",2223,"istres provence handball","limoges hand 87",2,4,-2,-0.121824493355556
"208","SAEEADI","USAM NIMES GARD","VRANJES ljubomir","CHAMBERY SAVOIE HB","MATHE erick",34,37,"rencontre_D1H_2223_3975.pdf","J4",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"usam nimes gard","chambery savoie hb",7,7,0,0.117227342662894
"209","SAEEADJ","SAINT RAPHAEL VHB","BRAUX benjamin","HBC NANTES","COJEAN gregory",35,38,"rencontre_D1H_2223_3976.pdf","J4",35,37,"R",-1,-1,0,0,1,"H",0,1,"D1",2223,"saint raphael vhb","hbc nantes",5,9,-4,-0.360876329374007
"210","SAEEADQ","CHAMBERY SAVOIE HB","MATHE erick","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",26,23,"rencontre_D1H_2223_3983.pdf","J5",25,23,"R",1,1,1,1,0,"H",1,1,"D1",2223,"chambery savoie hb","provence aix universite club handball",10,10,0,0.117227342662894
"211","SAEEADR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","US IVRY HANDBALL","QUINTALLET sebastien",32,31,"rencontre_D1H_2223_3984.pdf","J5",32,31,"R",1,1,1,0,0,"H",0,0,"D1",2223,"fenix toulouse handball","us ivry handball",8,8,0,0.117227342662894
"212","SAEEADS","US CRETEIL HANDBALL","Officiel B ESPARRE christophe","USAM NIMES GARD","Officiel B BALMOSSIERE yann",27,30,"rencontre_D1H_2223_3985.pdf","J5",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"us creteil handball","usam nimes gard",6,8,-2,-0.121824493355556
"213","SAEEADT","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",26,27,"rencontre_D1H_2223_3986.pdf","J5",26,27,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"limoges hand 87","dunkerque handball grand littoral",8,8,0,0.117227342662894
"214","SAEEADV","SELESTAT ALSACE HANDBALL","Officiel B HAEGELI thomas","CESSON RENNES METROPOLE HB","Officiel B LEMAIRE yann",22,23,"rencontre_D1H_2223_3988.pdf","J5",22,23,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"selestat alsace handball","cesson rennes metropole hb",4,10,-6,-0.599928165392457
"215","SAEEADY","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",26,24,"rencontre_D1H_2223_3991.pdf","J6",25,24,"R",1,1,1,1,1,"H",0,0,"D1",2223,"provence aix universite club handball","fenix toulouse handball",11,11,0,0.117227342662894
"216","SAEEADZ","USAM NIMES GARD","VRANJES ljubomir","ISTRES PROVENCE HANDBALL","DEROT gilles",37,34,"rencontre_D1H_2223_3992.pdf","J6",37,34,"R",1,1,1,0,0,"H",0,0,"D1",2223,"usam nimes gard","istres provence handball",11,5,6,0.834382850718245
"217","SAEEAEB","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","CHAMBERY SAVOIE HB","MATHE erick",29,28,"rencontre_D1H_2223_3994.pdf","J6",29,28,"R",1,1,1,1,0,"H",0,0,"D1",2223,"c'chartres metropole handball","chambery savoie hb",7,13,-6,-0.599928165392457
"218","SAEEAEC","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",31,32,"rencontre_D1H_2223_3995.pdf","J6",31,31,"R",0,-1,0,1,1,"H",0,1,"D1",2223,"dunkerque handball grand littoral","us creteil handball",11,7,4,0.595331014699794
"219","SAEEAEF","CHAMBERY SAVOIE HB","MATHE erick","SAINT RAPHAEL VHB","BRAUX benjamin",25,24,"rencontre_D1H_2223_3998.pdf","J7",25,23,"R",1,1,1,0,0,"H",1,0,"D1",2223,"chambery savoie hb","saint raphael vhb",14,10,4,0.595331014699794
"220","SAEEAEP","SAINT RAPHAEL VHB","BRAUX benjamin","ISTRES PROVENCE HANDBALL","DEROT gilles",33,32,"rencontre_D1H_2223_4008.pdf","J8",33,32,"R",1,1,1,1,0,"H",0,0,"D1",2223,"saint raphael vhb","istres provence handball",11,9,2,0.356279178681344
"221","SAEEAEQ","CESSON RENNES METROPOLE HB","LERICHE sebastien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",30,27,"rencontre_D1H_2223_4009.pdf","J8",29,26,"R",1,1,1,1,0,"H",1,0,"D1",2223,"cesson rennes metropole hb","limoges hand 87",17,13,4,0.595331014699794
"222","SAEEAER","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",24,24,"rencontre_D1H_2223_4010.pdf","J8",23,24,"R",-1,0,1,1,1,"H",0,0,"D1",2223,"c'chartres metropole handball","fenix toulouse handball",11,15,-4,-0.360876329374007
"223","SAEEAES","US IVRY HANDBALL","QUINTALLET sebastien","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",30,30,"rencontre_D1H_2223_4011.pdf","J8",30,29,"R",1,0,0,0,0,"H",1,1,"D1",2223,"us ivry handball","dunkerque handball grand littoral",11,13,-2,-0.121824493355556
"224","SAEEAET","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","USAM NIMES GARD","VRANJES ljubomir",25,28,"rencontre_D1H_2223_4012.pdf","J8",24,27,"R",-1,-1,0,0,0,"H",1,0,"D1",2223,"selestat alsace handball","usam nimes gard",7,15,-8,-0.838980001410907
"225","SAEEAEV","CHAMBERY SAVOIE HB","MATHE erick","MONTPELLIER HANDBALL","CANAYER patrice",30,31,"rencontre_D1H_2223_4014.pdf","J9",29,30,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"chambery savoie hb","montpellier handball",18,22,-4,-0.360876329374007
"226","SAEEAEZ","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","SAINT RAPHAEL VHB","BRAUX benjamin",31,29,"rencontre_D1H_2223_4018.pdf","J9",30,27,"R",1,1,1,0,0,"H",1,0,"D1",2223,"dunkerque handball grand littoral","saint raphael vhb",15,14,1,0.236753260672119
"227","SAEEAFB","ISTRES PROVENCE HANDBALL","DEROT gilles","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",32,34,"rencontre_D1H_2223_4020.pdf","J9",32,33,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"istres provence handball","c'chartres metropole handball",10,13,-3,-0.241350411364781
"228","SAEEAFF","SAINT RAPHAEL VHB","BRAUX benjamin","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",36,32,"rencontre_D1H_2223_4024.pdf","J10",35,32,"R",1,1,1,1,1,"H",0,0,"D1",2223,"saint raphael vhb","fenix toulouse handball",15,20,-5,-0.480402247383232
"229","SAEEAFH","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",32,33,"rencontre_D1H_2223_4026.pdf","J10",32,32,"R",0,-1,0,1,1,"H",0,0,"D1",2223,"c'chartres metropole handball","paris saint-germain handball",16,25,-9,-0.958505919420132
"230","SAEEAFM","USAM NIMES GARD","VRANJES ljubomir","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",31,33,"rencontre_D1H_2223_4031.pdf","J11",31,31,"R",0,-1,0,0,0,"H",0,0,"D1",2223,"usam nimes gard","provence aix universite club handball",22,20,2,0.356279178681344
"231","SAEEAFN","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","HBC NANTES","COJEAN gregory",32,31,"rencontre_D1H_2223_4032.pdf","J11",32,31,"R",1,1,1,0,0,"H",0,0,"D1",2223,"fenix toulouse handball","hbc nantes",21,28,-7,-0.719454083401682
"232","SAEEAFP","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CESSON RENNES METROPOLE HB","LERICHE sebastien",32,31,"rencontre_D1H_2223_4034.pdf","J11",31,30,"R",1,1,1,1,0,"H",0,0,"D1",2223,"dunkerque handball grand littoral","cesson rennes metropole hb",21,24,-3,-0.241350411364781
"233","SAEEAFU","SAINT RAPHAEL VHB","BRAUX benjamin","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",35,33,"rencontre_D1H_2223_4039.pdf","J12",32,31,"R",1,1,1,0,0,"H",0,1,"D1",2223,"saint raphael vhb","us creteil handball",19,17,2,0.356279178681344
"234","SAEEAFW","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","USAM NIMES GARD","CHAUVET jerome",28,31,"rencontre_D1H_2223_4041.pdf","J12",28,30,"R",-1,-1,0,0,1,"H",1,0,"D1",2223,"c'chartres metropole handball","usam nimes gard",18,23,-5,-0.480402247383232
"235","SAEEAFX","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","CHAMBERY SAVOIE HB","MATHE erick",24,23,"rencontre_D1H_2223_4042.pdf","J12",24,23,"R",1,1,1,1,0,"H",0,0,"D1",2223,"limoges hand 87","chambery savoie hb",21,25,-4,-0.360876329374007
"236","SAEEAGB","PROVENCE AIX UNIVERSITE CLUB HANDBALL","ANTI thierry","US IVRY HANDBALL","QUINTALLET sebastien",34,34,"rencontre_D1H_2223_4046.pdf","J13",34,33,"R",1,0,0,0,0,"H",0,0,"D1",2223,"provence aix universite club handball","us ivry handball",26,17,9,1.19296060474592
"237","SAEEAGD","USAM NIMES GARD","VRANJES ljubomir","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",37,38,"rencontre_D1H_2223_4048.pdf","J13",35,38,"R",-1,-1,0,0,0,"H",0,0,"D1",2223,"usam nimes gard","fenix toulouse handball",26,27,-1,-0.00229857534633126
"238","SAEEAGG","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","HBC NANTES","COJEAN gregory",29,32,"rencontre_D1H_2223_4051.pdf","J13",29,31,"R",-1,-1,0,0,0,"H",1,1,"D1",2223,"dunkerque handball grand littoral","hbc nantes",25,32,-7,-0.719454083401682
"239","SAEEAGJ","MONTPELLIER HANDBALL","CANAYER patrice","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,30,"rencontre_D1H_2223_4054.pdf","J14",31,30,"R",1,1,1,1,1,"H",0,1,"D1",2223,"montpellier handball","paris saint-germain handball",37,37,0,0.117227342662894
"240","SAEEAGK","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","CHAMBERY SAVOIE HB","MATHE erick",30,31,"rencontre_D1H_2223_4055.pdf","J14",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"fenix toulouse handball","chambery savoie hb",30,29,1,0.236753260672119
"241","SAEEAGL","CESSON RENNES METROPOLE HB","LERICHE sebastien","USAM NIMES GARD","VRANJES ljubomir",22,23,"rencontre_D1H_2223_4056.pdf","J14",22,22,"R",0,-1,0,1,1,"H",0,0,"D1",2223,"cesson rennes metropole hb","usam nimes gard",27,27,0,0.117227342662894
"242","SAEEAGN","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D1H_2223_4058.pdf","J14",28,30,"R",-1,-1,0,0,0,"H",0,1,"D1",2223,"limoges hand 87","selestat alsace handball",27,13,14,1.79059019479205
"243","SAEEAGO","ISTRES PROVENCE HANDBALL","DEROT gilles","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",26,26,"rencontre_D1H_2223_4059.pdf","J14",25,26,"R",-1,0,1,0,1,"H",0,0,"D1",2223,"istres provence handball","us creteil handball",17,19,-2,-0.121824493355556
"244","SAEEAGP","US IVRY HANDBALL","QUINTALLET sebastien","SAINT RAPHAEL VHB","BRAUX benjamin",30,28,"rencontre_D1H_2223_4060.pdf","J14",30,27,"R",1,1,1,0,0,"H",1,0,"D1",2223,"us ivry handball","saint raphael vhb",19,25,-6,-0.599928165392457
"245","SAEEAGQ","HBC NANTES","COJEAN gregory","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",32,33,"rencontre_D1H_2223_4061.pdf","J15",31,32,"R",-1,-1,0,0,1,"H",0,0,"D1",2223,"hbc nantes","paris saint-germain handball",38,38,0,0.117227342662894
"246","SAEEAGR","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",24,24,"rencontre_D1H_2223_4062.pdf","J15",23,24,"R",-1,0,1,1,1,"H",0,0,"D1",2223,"chambery savoie hb","cesson rennes metropole hb",32,28,4,0.595331014699794
"247","SAEEAGS","USAM NIMES GARD","VRANJES ljubomir","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",34,29,"rencontre_D1H_2223_4063.pdf","J15",32,29,"R",1,1,1,0,0,"H",0,0,"D1",2223,"usam nimes gard","limoges hand 87",30,28,2,0.356279178681344
