"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","temps","score_recevant","score_visiteur","action","Temps_Sec","score_final","temps_mort_equipe","but_1min_apres_temps_mort","action_equipe","statut_recevant","ecart_recevant","fichier"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","48:36",27,33,"But 7m JV N°13 BOS julien",2916,"31 - 38","","","v",-1,-6,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","49:06",28,33,"But JR N°3 LOPEZ ALVAREZ mario",2946,"31 - 38","","","r",-1,-5,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","50:18",29,33,"But JR N°13 EL BISHRY adam",3018,"31 - 38","","","r",-1,-4,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","51:26",29,34,"But JV N°11 TOURNAT nicolas",3086,"31 - 38","","","v",-1,-5,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","53:17",29,35,"But JV N°10 OVNICEK rok",3197,"31 - 38","","","v",-1,-6,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","54:09",29,35,"Temps Mort d'Equipe Recevant",3249,"31 - 38","r","non","r",-1,-6,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","55:01",29,36,"But JV N°5 YOSHIDA shuichi",3301,"31 - 38","","","v",-1,-7,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","55:32",30,36,"But JR N°3 LOPEZ ALVAREZ mario",3332,"31 - 38","","","r",-1,-6,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","56:56",30,37,"But JV N°5 YOSHIDA shuichi",3416,"31 - 38","","","v",-1,-7,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","58:18",31,37,"But 7m JR N°3 LOPEZ ALVAREZ mario",3498,"31 - 38","","","r",-1,-6,"rencontre_D1H_2425_199.pdf"
"UAFJKLE","CRETEIL US HANDBALL","ESPARRE christophe","NANTES HBC","COJEAN gregory","59:03",31,38,"But JV N°4 MINNE aymeric",3543,"31 - 38","","","v",-1,-7,"rencontre_D1H_2425_199.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","00:46",0,1,"But JV N°77 BAIJENS danny nick ",46,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","02:09",0,2,"But JV N°21 SYPRZAK kamil ",129,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","02:46",1,2,"But JR N°4 BONO nicolas ",166,"30 - 34","","","r",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","05:07",1,3,"But JV N°21 SYPRZAK kamil ",307,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","05:39",2,3,"But JR N°5 ANDRADE ARAUJO edmilson ",339,"30 - 34","","","r",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","06:14",2,4,"But 7m JV N°90 PLANTIN leo ",374,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","07:28",2,5,"But JV N°5 FATHY OMAR yahia khaled ",448,"30 - 34","","","v",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","07:59",2,5,"Temps Mort d'Equipe Visiteur ",479,"30 - 34","","","v",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","08:07",2,6,"But JV N°5 FATHY OMAR yahia khaled ",487,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","08:37",3,6,"But JR N°4 BONO nicolas ",517,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","09:09",4,6,"But JR N°32 BOZIC PAVLETIC josip ",549,"30 - 34","","","r",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","11:20",5,6,"But JR N°4 BONO nicolas ",680,"30 - 34","","","r",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","12:16",6,6,"But JR N°4 BONO nicolas ",736,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","12:48",6,7,"But JV N°21 SYPRZAK kamil ",768,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","13:43",7,7,"But JR N°25 JOSEPH louis ",823,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","14:30",8,7,"But JR N°77 FOLQUES ORTIZ josep - JOSEP ",870,"30 - 34","","","r",1,1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","15:12",9,7,"But JR N°5 ANDRADE ARAUJO edmilson ",912,"30 - 34","","","r",1,2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","15:48",9,8,"But JV N°71 PRANDI elohim ",948,"30 - 34","","","v",1,1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","16:34",10,8,"But JR N°13 GENSOULEN lubin ",994,"30 - 34","","","r",1,2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","17:03",10,9,"But JV N°21 SYPRZAK kamil ",1023,"30 - 34","","","v",1,1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","19:02",11,9,"But JR N°32 BOZIC PAVLETIC josip ",1142,"30 - 34","","","r",1,2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","20:18",12,9,"But JR N°17 KOTTERS raphael ",1218,"30 - 34","","","r",1,3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","21:01",12,10,"But JV N°47 PELEKA wallem-konrad ",1261,"30 - 34","","","v",1,2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","22:14",12,11,"But JV N°15 TONNESEN kent robin ",1334,"30 - 34","","","v",1,1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","23:13",12,12,"But JV N°47 PELEKA wallem-konrad ",1393,"30 - 34","","","v",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","23:20",12,12,"Temps Mort d'Equipe Recevant ",1400,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","23:55",12,13,"But JV N°71 PRANDI elohim ",1435,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","24:14",13,13,"But JR N°32 BOZIC PAVLETIC josip ",1454,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","26:21",13,14,"But 7m JV N°90 PLANTIN leo ",1581,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","26:57",14,14,"But JR N°17 KOTTERS raphael ",1617,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","27:53",14,15,"But 7m JV N°90 PLANTIN leo ",1673,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","28:31",15,15,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES ",1711,"30 - 34","","","r",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","30:00",16,15,"But JR N°77 FOLQUES ORTIZ josep - JOSEP ",1800,"30 - 34","","","r",1,1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","31:32",16,16,"But JV N°6 STEINS luc",1892,"30 - 34","","","v",0,0,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","32:25",16,17,"But JV N°6 STEINS luc",1945,"30 - 34","","","v",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","33:05",16,18,"But JV N°6 STEINS luc",1985,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","34:45",17,18,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",2085,"30 - 34","","","r",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","34:56",17,19,"But JV N°21 SYPRZAK kamil",2096,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","35:50",18,19,"But JR N°5 ANDRADE ARAUJO edmilson",2150,"30 - 34","","","r",-1,-1,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","36:23",18,20,"But JV N°21 SYPRZAK kamil",2183,"30 - 34","","","v",-1,-2,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","37:12",18,21,"But JV N°5 FATHY OMAR yahia khaled",2232,"30 - 34","","","v",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","39:11",18,21,"Temps Mort d'Equipe Recevant",2351,"30 - 34","r","non","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","39:57",18,22,"But JV N°5 FATHY OMAR yahia khaled",2397,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","41:12",18,23,"But JV N°71 PRANDI elohim",2472,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","41:39",19,23,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",2499,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","42:18",19,24,"But JV N°71 PRANDI elohim",2538,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","42:24",20,24,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",2544,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","43:28",21,24,"But JR N°13 GENSOULEN lubin",2608,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","44:06",21,25,"But JV N°5 FATHY OMAR yahia khaled",2646,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","44:31",22,25,"But JR N°13 GENSOULEN lubin",2671,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","45:15",22,25,"Temps Mort d'Equipe Visiteur",2715,"30 - 34","v","non","v",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","46:41",22,26,"But JV N°6 STEINS luc",2801,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","47:50",23,26,"But JR N°8 PETERSEN torben",2870,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","48:26",23,27,"But JV N°21 SYPRZAK kamil",2906,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","48:49",24,27,"But JR N°8 PETERSEN torben",2929,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","49:24",24,28,"But JV N°5 FATHY OMAR yahia khaled",2964,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","50:32",24,29,"But JV N°71 PRANDI elohim",3032,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","51:51",24,30,"But JV N°21 SYPRZAK kamil",3111,"30 - 34","","","v",-1,-6,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","52:43",25,30,"But 7m JR N°4 BONO nicolas",3163,"30 - 34","","","r",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","53:32",26,30,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",3212,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","55:21",26,31,"But JV N°97 LOREDON gautier",3321,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","55:40",27,31,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",3340,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","56:32",28,31,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",3392,"30 - 34","","","r",-1,-3,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","57:13",28,32,"But JV N°97 LOREDON gautier",3433,"30 - 34","","","v",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","57:45",28,33,"But JV N°47 PELEKA wallem-konrad",3465,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","58:23",29,33,"But JR N°25 JOSEPH louis",3503,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","58:45",29,34,"But JV N°97 LOREDON gautier",3525,"30 - 34","","","v",-1,-5,"rencontre_D1H_2425_200.pdf"
"UAFOKXN","ISTRES PROVENCE HANDBALL","DEROT gilles","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","59:29",30,34,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",3569,"30 - 34","","","r",-1,-4,"rencontre_D1H_2425_200.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","00:42",1,0,"But JR N°8 OGANDO maxime ",42,"33 - 33","","","r",1,1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","01:11",2,0,"But JR N°8 OGANDO maxime ",71,"33 - 33","","","r",1,2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","02:57",2,1,"But 7m JV N°11 SCHRODER toke bjelke ",177,"33 - 33","","","v",1,1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","04:55",3,1,"But JR N°9 KUSAN tomislav ",295,"33 - 33","","","r",1,2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","05:23",3,2,"But JV N°21 CHATTI wael ",323,"33 - 33","","","v",1,1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","06:58",3,3,"But JV N°11 SCHRODER toke bjelke ",418,"33 - 33","","","v",0,0,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","07:11",4,3,"But JR N°9 KUSAN tomislav ",431,"33 - 33","","","r",1,1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","07:57",4,4,"But JV N°24 BEAUCHEF mathis ",477,"33 - 33","","","v",0,0,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","08:47",4,5,"But JV N°5 LONGERINAS auguste ",527,"33 - 33","","","v",-1,-1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","10:51",5,5,"But JR N°2 YUSUF faruk ",651,"33 - 33","","","r",0,0,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","11:22",5,6,"But JV N°48 BALADI antoine ",682,"33 - 33","","","v",-1,-1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","11:46",6,6,"But JR N°44 HRSTIC matej ",706,"33 - 33","","","r",0,0,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","12:13",6,7,"But JV N°21 CHATTI wael ",733,"33 - 33","","","v",-1,-1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","15:10",6,8,"But JV N°21 CHATTI wael ",910,"33 - 33","","","v",-1,-2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","15:14",6,8,"Temps Mort d'Equipe Recevant ",914,"33 - 33","","","r",-1,-2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","15:58",7,8,"But 7m JR N°45 ELDERAA seif mohamed ",958,"33 - 33","","","r",-1,-1,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","16:34",7,9,"But JV N°11 SCHRODER toke bjelke ",994,"33 - 33","","","v",-1,-2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","17:24",7,10,"But JV N°90 CARRERE imanol ",1044,"33 - 33","","","v",-1,-3,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","18:22",8,10,"But JR N°45 ELDERAA seif mohamed ",1102,"33 - 33","","","r",-1,-2,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","19:54",8,11,"But JV N°5 LONGERINAS auguste ",1194,"33 - 33","","","v",-1,-3,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","20:41",8,12,"But JV N°11 SCHRODER toke bjelke ",1241,"33 - 33","","","v",-1,-4,"rencontre_D1H_2425_201.pdf"
"UAFQEUD","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","IVRY US HANDBALL","DINART didier","21:27",8,13,"But JV N°24 BEAUCHEF mathis ",1287,"33 - 33","","","v",-1,-5,"rencontre_D1H_2425_201.pdf"
