"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"SAEEAGW","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","ISTRES PROVENCE HANDBALL","DEROT gilles",30,30,"rencontre_D1H_2223_4067 2.pdf",30,29,"R",1,0,0,0,0,"H",1,1,"D1","2223","limoges hand 87","bouillargues handball nimes metropole",25,NA,NA
"SAEEAGW","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","ISTRES PROVENCE HANDBALL","DEROT gilles",30,30,"rencontre_D1H_2223_4067.pdf",30,29,"R",1,0,0,0,0,"H",1,1,"D1","2223","limoges hand 87","bouillargues handball nimes metropole",25,NA,NA
"SAEEAHB","CESSON RENNES METROPOLE HB","LERICHE sebastien","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",28,29,"rencontre_D1H_2223_4072 2.pdf",28,27,"R",1,-1,0,1,0,"H",0,0,"D1","2223","nancy handball","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAHB","CESSON RENNES METROPOLE HB","LERICHE sebastien","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",28,29,"rencontre_D1H_2223_4072.pdf",28,27,"R",1,-1,0,1,0,"H",0,0,"D1","2223","nancy handball","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAHE","ISTRES PROVENCE HANDBALL","DEROT gilles","SAINT RAPHAEL VHB","BRAUX benjamin",28,26,"rencontre_D1H_2223_4075 2.pdf",27,25,"R",1,1,1,0,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","saint raphael vhb",NA,26,NA
"SAEEAHE","ISTRES PROVENCE HANDBALL","DEROT gilles","SAINT RAPHAEL VHB","BRAUX benjamin",28,26,"rencontre_D1H_2223_4075.pdf",27,25,"R",1,1,1,0,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","saint raphael vhb",NA,26,NA
"SAEEAHF","US IVRY HANDBALL","DINART didier","CHAMBERY SAVOIE HB","MATHE erick",33,35,"rencontre_D1H_2223_4076 2.pdf",31,34,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","us ivry handball","handball clermont auvergne metropole 63",18,NA,NA
"SAEEAHF","US IVRY HANDBALL","DINART didier","CHAMBERY SAVOIE HB","MATHE erick",33,35,"rencontre_D1H_2223_4076.pdf",31,34,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","us ivry handball","handball clermont auvergne metropole 63",18,NA,NA
"SAEEAHI","USAM NIMES GARD","VRANJES ljubomir","MONTPELLIER HANDBALL","CANAYER patrice",28,29,"rencontre_D1H_2223_4079 2.pdf",27,28,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","usam nimes gard","le pouzin hb 07",41,NA,NA
"SAEEAHI","USAM NIMES GARD","VRANJES ljubomir","MONTPELLIER HANDBALL","CANAYER patrice",28,29,"rencontre_D1H_2223_4079.pdf",27,28,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","usam nimes gard","le pouzin hb 07",41,NA,NA
"SAEEAHJ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PAYS AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",29,25,"rencontre_D1H_2223_4080 2.pdf",27,25,"R",1,1,1,0,1,"H",1,0,"D1","2223","fenix toulouse handball","provence aix universite club handball",37,NA,NA
"SAEEAHJ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PAYS AIX UNIVERSITE CLUB HANDBALL","ANTI thierry",29,25,"rencontre_D1H_2223_4080.pdf",27,25,"R",1,1,1,0,1,"H",1,0,"D1","2223","fenix toulouse handball","provence aix universite club handball",37,NA,NA
"SAEEAHK","SAINT RAPHAEL VHB","BRAUX benjamin","US IVRY HANDBALL","DINART didier",29,25,"rencontre_D1H_2223_4081 2.pdf",28,25,"R",1,1,1,1,0,"H",0,0,"D1","2223","saint raphael vhb","us ivry handball",26,18,-8
"SAEEAHK","SAINT RAPHAEL VHB","BRAUX benjamin","US IVRY HANDBALL","DINART didier",29,25,"rencontre_D1H_2223_4081.pdf",28,25,"R",1,1,1,1,0,"H",0,0,"D1","2223","saint raphael vhb","us ivry handball",26,18,-8
"SAEEAHL","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",29,28,"rencontre_D1H_2223_4082 2.pdf",28,27,"R",1,1,1,1,1,"H",0,0,"D1","2223","us creteil handball","nancy handball",16,NA,NA
"SAEEAHL","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",29,28,"rencontre_D1H_2223_4082.pdf",28,27,"R",1,1,1,1,1,"H",0,0,"D1","2223","us creteil handball","nancy handball",16,NA,NA
"SAEEAHM","ISTRES PROVENCE HANDBALL","DEROT gilles","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,30,"rencontre_D1H_2223_4083 2.pdf",28,29,"R",-1,-1,0,1,1,"H",0,0,"D1","2223","bouillargues handball nimes metropole","limoges hand 87",NA,25,NA
"SAEEAHM","ISTRES PROVENCE HANDBALL","DEROT gilles","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,30,"rencontre_D1H_2223_4083.pdf",28,29,"R",-1,-1,0,1,1,"H",0,0,"D1","2223","bouillargues handball nimes metropole","limoges hand 87",NA,25,NA
"SAEEAHR","CESSON RENNES METROPOLE HB","LERICHE sebastien","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",28,31,"rencontre_D1H_2223_4088 2.pdf",28,29,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","nancy handball","fenix toulouse handball",NA,37,NA
"SAEEAHR","CESSON RENNES METROPOLE HB","LERICHE sebastien","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",28,31,"rencontre_D1H_2223_4088.pdf",28,29,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","nancy handball","fenix toulouse handball",NA,37,NA
"SAEEAHS","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","SAINT RAPHAEL VHB","BRAUX benjamin",29,30,"rencontre_D1H_2223_4089 2.pdf",29,29,"R",0,-1,0,0,1,"H",0,1,"D1","2223","handball clermont auvergne metropole 63","saint raphael vhb",NA,26,NA
"SAEEAHS","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","SAINT RAPHAEL VHB","BRAUX benjamin",29,30,"rencontre_D1H_2223_4089.pdf",29,29,"R",0,-1,0,0,1,"H",0,1,"D1","2223","handball clermont auvergne metropole 63","saint raphael vhb",NA,26,NA
"SAEEAHX","CHAMBERY SAVOIE HB","MATHE erick","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,33,"rencontre_D1H_2223_4094 2.pdf",33,31,"R",1,1,1,1,0,"H",1,0,"D1","2223","handball clermont auvergne metropole 63","paris saint-germain handball",NA,54,NA
"SAEEAHX","CHAMBERY SAVOIE HB","MATHE erick","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,33,"rencontre_D1H_2223_4094.pdf",33,31,"R",1,1,1,1,0,"H",1,0,"D1","2223","handball clermont auvergne metropole 63","paris saint-germain handball",NA,54,NA
"SAEEAHZ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",33,33,"rencontre_D1H_2223_4096 2.pdf",32,31,"R",1,0,0,1,0,"H",1,0,"D1","2223","fenix toulouse handball","limoges hand 87",37,25,-12
"SAEEAHZ","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",33,33,"rencontre_D1H_2223_4096.pdf",32,31,"R",1,0,0,1,0,"H",1,0,"D1","2223","fenix toulouse handball","limoges hand 87",37,25,-12
"SAEEAIB","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,30,"rencontre_D1H_2223_4098 2.pdf",32,29,"R",1,1,1,0,0,"H",0,0,"D1","2223","us creteil handball","limoges hand 87",16,25,9
"SAEEAIB","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,30,"rencontre_D1H_2223_4098.pdf",32,29,"R",1,1,1,0,0,"H",0,0,"D1","2223","us creteil handball","limoges hand 87",16,25,9
"SAEEAID","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","US IVRY HANDBALL","DINART didier",30,32,"rencontre_D1H_2223_4100 2.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","us ivry handball",NA,18,NA
"SAEEAID","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","US IVRY HANDBALL","DINART didier",30,32,"rencontre_D1H_2223_4100.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","us ivry handball",NA,18,NA
"SAEEAIF","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","SAINT RAPHAEL VHB","BRAUX benjamin",24,28,"rencontre_D1H_2223_4102 2.pdf",24,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","provence aix universite club handball","saint raphael vhb",NA,26,NA
"SAEEAIF","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","SAINT RAPHAEL VHB","BRAUX benjamin",24,28,"rencontre_D1H_2223_4102.pdf",24,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","provence aix universite club handball","saint raphael vhb",NA,26,NA
"SAEEAIG","MONTPELLIER HANDBALL","CANAYER patrice","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",27,24,"rencontre_D1H_2223_4103 2.pdf",26,24,"R",1,1,1,1,0,"H",0,0,"D1","2223","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAIG","MONTPELLIER HANDBALL","CANAYER patrice","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",27,24,"rencontre_D1H_2223_4103.pdf",26,24,"R",1,1,1,1,0,"H",0,0,"D1","2223","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAIJ","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,28,"rencontre_D1H_2223_4106 2.pdf",29,26,"R",1,1,1,1,0,"H",0,0,"D1","2223","limoges hand 87","bouillargues handball nimes metropole",25,NA,NA
"SAEEAIJ","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,28,"rencontre_D1H_2223_4106.pdf",29,26,"R",1,1,1,1,0,"H",0,0,"D1","2223","limoges hand 87","bouillargues handball nimes metropole",25,NA,NA
"SAEEAIN","HBC NANTES","COJEAN gregory","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,33,"rencontre_D1H_2223_4110 2.pdf",32,31,"R",1,0,0,0,0,"H",0,1,"D1","2223","hbc nantes","fenix toulouse handball",50,37,-13
"SAEEAIN","HBC NANTES","COJEAN gregory","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,33,"rencontre_D1H_2223_4110.pdf",32,31,"R",1,0,0,0,0,"H",0,1,"D1","2223","hbc nantes","fenix toulouse handball",50,37,-13
"SAEEAIS","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",29,29,"rencontre_D1H_2223_4115 2.pdf",29,28,"R",1,0,0,0,1,"H",0,0,"D1","2223","us ivry handball","provence aix universite club handball",18,NA,NA
"SAEEAIS","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",29,29,"rencontre_D1H_2223_4115.pdf",29,28,"R",1,0,0,0,1,"H",0,0,"D1","2223","us ivry handball","provence aix universite club handball",18,NA,NA
"SAEEAIU","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",29,27,"rencontre_D1H_2223_4117 2.pdf",27,26,"R",1,1,1,0,0,"H",1,0,"D1","2223","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAIU","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni",29,27,"rencontre_D1H_2223_4117.pdf",27,26,"R",1,1,1,0,0,"H",1,0,"D1","2223","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAIV","MONTPELLIER HANDBALL","CANAYER patrice","US IVRY HANDBALL","DINART didier",26,23,"rencontre_D1H_2223_4118 2.pdf",26,23,"R",1,1,1,0,0,"H",0,1,"D1","2223","le pouzin hb 07","us ivry handball",NA,18,NA
"SAEEAIV","MONTPELLIER HANDBALL","CANAYER patrice","US IVRY HANDBALL","DINART didier",26,23,"rencontre_D1H_2223_4118.pdf",26,23,"R",1,1,1,0,0,"H",0,1,"D1","2223","le pouzin hb 07","us ivry handball",NA,18,NA
"SAEEAIX","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","USAM NIMES GARD","VRANJES ljubomir",32,34,"rencontre_D1H_2223_4120 2.pdf",32,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","fenix toulouse handball","usam nimes gard",37,41,4
"SAEEAIX","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","USAM NIMES GARD","VRANJES ljubomir",32,34,"rencontre_D1H_2223_4120.pdf",32,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","fenix toulouse handball","usam nimes gard",37,41,4
"SAEEAIY","CESSON RENNES METROPOLE HB","LERICHE sebastien","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",27,26,"rencontre_D1H_2223_4121 2.pdf",26,25,"R",1,1,1,0,0,"H",0,1,"D1","2223","nancy handball","limoges hand 87",NA,25,NA
"SAEEAIY","CESSON RENNES METROPOLE HB","LERICHE sebastien","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",27,26,"rencontre_D1H_2223_4121.pdf",26,25,"R",1,1,1,0,0,"H",0,1,"D1","2223","nancy handball","limoges hand 87",NA,25,NA
"SAEEAIZ","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",37,40,"rencontre_D1H_2223_4122 2.pdf",36,39,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","us creteil handball","paris saint-germain handball",16,54,38
"SAEEAIZ","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",37,40,"rencontre_D1H_2223_4122.pdf",36,39,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","us creteil handball","paris saint-germain handball",16,54,38
"SAEEAJA","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT RAPHAEL VHB","BRAUX benjamin",32,31,"rencontre_D1H_2223_4123 2.pdf",31,31,"R",0,1,1,0,0,"H",0,0,"D1","2223","nancy handball","saint raphael vhb",NA,26,NA
"SAEEAJA","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT RAPHAEL VHB","BRAUX benjamin",32,31,"rencontre_D1H_2223_4123.pdf",31,31,"R",0,1,1,0,0,"H",0,0,"D1","2223","nancy handball","saint raphael vhb",NA,26,NA
"SAEEAJD","HBC NANTES","COJEAN gregory","MONTPELLIER HANDBALL","CANAYER patrice",29,28,"rencontre_D1H_2223_4126 2.pdf",28,27,"R",1,1,1,0,0,"H",0,0,"D1","2223","hbc nantes","le pouzin hb 07",50,NA,NA
"SAEEAJD","HBC NANTES","COJEAN gregory","MONTPELLIER HANDBALL","CANAYER patrice",29,28,"rencontre_D1H_2223_4126.pdf",28,27,"R",1,1,1,0,0,"H",0,0,"D1","2223","hbc nantes","le pouzin hb 07",50,NA,NA
"SAEEAJG","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","ISTRES PROVENCE HANDBALL","DEROT gilles",25,26,"rencontre_D1H_2223_4129 2.pdf",25,25,"R",0,-1,0,1,0,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAJG","C'CHARTRES METROPOLE HANDBALL","GERONA SALAET toni","ISTRES PROVENCE HANDBALL","DEROT gilles",25,26,"rencontre_D1H_2223_4129.pdf",25,25,"R",0,-1,0,1,0,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAJJ","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,27,"rencontre_D1H_2223_4132 2.pdf",26,25,"R",1,1,1,0,0,"H",0,1,"D1","2223","bouillargues handball nimes metropole","limoges hand 87",NA,25,NA
"SAEEAJJ","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,27,"rencontre_D1H_2223_4132.pdf",26,25,"R",1,1,1,0,0,"H",0,1,"D1","2223","bouillargues handball nimes metropole","limoges hand 87",NA,25,NA
"SAEEAJL","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2223_4134 2.pdf",35,33,"R",1,1,1,0,0,"H",0,0,"D1","2223","provence aix universite club handball","us creteil handball",NA,16,NA
"SAEEAJL","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2223_4134.pdf",35,33,"R",1,1,1,0,0,"H",0,0,"D1","2223","provence aix universite club handball","us creteil handball",NA,16,NA
"SAEEAJQ","ISTRES PROVENCE HANDBALL","DEROT gilles","CHAMBERY SAVOIE HB","MATHE erick",35,37,"rencontre_D1H_2223_4139 2.pdf",34,36,"R",-1,-1,0,0,1,"H",0,1,"D1","2223","bouillargues handball nimes metropole","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAJQ","ISTRES PROVENCE HANDBALL","DEROT gilles","CHAMBERY SAVOIE HB","MATHE erick",35,37,"rencontre_D1H_2223_4139.pdf",34,36,"R",-1,-1,0,0,1,"H",0,1,"D1","2223","bouillargues handball nimes metropole","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEAJV","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","CESSON RENNES METROPOLE HB","LERICHE sebastien",21,22,"rencontre_D1H_2223_4144 2.pdf",21,22,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","nancy handball",NA,NA,NA
"SAEEAJV","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","CESSON RENNES METROPOLE HB","LERICHE sebastien",21,22,"rencontre_D1H_2223_4144.pdf",21,22,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","nancy handball",NA,NA,NA
"SAEEAKC","USAM NIMES GARD","VRANJES ljubomir","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,27,"rencontre_D1H_2223_4151 2.pdf",29,27,"R",1,1,1,0,1,"H",0,0,"D1","2223","usam nimes gard","us creteil handball",41,16,-25
"SAEEAKC","USAM NIMES GARD","VRANJES ljubomir","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,27,"rencontre_D1H_2223_4151.pdf",29,27,"R",1,1,1,0,1,"H",0,0,"D1","2223","usam nimes gard","us creteil handball",41,16,-25
"SAEEAKD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SAINT RAPHAEL VHB","BRAUX benjamin",33,32,"rencontre_D1H_2223_4152 2.pdf",32,31,"R",1,1,1,1,0,"H",1,0,"D1","2223","fenix toulouse handball","saint raphael vhb",37,26,-11
"SAEEAKD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SAINT RAPHAEL VHB","BRAUX benjamin",33,32,"rencontre_D1H_2223_4152.pdf",32,31,"R",1,1,1,1,0,"H",1,0,"D1","2223","fenix toulouse handball","saint raphael vhb",37,26,-11
"SAEEAKE","CESSON RENNES METROPOLE HB","LERICHE sebastien","MONTPELLIER HANDBALL","CANAYER patrice",22,25,"rencontre_D1H_2223_4153 2.pdf",21,24,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","nancy handball","le pouzin hb 07",NA,NA,NA
"SAEEAKE","CESSON RENNES METROPOLE HB","LERICHE sebastien","MONTPELLIER HANDBALL","CANAYER patrice",22,25,"rencontre_D1H_2223_4153.pdf",21,24,"R",-1,-1,0,0,0,"H",0,1,"D1","2223","nancy handball","le pouzin hb 07",NA,NA,NA
"SAEEAKG","ISTRES PROVENCE HANDBALL","DEROT gilles","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,30,"rencontre_D1H_2223_4155 2.pdf",30,28,"R",1,0,0,1,0,"H",1,0,"D1","2223","bouillargues handball nimes metropole","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAKG","ISTRES PROVENCE HANDBALL","DEROT gilles","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,30,"rencontre_D1H_2223_4155.pdf",30,28,"R",1,0,0,1,0,"H",1,0,"D1","2223","bouillargues handball nimes metropole","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAKH","US IVRY HANDBALL","DINART didier","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,27,"rencontre_D1H_2223_4156 2.pdf",27,26,"R",1,0,0,0,0,"H",0,1,"D1","2223","us ivry handball","handball clermont auvergne metropole 63",18,NA,NA
"SAEEAKH","US IVRY HANDBALL","DINART didier","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,27,"rencontre_D1H_2223_4156.pdf",27,26,"R",1,0,0,0,0,"H",0,1,"D1","2223","us ivry handball","handball clermont auvergne metropole 63",18,NA,NA
"SAEEAKQ","HBC NANTES","COJEAN gregory","USAM NIMES GARD","VRANJES ljubomir",28,28,"rencontre_D1H_2223_4165 2.pdf",28,27,"R",1,0,0,1,1,"H",0,0,"D1","2223","hbc nantes","usam nimes gard",50,41,-9
"SAEEAKQ","HBC NANTES","COJEAN gregory","USAM NIMES GARD","VRANJES ljubomir",28,28,"rencontre_D1H_2223_4165.pdf",28,27,"R",1,0,0,1,1,"H",0,0,"D1","2223","hbc nantes","usam nimes gard",50,41,-9
"SAEEAKR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",36,37,"rencontre_D1H_2223_4166 2.pdf",36,35,"R",1,-1,0,0,0,"H",1,0,"D1","2223","fenix toulouse handball","limoges hand 87",37,25,-12
"SAEEAKR","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",36,37,"rencontre_D1H_2223_4166.pdf",36,35,"R",1,-1,0,0,0,"H",1,0,"D1","2223","fenix toulouse handball","limoges hand 87",37,25,-12
"SAEEAKS","SAINT RAPHAEL VHB","BRAUX benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,37,"rencontre_D1H_2223_4167 2.pdf",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","saint raphael vhb","paris saint-germain handball",26,54,28
"SAEEAKS","SAINT RAPHAEL VHB","BRAUX benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",34,37,"rencontre_D1H_2223_4167.pdf",33,36,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","saint raphael vhb","paris saint-germain handball",26,54,28
"SAEEAKU","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,32,"rencontre_D1H_2223_4169 2.pdf",29,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAKU","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",30,32,"rencontre_D1H_2223_4169.pdf",29,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2223","handball clermont auvergne metropole 63","bouillargues handball nimes metropole",NA,NA,NA
"SAEEAKW","ISTRES PROVENCE HANDBALL","DEROT gilles","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4171 2.pdf",31,28,"R",1,1,1,1,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","provence aix universite club handball",NA,NA,NA
"SAEEAKW","ISTRES PROVENCE HANDBALL","DEROT gilles","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin",32,29,"rencontre_D1H_2223_4171.pdf",31,28,"R",1,1,1,1,0,"H",0,0,"D1","2223","bouillargues handball nimes metropole","provence aix universite club handball",NA,NA,NA
"SAEEAKX","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,23,"rencontre_D1H_2223_4172 2.pdf",26,23,"R",1,1,1,0,0,"H",1,1,"D1","2223","us ivry handball","us creteil handball",18,16,-2
"SAEEAKX","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,23,"rencontre_D1H_2223_4172.pdf",26,23,"R",1,1,1,0,0,"H",1,1,"D1","2223","us ivry handball","us creteil handball",18,16,-2
"SAEEAKY","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2223_4173 2.pdf",34,32,"R",1,1,1,0,0,"H",0,1,"D1","2223","paris saint-germain handball","hbc nantes",54,50,-4
"SAEEAKY","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2223_4173.pdf",34,32,"R",1,1,1,0,0,"H",0,1,"D1","2223","paris saint-germain handball","hbc nantes",54,50,-4
"SAEEALG","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,33,"rencontre_D1H_2223_4181 2.pdf",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","provence aix universite club handball","paris saint-germain handball",NA,54,NA
"SAEEALG","PAYS AIX UNIVERSITE CLUB HANDBALL","PAVONI benjamin","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,33,"rencontre_D1H_2223_4181.pdf",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1","2223","provence aix universite club handball","paris saint-germain handball",NA,54,NA
"SAEEALH","MONTPELLIER HANDBALL","CANAYER patrice","CHAMBERY SAVOIE HB","MATHE erick",28,27,"rencontre_D1H_2223_4182 2.pdf",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2223","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"SAEEALH","MONTPELLIER HANDBALL","CANAYER patrice","CHAMBERY SAVOIE HB","MATHE erick",28,27,"rencontre_D1H_2223_4182.pdf",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2223","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
