"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAETRPC","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","ISTRES PROVENCE HANDBALL","DEROT gilles",32,30,"rencontre_D2H_2324_689.pdf",32,29,"R",1,1,1,1,0,"H",1,0,"D2","2324","handball club cournon d'auvergne","bouillargues handball nimes metropole",18,NA,NA
"TAETRPD","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",35,33,"rencontre_D2H_2324_690 2.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D2","2324","paris 92","grand besancon doubs handball",NA,27,NA
"TAETRPD","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",35,33,"rencontre_D2H_2324_690 3.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D2","2324","paris 92","grand besancon doubs handball",NA,27,NA
"TAETRPD","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",35,33,"rencontre_D2H_2324_690.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D2","2324","paris 92","grand besancon doubs handball",NA,27,NA
"TAETRPF","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",31,32,"rencontre_D2H_2324_692 2.pdf",31,31,"R",0,-1,0,0,1,"H",0,0,"D2","2324","nancy handball","le pouzin hb 07",25,NA,NA
"TAETRPF","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",31,32,"rencontre_D2H_2324_692 3.pdf",31,31,"R",0,-1,0,0,1,"H",0,0,"D2","2324","nancy handball","le pouzin hb 07",25,NA,NA
"TAETRPF","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",31,32,"rencontre_D2H_2324_692.pdf",31,31,"R",0,-1,0,0,1,"H",0,0,"D2","2324","nancy handball","le pouzin hb 07",25,NA,NA
"TAETRPK","CAEN HANDBALL","QUINTALLET sebastien","MASSY ESSONNE HB","LEFEBVRE thomas",35,36,"rencontre_D2H_2324_697 2.pdf",34,34,"R",0,-1,0,0,0,"H",0,1,"D2","2324","nancy handball","provence aix universite club handball",25,NA,NA
"TAETRPK","CAEN HANDBALL","QUINTALLET sebastien","MASSY ESSONNE HB","LEFEBVRE thomas",35,36,"rencontre_D2H_2324_697 3.pdf",34,34,"R",0,-1,0,0,0,"H",0,1,"D2","2324","nancy handball","provence aix universite club handball",25,NA,NA
"TAETRPK","CAEN HANDBALL","QUINTALLET sebastien","MASSY ESSONNE HB","LEFEBVRE thomas",35,36,"rencontre_D2H_2324_697.pdf",34,34,"R",0,-1,0,0,0,"H",0,1,"D2","2324","nancy handball","provence aix universite club handball",25,NA,NA
"TAETRPQ","ANGERS SCO HANDBALL","TEJ issam","MASSY ESSONNE HB","LEFEBVRE thomas",30,31,"rencontre_D2H_2324_703 2.pdf",30,30,"R",0,-1,0,1,1,"H",1,0,"D2","2324","paris 92","provence aix universite club handball",NA,NA,NA
"TAETRPQ","ANGERS SCO HANDBALL","TEJ issam","MASSY ESSONNE HB","LEFEBVRE thomas",30,31,"rencontre_D2H_2324_703 3.pdf",30,30,"R",0,-1,0,1,1,"H",1,0,"D2","2324","paris 92","provence aix universite club handball",NA,NA,NA
"TAETRPQ","ANGERS SCO HANDBALL","TEJ issam","MASSY ESSONNE HB","LEFEBVRE thomas",30,31,"rencontre_D2H_2324_703.pdf",30,30,"R",0,-1,0,1,1,"H",1,0,"D2","2324","paris 92","provence aix universite club handball",NA,NA,NA
"TAETRPS","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_705 2.pdf",31,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",33,NA,NA
"TAETRPS","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_705 3.pdf",31,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",33,NA,NA
"TAETRPS","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_705.pdf",31,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","le pouzin hb 07",33,NA,NA
"TAETRPT","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","CAEN HANDBALL","QUINTALLET sebastien",31,34,"rencontre_D2H_2324_706 2.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","nancy handball",18,25,7
"TAETRPT","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","CAEN HANDBALL","QUINTALLET sebastien",31,34,"rencontre_D2H_2324_706 3.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","nancy handball",18,25,7
"TAETRPT","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","CAEN HANDBALL","QUINTALLET sebastien",31,34,"rencontre_D2H_2324_706.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","nancy handball",18,25,7
"TAETRPU","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",30,29,"rencontre_D2H_2324_707 2.pdf",28,29,"R",-1,1,1,1,1,"H",0,0,"D2","2324","paris 92","billere handball pau pyrenees",NA,24,NA
"TAETRPU","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",30,29,"rencontre_D2H_2324_707 3.pdf",28,29,"R",-1,1,1,1,1,"H",0,0,"D2","2324","paris 92","billere handball pau pyrenees",NA,24,NA
"TAETRPU","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",30,29,"rencontre_D2H_2324_707.pdf",28,29,"R",-1,1,1,1,1,"H",0,0,"D2","2324","paris 92","billere handball pau pyrenees",NA,24,NA
"TAETRPZ","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D2H_2324_712 2.pdf",29,31,"R",-1,-1,0,0,1,"H",0,1,"D2","2324","billere handball pau pyrenees","bouillargues handball nimes metropole",24,NA,NA
"TAETRPZ","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D2H_2324_712 3.pdf",29,31,"R",-1,-1,0,0,1,"H",0,1,"D2","2324","billere handball pau pyrenees","bouillargues handball nimes metropole",24,NA,NA
"TAETRPZ","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D2H_2324_712.pdf",29,31,"R",-1,-1,0,0,1,"H",0,1,"D2","2324","billere handball pau pyrenees","bouillargues handball nimes metropole",24,NA,NA
"TAETRQC","NANCY HANDBALL","SYLLA yerime","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",38,37,"rencontre_D2H_2324_715 2.pdf",36,37,"R",-1,1,1,0,1,"H",0,0,"D2","2324","provence aix universite club handball","paris 92",NA,NA,NA
"TAETRQC","NANCY HANDBALL","SYLLA yerime","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",38,37,"rencontre_D2H_2324_715 3.pdf",36,37,"R",-1,1,1,0,1,"H",0,0,"D2","2324","provence aix universite club handball","paris 92",NA,NA,NA
"TAETRQC","NANCY HANDBALL","SYLLA yerime","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",38,37,"rencontre_D2H_2324_715.pdf",36,37,"R",-1,1,1,0,1,"H",0,0,"D2","2324","provence aix universite club handball","paris 92",NA,NA,NA
"TAETRQI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",33,34,"rencontre_D2H_2324_721 2.pdf",32,33,"R",-1,-1,0,1,1,"H",0,1,"D2","2324","handball club cournon d'auvergne","billere handball pau pyrenees",18,24,6
"TAETRQI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",33,34,"rencontre_D2H_2324_721 3.pdf",32,33,"R",-1,-1,0,1,1,"H",0,1,"D2","2324","handball club cournon d'auvergne","billere handball pau pyrenees",18,24,6
"TAETRQI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",33,34,"rencontre_D2H_2324_721.pdf",32,33,"R",-1,-1,0,1,1,"H",0,1,"D2","2324","handball club cournon d'auvergne","billere handball pau pyrenees",18,24,6
"TAETRQL","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",30,32,"rencontre_D2H_2324_724 2.pdf",30,31,"R",-1,-1,0,0,1,"H",1,1,"D2","2324","limoges hand 87","le pouzin hb 07",NA,NA,NA
"TAETRQL","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",30,32,"rencontre_D2H_2324_724 3.pdf",30,31,"R",-1,-1,0,0,1,"H",1,1,"D2","2324","limoges hand 87","le pouzin hb 07",NA,NA,NA
"TAETRQL","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",30,32,"rencontre_D2H_2324_724.pdf",30,31,"R",-1,-1,0,0,1,"H",1,1,"D2","2324","limoges hand 87","le pouzin hb 07",NA,NA,NA
"TAETRQM","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","CAEN HANDBALL","QUINTALLET sebastien",33,32,"rencontre_D2H_2324_725 2.pdf",32,31,"R",1,1,1,0,0,"H",0,0,"D2","2324","bouillargues handball nimes metropole","nancy handball",NA,25,NA
"TAETRQM","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","CAEN HANDBALL","QUINTALLET sebastien",33,32,"rencontre_D2H_2324_725 3.pdf",32,31,"R",1,1,1,0,0,"H",0,0,"D2","2324","bouillargues handball nimes metropole","nancy handball",NA,25,NA
"TAETRQM","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","CAEN HANDBALL","QUINTALLET sebastien",33,32,"rencontre_D2H_2324_725.pdf",32,31,"R",1,1,1,0,0,"H",0,0,"D2","2324","bouillargues handball nimes metropole","nancy handball",NA,25,NA
"TAETSSK","DIJON METROPOLE HB","CHADUTEAUD ulrich","US IVRY HANDBALL","DINART didier",34,34,"rencontre_D1H_2324_443 2.pdf",32,34,"R",-1,0,1,0,0,"H",1,1,"D1","2324","js cherbourgeoise  manche hb","us ivry handball",NA,16,NA
"TAETSSK","DIJON METROPOLE HB","CHADUTEAUD ulrich","US IVRY HANDBALL","DINART didier",34,34,"rencontre_D1H_2324_443 3.pdf",32,34,"R",-1,0,1,0,0,"H",1,1,"D1","2324","js cherbourgeoise  manche hb","us ivry handball",NA,16,NA
"TAETSSK","DIJON METROPOLE HB","CHADUTEAUD ulrich","US IVRY HANDBALL","DINART didier",34,34,"rencontre_D1H_2324_443.pdf",32,34,"R",-1,0,1,0,0,"H",1,1,"D1","2324","js cherbourgeoise  manche hb","us ivry handball",NA,16,NA
"TAETSSL","USAM NIMES GARD","CHAUVET jerome","CHAMBERY SAVOIE HB","MATHE erick",31,29,"rencontre_D1H_2324_444 2.pdf",29,28,"R",1,1,1,0,1,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSSL","USAM NIMES GARD","CHAUVET jerome","CHAMBERY SAVOIE HB","MATHE erick",31,29,"rencontre_D1H_2324_444 3.pdf",29,28,"R",1,1,1,0,1,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSSL","USAM NIMES GARD","CHAUVET jerome","CHAMBERY SAVOIE HB","MATHE erick",31,29,"rencontre_D1H_2324_444.pdf",29,28,"R",1,1,1,0,1,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSSO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,32,"rencontre_D1H_2324_447 2.pdf",33,30,"R",1,1,1,1,0,"H",1,0,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSSO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,32,"rencontre_D1H_2324_447 3.pdf",33,30,"R",1,1,1,1,0,"H",1,0,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSSO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,32,"rencontre_D1H_2324_447.pdf",33,30,"R",1,1,1,1,0,"H",1,0,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSSP","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",30,31,"rencontre_D1H_2324_448 2.pdf",30,31,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","us creteil handball","fenix toulouse handball",16,39,23
"TAETSSP","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",30,31,"rencontre_D1H_2324_448 3.pdf",30,31,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","us creteil handball","fenix toulouse handball",16,39,23
"TAETSSP","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",30,31,"rencontre_D1H_2324_448.pdf",30,31,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","us creteil handball","fenix toulouse handball",16,39,23
"TAETSSQ","DIJON METROPOLE HB","CHADUTEAUD ulrich","USAM NIMES GARD","CHAUVET jerome",29,31,"rencontre_D1H_2324_449 2.pdf",28,31,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","js cherbourgeoise  manche hb","usam nimes gard",NA,32,NA
"TAETSSQ","DIJON METROPOLE HB","CHADUTEAUD ulrich","USAM NIMES GARD","CHAUVET jerome",29,31,"rencontre_D1H_2324_449 3.pdf",28,31,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","js cherbourgeoise  manche hb","usam nimes gard",NA,32,NA
"TAETSSQ","DIJON METROPOLE HB","CHADUTEAUD ulrich","USAM NIMES GARD","CHAUVET jerome",29,31,"rencontre_D1H_2324_449.pdf",28,31,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","js cherbourgeoise  manche hb","usam nimes gard",NA,32,NA
"TAETSSR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",33,32,"rencontre_D1H_2324_450 2.pdf",32,32,"R",0,1,1,1,0,"H",0,0,"D1","2324","limoges hand 87","provence aix universite club handball",36,30,-6
"TAETSSR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",33,32,"rencontre_D1H_2324_450 3.pdf",32,32,"R",0,1,1,1,0,"H",0,0,"D1","2324","limoges hand 87","provence aix universite club handball",36,30,-6
"TAETSSR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",33,32,"rencontre_D1H_2324_450.pdf",32,32,"R",0,1,1,1,0,"H",0,0,"D1","2324","limoges hand 87","provence aix universite club handball",36,30,-6
"TAETSSW","SARAN LOIRET HB","COURTIAL fabien","SAINT-RAPHAEL VHB","BRAUX benjamin",27,29,"rencontre_D1H_2324_455 2.pdf",26,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSSW","SARAN LOIRET HB","COURTIAL fabien","SAINT-RAPHAEL VHB","BRAUX benjamin",27,29,"rencontre_D1H_2324_455 3.pdf",26,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSSW","SARAN LOIRET HB","COURTIAL fabien","SAINT-RAPHAEL VHB","BRAUX benjamin",27,29,"rencontre_D1H_2324_455.pdf",26,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSSY","CHAMBERY SAVOIE HB","MATHE erick","US IVRY HANDBALL","DINART didier",29,28,"rencontre_D1H_2324_457 2.pdf",28,28,"R",0,1,1,1,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us ivry handball",NA,16,NA
"TAETSSY","CHAMBERY SAVOIE HB","MATHE erick","US IVRY HANDBALL","DINART didier",29,28,"rencontre_D1H_2324_457 3.pdf",28,28,"R",0,1,1,1,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us ivry handball",NA,16,NA
"TAETSSY","CHAMBERY SAVOIE HB","MATHE erick","US IVRY HANDBALL","DINART didier",29,28,"rencontre_D1H_2324_457.pdf",28,28,"R",0,1,1,1,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us ivry handball",NA,16,NA
"TAETSTD","SAINT-RAPHAEL VHB","BRAUX benjamin","CESSON RENNES METROPOLE HB","LERICHE sebastien",31,30,"rencontre_D1H_2324_462 2.pdf",31,30,"R",1,1,1,0,1,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSTD","SAINT-RAPHAEL VHB","BRAUX benjamin","CESSON RENNES METROPOLE HB","LERICHE sebastien",31,30,"rencontre_D1H_2324_462 3.pdf",31,30,"R",1,1,1,0,1,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSTD","SAINT-RAPHAEL VHB","BRAUX benjamin","CESSON RENNES METROPOLE HB","LERICHE sebastien",31,30,"rencontre_D1H_2324_462.pdf",31,30,"R",1,1,1,0,1,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSTG","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","USAM NIMES GARD","CHAUVET jerome",34,36,"rencontre_D1H_2324_465 2.pdf",33,35,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","us creteil handball","usam nimes gard",16,32,16
"TAETSTG","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","USAM NIMES GARD","CHAUVET jerome",34,36,"rencontre_D1H_2324_465 3.pdf",33,35,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","us creteil handball","usam nimes gard",16,32,16
"TAETSTG","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","USAM NIMES GARD","CHAUVET jerome",34,36,"rencontre_D1H_2324_465.pdf",33,35,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","us creteil handball","usam nimes gard",16,32,16
"TAETSTL","SARAN LOIRET HB","COURTIAL fabien","CHAMBERY SAVOIE HB","MATHE erick",29,27,"rencontre_D1H_2324_470 2.pdf",29,26,"R",1,1,1,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSTL","SARAN LOIRET HB","COURTIAL fabien","CHAMBERY SAVOIE HB","MATHE erick",29,27,"rencontre_D1H_2324_470 3.pdf",29,26,"R",1,1,1,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSTL","SARAN LOIRET HB","COURTIAL fabien","CHAMBERY SAVOIE HB","MATHE erick",29,27,"rencontre_D1H_2324_470.pdf",29,26,"R",1,1,1,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSTS","USAM NIMES GARD","CHAUVET jerome","SARAN LOIRET HB","COURTIAL fabien",25,22,"rencontre_D1H_2324_477 2.pdf",25,22,"R",1,1,1,0,0,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSTS","USAM NIMES GARD","CHAUVET jerome","SARAN LOIRET HB","COURTIAL fabien",25,22,"rencontre_D1H_2324_477 3.pdf",25,22,"R",1,1,1,0,0,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSTS","USAM NIMES GARD","CHAUVET jerome","SARAN LOIRET HB","COURTIAL fabien",25,22,"rencontre_D1H_2324_477.pdf",25,22,"R",1,1,1,0,0,"H",0,0,"D1","2324","usam nimes gard","handball clermont auvergne metropole 63",32,NA,NA
"TAETSTT","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2324_478 2.pdf",33,32,"R",1,1,1,1,0,"H",0,1,"D1","2324","paris saint-germain handball","hbc nantes",55,54,-1
"TAETSTT","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2324_478 3.pdf",33,32,"R",1,1,1,1,0,"H",0,1,"D1","2324","paris saint-germain handball","hbc nantes",55,54,-1
"TAETSTT","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2324_478.pdf",33,32,"R",1,1,1,1,0,"H",0,1,"D1","2324","paris saint-germain handball","hbc nantes",55,54,-1
"TAETSTU","SAINT-RAPHAEL VHB","BRAUX benjamin","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",38,38,"rencontre_D1H_2324_479 2.pdf",38,37,"R",1,0,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","limoges hand 87",30,36,6
"TAETSTU","SAINT-RAPHAEL VHB","BRAUX benjamin","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",38,38,"rencontre_D1H_2324_479 3.pdf",38,37,"R",1,0,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","limoges hand 87",30,36,6
"TAETSTU","SAINT-RAPHAEL VHB","BRAUX benjamin","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",38,38,"rencontre_D1H_2324_479.pdf",38,37,"R",1,0,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","limoges hand 87",30,36,6
"TAETSTY","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CHAMBERY SAVOIE HB","MATHE erick",26,27,"rencontre_D1H_2324_483 2.pdf",25,27,"R",-1,-1,0,0,1,"H",1,0,"D1","2324","limoges hand 87","handball clermont auvergne metropole 63",36,NA,NA
"TAETSTY","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CHAMBERY SAVOIE HB","MATHE erick",26,27,"rencontre_D1H_2324_483 3.pdf",25,27,"R",-1,-1,0,0,1,"H",1,0,"D1","2324","limoges hand 87","handball clermont auvergne metropole 63",36,NA,NA
"TAETSTY","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CHAMBERY SAVOIE HB","MATHE erick",26,27,"rencontre_D1H_2324_483.pdf",25,27,"R",-1,-1,0,0,1,"H",1,0,"D1","2324","limoges hand 87","handball clermont auvergne metropole 63",36,NA,NA
"TAETSTZ","MONTPELLIER HANDBALL","CANAYER patrice","USAM NIMES GARD","CHAUVET jerome",25,23,"rencontre_D1H_2324_484 2.pdf",25,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","le pouzin hb 07","usam nimes gard",NA,32,NA
"TAETSTZ","MONTPELLIER HANDBALL","CANAYER patrice","USAM NIMES GARD","CHAUVET jerome",25,23,"rencontre_D1H_2324_484 3.pdf",25,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","le pouzin hb 07","usam nimes gard",NA,32,NA
"TAETSTZ","MONTPELLIER HANDBALL","CANAYER patrice","USAM NIMES GARD","CHAUVET jerome",25,23,"rencontre_D1H_2324_484.pdf",25,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","le pouzin hb 07","usam nimes gard",NA,32,NA
"TAETSUB","SARAN LOIRET HB","COURTIAL fabien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",31,32,"rencontre_D1H_2324_486 2.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","limoges hand 87",NA,36,NA
"TAETSUB","SARAN LOIRET HB","COURTIAL fabien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",31,32,"rencontre_D1H_2324_486 3.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","limoges hand 87",NA,36,NA
"TAETSUB","SARAN LOIRET HB","COURTIAL fabien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",31,32,"rencontre_D1H_2324_486.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","limoges hand 87",NA,36,NA
"TAETSUH","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",29,32,"rencontre_D1H_2324_492 2.pdf",28,31,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","fenix toulouse handball",NA,39,NA
"TAETSUH","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",29,32,"rencontre_D1H_2324_492 3.pdf",28,31,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","fenix toulouse handball",NA,39,NA
"TAETSUH","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",29,32,"rencontre_D1H_2324_492.pdf",28,31,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","fenix toulouse handball",NA,39,NA
"TAETSUI","USAM NIMES GARD","CHAUVET jerome","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_493 2.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","usam nimes gard","provence aix universite club handball",32,30,-2
"TAETSUI","USAM NIMES GARD","CHAUVET jerome","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_493 3.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","usam nimes gard","provence aix universite club handball",32,30,-2
"TAETSUI","USAM NIMES GARD","CHAUVET jerome","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_493.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","usam nimes gard","provence aix universite club handball",32,30,-2
